Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg13311440__CD48	0.6998	0.062975	0.90914	0.80853	0.67899	0.076119	0.27632	0.9689	0.84289	0.36003	0.56439	0.83292	0.89302	0.67026	0.45505	0.85646	0.080336	0.023366	0.66873	0.42286	0.055291	0.075868	0.7917	0.69136	0.17649	0.046959	0.077495	0.042389	0.84648	0.05504	0.030152	0.85118	0.064565	0.18618	0.078351	0.7034	0.42955	0.50576
Meth__cg03259469__SVIL	0.068264	0.24059	0.4206	0.084881	0.074652	0.43658	0.087692	0.051522	0.070228	0.069503	0.31865	0.13696	0.21476	0.06644	0.65965	0.061009	0.14437	0.069806	0.072672	0.068032	0.064742	0.092039	0.066655	0.12402	0.070023	0.13347	0.15022	0.12157	0.066373	0.060151	0.05076	0.068372	0.066181	0.42195	0.11001	0.078039	0.063197	0.070714
Meth__cg23499129__MGC35308	0.15067	0.045932	0.8602	0.12326	0.27734	0.88508	0.84744	0.68312	0.09588	0.56578	0.95797	0.07829	0.36426	0.074696	0.91067	0.073658	0.096783	0.13224	0.83879	0.92222	0.16999	0.87674	0.61327	0.74105	0.067702	0.23971	0.9095	0.050177	0.077898	0.056485	0.062591	0.083574	0.047281	0.82258	0.86293	0.073425	0.069667	0.065076
Meth__cg08570275__P2RY1	0.09353	0.035141	0.21073	0.049781	0.022666	0.090626	0.30683	0.19275	0.032983	0.019924	0.11384	0.064076	0.05684	0.022731	0.027827	0.02738	0.078074	0.023589	0.13794	0.071567	0.033255	0.036124	0.022319	0.45947	0.045188	0.026736	0.12117	0.044653	0.028443	0.015	0.028591	0.019095	0.0218	0.016035	0.10064	0.022464	0.024197	0.033257
Meth__cg13145440__LOC81558	0.022513	0.025445	0.0303	0.021538	0.026527	0.031544	0.024952	0.01576	0.036101	0.022875	0.023298	0.066229	0.056028	0.031185	0.022458	0.022082	0.060483	0.021002	0.22497	0.5053	0.028642	0.033834	0.027272	0.083759	0.026247	0.030093	0.057427	0.057166	0.024205	0.022124	0.026711	0.033679	0.14466	0.014341	0.025726	0.030296	0.030147	0.022792
Meth__cg08725962__ARL10	0.030856	0.13864	0.98276	0.8059	0.016999	0.03331	0.65495	0.026536	0.022301	0.59165	0.9715	0.058241	0.95709	0.02177	0.96412	0.030744	0.026967	0.021589	0.97228	0.98289	0.26174	0.67336	0.040952	0.94937	0.62433	0.056076	0.95387	0.15822	0.033762	0.036738	0.39121	0.037606	0.021266	0.97071	0.82471	0.033371	0.029629	0.025709
Meth__cg12435758__LGI2	0.02875	0.01677	0.035771	0.021301	0.020457	0.098653	0.022798	0.013091	0.020742	0.022583	0.020625	0.029485	0.045779	0.013927	0.019943	0.025421	0.043024	0.015076	0.017384	0.022148	0.023456	0.02463	0.021284	0.33354	0.024846	0.037216	0.035285	0.050755	0.022909	0.015929	0.019038	0.022133	0.018932	0.014666	0.031956	0.029573	0.019759	0.022121
Meth__cg10994858__MINPP1	0.077718	0.08607	0.14119	0.065555	0.074067	0.050273	0.078571	0.043322	0.060639	0.080124	0.10515	0.48039	0.092807	0.11063	0.53488	0.054613	0.11666	0.07801	0.0738	0.067756	0.085871	0.061671	0.059251	0.084259	0.063475	0.082677	0.11279	0.096238	0.077532	0.039048	0.066378	0.054018	0.076071	0.069295	0.67205	0.088566	0.057195	0.042825
Meth__cg03085312__RARA	0.12641	0.44514	0.88711	0.65041	0.041118	0.88194	0.29562	0.73935	0.057168	0.08177	0.88043	0.43142	0.54927	0.22996	0.070342	0.87011	0.16215	0.67973	0.49981	0.60369	0.045764	0.83616	0.2563	0.79649	0.08611	0.64066	0.84428	0.28449	0.068824	0.079587	0.4895	0.5516	0.16463	0.11208	0.049005	0.47687	0.12377	0.11122
Meth__cg15156078__RASGRF1	0.5267	0.035045	0.059693	0.12062	0.031701	0.46022	0.19568	0.55807	0.039026	0.044123	0.42277	0.022518	0.076737	0.049025	0.053085	0.076754	0.10225	0.08566	0.42784	0.48116	0.30425	0.047024	0.31484	0.66994	0.039479	0.065677	0.91688	0.069801	0.042698	0.071433	0.14355	0.030383	0.030877	0.075516	0.1174	0.064703	0.44524	0.33317
Meth__cg14163776__CENTB2	0.38273	0.057989	0.87119	0.1001	0.061693	0.73855	0.088809	0.24767	0.34874	0.071846	0.13701	0.77451	0.63269	0.18636	0.10191	0.67557	0.16197	0.28278	0.15045	0.089276	0.13783	0.27957	0.05397	0.46769	0.27654	0.089538	0.10055	0.095787	0.15563	0.31529	0.35714	0.24045	0.091445	0.094187	0.078844	0.20087	0.096485	0.088354
Meth__cg24387380__GABRA5	0.8703	0.098072	0.12174	0.83515	0.055052	0.068296	0.7505	0.31692	0.12544	0.17962	0.8	0.20725	0.11828	0.12666	0.25162	0.16112	0.1326	0.089679	0.4154	0.36815	0.34697	0.11355	0.52588	0.10245	0.21664	0.11155	0.20479	0.14851	0.29151	0.042511	0.088707	0.094359	0.090281	0.18989	0.34483	0.43818	0.24836	0.35064
EA_G__ALDH2	9.9845	9.9563	5.1843	10.5256	9.2175	6.9695	9.7371	4.597	6.1862	5.433	8.5646	4.5837	5.0951	5.8544	5.0519	8.0574	7.5629	4.9119	5.0866	5.1243	5.9762	7.2882	6.8532	8.2867	10.6296	9.2424	5.8057	10.4265	6.9804	8.534	5.2003	5.237	9.8205	5.1983	6.8224	5.8537	9.9261	6.2397
Meth__cg07314984__PHKA2	0.30026	0.034237	0.14728	0.078103	0.058732	0.043113	0.1278	0.096535	0.14454	0.05965	0.10057	0.44529	0.15586	0.13326	0.070109	0.11146	0.093918	0.064107	0.089324	0.084381	0.065158	0.044263	0.19464	0.16329	0.35876	0.082969	0.33289	0.074222	0.07324	0.11685	0.073557	0.057015	0.060433	0.067062	0.13091	0.36447	0.085492	0.083532
Meth__cg24352736__YIPF2	0.021531	0.021005	0.14547	0.022753	0.024097	0.017079	0.019978	0.069547	0.016527	0.023212	0.023973	0.034997	0.039564	0.017913	0.021757	0.01635	0.029273	0.016872	0.020609	0.028783	0.016797	0.034757	0.01858	0.25101	0.024993	0.024142	0.026434	0.038088	0.017705	0.020246	0.016159	0.020267	0.015159	0.011141	0.075546	0.028934	0.023087	0.021826
Meth__cg08268099__OLFM1	0.96476	0.044572	0.97653	0.97416	0.95793	0.73638	0.3297	0.66605	0.041722	0.9515	0.54783	0.52823	0.94993	0.05705	0.8194	0.9319	0.11733	0.074352	0.97256	0.9648	0.92614	0.95548	0.97769	0.063968	0.91011	0.2654	0.31922	0.10252	0.047404	0.080053	0.062455	0.057533	0.075899	0.96159	0.67758	0.95501	0.88771	0.92629
Meth__cg22192762__PLXNC1	0.043478	0.028309	0.1047	0.03585	0.036575	0.64811	0.043908	0.030136	0.032028	0.039848	0.5518	0.029255	0.063191	0.043981	0.04526	0.034378	0.070491	0.032208	0.046669	0.036304	0.045478	0.045063	0.061444	0.94025	0.037584	0.065522	0.91218	0.09355	0.0407	0.042269	0.069677	0.034289	0.035353	0.15436	0.047872	0.054472	0.044733	0.045842
EA_G__TMPRSS3	9.8081	6.2517	4.6731	6.3099	7.8022	4.3753	6.8658	4.1635	5.2231	6.8408	4.6199	6.3221	5.0635	6.0278	6.1435	4.2958	7.1903	3.9978	5.25	4.758	4.0896	4.7685	7.5031	4.1056	7.4917	9.4186	4.7655	5.2652	4.5343	9.1125	4.5138	7.2599	7.5815	7.0602	5.4646	7.505	4.7394	4.7502
Meth__cg15210596__SCCPDH	0.019517	0.020319	0.76198	0.022427	0.024658	0.026802	0.030568	0.028947	0.021321	0.037623	0.20605	0.043097	0.89605	0.024784	0.033045	0.021675	0.043198	0.022163	0.025806	0.023491	0.03043	0.026764	0.020597	0.048046	0.02799	0.03484	0.022942	0.029268	0.029351	0.020917	0.026413	0.022587	0.028208	0.033757	0.054786	0.036893	0.033057	0.025066
Meth__cg03575468__PDHA1	0.11653	0.030362	0.078096	0.04951	0.059748	0.038872	0.058698	0.059639	0.052316	0.075446	0.05333	0.089867	0.19478	0.06487	0.050061	0.071515	0.11172	0.14271	0.059448	0.062565	0.3589	0.071162	0.32683	0.25024	0.28383	0.2052	0.30049	0.097738	0.3232	0.059324	0.12585	0.056562	0.037667	0.043777	0.13733	0.28469	0.084481	0.055152
EA_G__LCP1	5.146	6.839	10.9294	5.6893	5.4391	4.4055	5.8053	6.1497	4.4387	7.492	5.1398	10.4284	5.2753	4.6537	11.0631	7.0851	6.6132	4.7714	7.4452	7.2867	6.4447	4.1299	9.1857	7.7379	7.1143	11.3924	5.5718	9.4017	5.9028	4.9689	9.937	4.7529	6.2796	4.8614	5.0352	5.244	6.6673	5.3981
EA_G__FOXA1	9.78	9.0384	8.3542	10.3303	10.2426	5.7805	10.2446	6.6946	6.2072	9.1466	5.6115	7.1831	8.5271	9.8686	7.3927	5.4563	7.5836	5.5995	9.5923	9.8998	10.0039	5.6855	9.643	6.0524	10.1447	9.4248	10.0194	8.8238	6.1961	6.457	6.1073	9.5103	9.6063	9.8896	9.6996	9.7959	10.3109	10.1618
EA_G__PREP	7.6615	7.7215	8.1734	7.2338	6.8149	7.273	6.2595	7.1203	7.2537	6.8947	7.9902	7.4051	8.0714	10.7896	8.5362	6.9747	7.5554	7.1008	7.0034	7.4022	7.663	7.162	6.953	7.6237	7.0004	7.4653	6.6361	7.4645	7.1759	7.6919	7.8572	6.9769	7.6454	8.4602	6.8134	8.3626	6.9502	7.0673
Meth__cg18507125__RPL36A	0.6717	0.055018	0.068625	0.069158	0.21535	0.062476	0.06977	0.58053	0.50698	0.74497	0.052179	0.038244	0.066554	0.44053	0.64943	0.67022	0.11576	0.066516	0.056867	0.053979	0.65908	0.077775	0.60033	0.094055	0.066942	0.22966	0.51158	0.098505	0.055095	0.064622	0.3052	0.04522	0.061027	0.32553	0.09426	0.69201	0.065532	0.072284
EA_G__OAS3	8.2237	7.6448	7.0677	6.1127	9.0316	5.7509	7.3295	7.4997	8.5851	7.1703	8.434	7.967	8.7854	6.2695	6.0357	6.9072	9.6007	4.9176	7.4661	7.1695	6.8934	5.763	7.5414	7.3515	7.8704	8.5413	7.2501	6.2291	6.6144	7.8217	6.3745	7.7032	9.1884	7.9386	8.3148	6.03	7.1356	6.5609
Meth__cg15357518__MGC10433	0.051781	0.046066	0.065362	0.051245	0.035838	0.090195	0.051691	0.041332	0.062634	0.056328	0.076818	0.051158	0.076376	0.058373	0.059925	0.057504	0.10606	0.054092	0.041306	0.044326	0.05982	0.063019	0.081057	0.3468	0.053728	0.065657	0.081675	0.097733	0.045036	0.048874	0.043522	0.041074	0.045852	0.040208	0.050959	0.055643	0.046359	0.052304
Meth__cg06736444__SRRM2	0.17802	0.60944	0.47205	0.91976	0.47069	0.071374	0.02697	0.034064	0.67231	0.62382	0.022995	0.9382	0.57582	0.58978	0.63599	0.93804	0.31431	0.68182	0.02278	0.2588	0.54078	0.51625	0.25077	0.075171	0.79393	0.67711	0.047786	0.82819	0.024177	0.30548	0.9107	0.63005	0.86416	0.15586	0.044965	0.20576	0.028273	0.027279
Meth__cg27458888__UBE3A	0.017949	0.020601	0.036321	0.038275	0.022256	0.029771	0.073233	0.0172	0.11041	0.033832	0.027467	0.020448	0.031997	0.098498	0.024627	0.019545	0.037647	0.017377	0.021171	0.03105	0.031211	0.043092	0.025181	0.039339	0.056781	0.033051	0.067106	0.043654	0.023956	0.021329	0.029563	0.025171	0.029694	0.019168	0.10263	0.032293	0.021238	0.022462
Meth__cg17731079__CDC42EP3	0.033182	0.021298	0.043035	0.023899	0.019794	0.018836	0.028647	0.0159	0.021809	0.027485	0.042759	0.021365	0.056974	0.028957	0.022802	0.020397	0.048384	0.016726	0.03347	0.3007	0.02032	0.024224	0.016615	0.067419	0.0362	0.041781	0.047294	0.069638	0.024051	0.017698	0.020616	0.029149	0.021504	0.019727	0.06494	0.03346	0.030931	0.028161
Meth__cg25381844__SH3GL3	0.46956	0.028657	0.5925	0.06273	0.031856	0.54919	0.052857	0.022528	0.041033	0.036892	0.037733	0.051071	0.066772	0.050812	0.033383	0.028209	0.080581	0.37671	0.031718	0.039345	0.032748	0.042239	0.040393	0.75501	0.036233	0.080861	0.056971	0.041253	0.028917	0.047206	0.03421	0.023679	0.026274	0.029827	0.055471	0.04437	0.027739	0.033641
EA_G__CA5B	6.9369	6.4488	6.1867	9.8853	7.5831	6.9713	7.9319	6.4217	6.3814	7.5718	6.1838	6.8366	6.9423	8.8326	6.433	6.1952	6.711	7.0975	6.8575	7.7441	6.8363	7.3049	8.2804	6.0855	9.1757	9.2258	6.4901	6.0825	6.6733	6.6921	6.9056	6.6601	6.6108	9.1303	7.0359	6.9926	6.5561	6.3884
Meth__cg07440414__TCF7	0.9387	0.054152	0.96586	0.7903	0.83997	0.59229	0.43286	0.16769	0.058505	0.44799	0.96067	0.80716	0.40928	0.060371	0.056124	0.047571	0.083976	0.057704	0.95807	0.95964	0.19556	0.21308	0.63747	0.74758	0.69504	0.067322	0.84966	0.11307	0.041658	0.049184	0.068835	0.78223	0.13054	0.96276	0.60903	0.29658	0.49727	0.41503
Meth__cg13108181__ZNF141	0.051678	0.053439	0.89352	0.048262	0.041263	0.39602	0.077348	0.032129	0.35541	0.046455	0.055505	0.062197	0.13101	0.31998	0.70261	0.039737	0.078796	0.20075	0.041585	0.053333	0.04636	0.049438	0.040002	0.83892	0.051423	0.084011	0.24775	0.096655	0.047897	0.044531	0.24356	0.038695	0.048909	0.043702	0.069783	0.051819	0.049959	0.15201
Meth__cg14260643__CYP3A5	0.080121	0.051813	0.46495	0.19905	0.073732	0.075029	0.10515	0.38442	0.081395	0.07869	0.059879	0.18416	0.28842	0.10021	0.10564	0.088628	0.12605	0.042682	0.070001	0.065919	0.15398	0.13466	0.066711	0.3515	0.091255	0.1302	0.16976	0.064622	0.072214	0.065558	0.21033	0.061882	0.079379	0.1254	0.20523	0.068692	0.074958	0.10386
EA_G__GPRC5C	7.6101	5.5189	6.1655	7.332	7.6822	5.3112	7.1347	4.7799	5.2041	6.3584	5.7559	5.7216	6.4168	6.6969	5.5993	6.833	6.1201	5.8081	6.4901	6.5073	8.4925	9.035	8.354	5.7161	8.8446	6.6127	7.499	5.8373	5.3311	6.0201	5.2279	6.8033	7.0565	6.8851	7.9923	7.874	7.6601	6.7807
Meth__cg06220235__SOCS1	0.24666	0.19903	0.97344	0.89123	0.69741	0.97363	0.95459	0.13735	0.31815	0.53519	0.96189	0.86521	0.13588	0.48015	0.73878	0.13466	0.21526	0.27506	0.95437	0.11657	0.26767	0.62078	0.38691	0.57831	0.10448	0.067383	0.65394	0.14327	0.079732	0.063058	0.35111	0.066049	0.048517	0.71799	0.79325	0.91999	0.2003	0.44117
Meth__cg10158080__SOX5	0.093949	0.053818	0.91124	0.062072	0.04437	0.51968	0.083449	0.056468	0.058497	0.081288	0.054751	0.3418	0.49267	0.059369	0.066681	0.078827	0.29532	0.04875	0.062081	0.066685	0.05205	0.073374	0.153	0.10574	0.059007	0.18988	0.11583	0.13472	0.046238	0.039827	0.06467	0.041084	0.043893	0.87997	0.13635	0.060304	0.054408	0.054591
Meth__cg13797031__NIPSNAP1	0.5637	0.30544	0.069249	0.17869	0.1057	0.81447	0.13538	0.31271	0.078127	0.069126	0.20315	0.29126	0.44172	0.082022	0.8179	0.75479	0.21006	0.45843	0.059096	0.12418	0.20295	0.088822	0.31705	0.78506	0.36818	0.25278	0.16741	0.26347	0.35866	0.044663	0.82051	0.15173	0.15	0.18906	0.19834	0.054777	0.28615	0.3908
Meth__cg15444978__MARK3	0.063794	0.038906	0.10246	0.072079	0.051065	0.042668	0.047046	0.055449	0.053314	0.048856	0.068949	0.061641	0.11986	0.051601	0.082609	0.034458	0.10393	0.075476	0.052019	0.070043	0.1248	0.041837	0.22302	0.15362	0.15244	0.064858	0.39113	0.1943	0.042875	0.037021	0.064212	0.055673	0.040948	0.064476	0.092911	0.046748	0.075145	0.19469
Meth__cg19423196__MAT1A	0.91428	0.042573	0.11979	0.80246	0.8798	0.12484	0.84497	0.71481	0.7258	0.29188	0.090625	0.201	0.30377	0.67683	0.35681	0.62662	0.15918	0.069469	0.63868	0.84083	0.9185	0.074861	0.056854	0.090708	0.82111	0.27026	0.85987	0.13851	0.22291	0.053116	0.051979	0.82364	0.40226	0.84917	0.23168	0.74795	0.7669	0.82353
Meth__cg14611174__SIX6	0.50362	0.048718	0.64341	0.49204	0.50542	0.68193	0.65051	0.24594	0.046979	0.048967	0.73018	0.11387	0.64724	0.2632	0.10179	0.084451	0.072457	0.044316	0.40498	0.29928	0.78472	0.062369	0.60023	0.46362	0.46061	0.073658	0.62179	0.086547	0.051092	0.040063	0.06843	0.84722	0.042862	0.19328	0.11035	0.59281	0.38734	0.55834
Meth__cg21835622__DPYSL3	0.066414	0.059906	0.91191	0.062587	0.055764	0.19273	0.066922	0.062041	0.059315	0.070755	0.073143	0.094135	0.47924	0.069528	0.070846	0.049102	0.11841	0.05807	0.077438	0.061468	0.071928	0.060808	0.053691	0.088615	0.074479	0.098598	0.092016	0.0913	0.053602	0.047745	0.070958	0.05168	0.056053	0.063117	0.089521	0.076577	0.058776	0.058462
EA_G__TMEM16A	5.2908	7.2916	6.4055	9.4332	8.3635	4.9702	5.3162	9.8919	8.7183	8.6188	6.5456	8.5709	7.4917	7.5129	6.7371	4.7918	5.8483	5.1414	5.324	5.5073	6.9861	5.098	7.6208	4.7971	8.0768	11.1144	7.8885	8.0278	5.0673	5.1832	5.1206	5.3765	8.6544	5.3902	7.2997	5.773	10.4323	8.705
Meth__cg13264741__GRIN2B	0.6865	0.021387	0.95348	0.73875	0.061319	0.57306	0.34966	0.81633	0.04438	0.04593	0.79604	0.66635	0.30155	0.057345	0.21557	0.05369	0.21364	0.032179	0.053527	0.1802	0.071964	0.05157	0.9629	0.30716	0.089275	0.043696	0.46733	0.031345	0.039904	0.49035	0.044067	0.84674	0.030522	0.37028	0.19174	0.60882	0.43949	0.30134
Meth__cg09412715__HELB	0.057254	0.031086	0.075177	0.045592	0.020551	0.039946	0.039494	0.010105	0.051101	0.029173	0.079448	0.1561	0.11624	0.046147	0.034138	0.02877	0.053476	0.35804	0.022686	0.038036	0.045975	0.043504	0.034907	0.069065	0.04711	0.038693	0.060471	0.056252	0.047234	0.034868	0.043279	0.38072	0.03402	0.11762	0.08663	0.037018	0.04519	0.034057
Meth__cg12647643__PTPN13	0.0531	0.047747	0.069516	0.07989	0.048752	0.43401	0.068605	0.045576	0.26316	0.074665	0.066305	0.11209	0.55318	0.23642	0.18649	0.050523	0.62245	0.041821	0.048237	0.059989	0.057871	0.065093	0.051417	0.12052	0.10098	0.16806	0.15831	0.054933	0.033382	0.15846	0.078338	0.1052	0.13187	0.07119	0.14061	0.067448	0.062278	0.13702
Meth__cg02515422__TLR4	0.28382	0.076106	0.094686	0.30517	0.15151	0.23457	0.56679	0.10261	0.49511	0.068798	0.19977	0.1034	0.081401	0.35179	0.15921	0.088087	0.16222	0.10242	0.080622	0.091572	0.75186	0.10728	0.095516	0.14634	0.13909	0.30542	0.21144	0.08661	0.090181	0.10478	0.092145	0.19566	0.084594	0.14604	0.10923	0.1212	0.38782	0.31617
Meth__cg00445824__ISYNA1	0.097191	0.42488	0.084203	0.72755	0.092059	0.68815	0.076027	0.094179	0.090795	0.073036	0.060648	0.42156	0.32719	0.067436	0.68889	0.13385	0.091971	0.91691	0.7722	0.44601	0.082967	0.14335	0.067532	0.95786	0.11505	0.098154	0.086121	0.099371	0.065374	0.09077	0.61628	0.29182	0.093041	0.062677	0.13515	0.126	0.094522	0.10542
Meth__cg03014628__RAB3C	0.041238	0.02854	0.046986	0.033542	0.025297	0.22147	0.042643	0.025303	0.03021	0.032234	0.046915	0.032312	0.08247	0.039425	0.030679	0.146	0.070138	0.30167	0.10481	0.042811	0.031489	0.031064	0.022456	0.61791	0.033528	0.049596	0.4739	0.049632	0.030153	0.028317	0.50714	0.02496	0.060744	0.038964	0.04266	0.19204	0.030086	0.02708
Meth__cg19626078__KNDC1	0.054987	0.03652	0.081975	0.071466	0.045098	0.048651	0.065951	0.093168	0.056661	0.0519	0.95812	0.61269	0.11925	0.066328	0.12997	0.060097	0.073171	0.037598	0.05064	0.045738	0.045664	0.051663	0.085291	0.17112	0.086204	0.1744	0.95312	0.057941	0.085298	0.05056	0.040842	0.04886	0.043847	0.042937	0.064038	0.07006	0.065576	0.081958
Meth__cg18070061__DUSP4	0.021645	0.021646	0.029298	0.029703	0.017932	0.027862	0.030815	0.019184	0.0089809	0.020288	0.60896	0.027794	0.033289	0.016183	0.018523	0.01195	0.039301	0.025823	0.025557	0.022526	0.02316	0.022763	0.013107	0.080664	0.024675	0.029681	0.039405	0.023226	0.017952	0.012035	0.014885	0.010202	0.021077	0.01504	0.030199	0.021323	0.022956	0.023116
EA_G__ATG5	6.9997	6.9712	8.1483	6.861	5.9975	7.0483	6.6111	7.085	6.2811	6.5267	7.4648	7.6267	7.2798	10.0915	7.8168	7.6807	7.0351	6.986	7.1058	6.8897	7.0841	7.0823	6.7826	7.1828	7.926	7.8402	6.3811	6.9732	7.4118	7.3608	7.4162	6.7414	6.9041	6.9702	6.6685	6.6068	7.2831	6.6851
Meth__cg15642035__C8ORFK32	0.77549	0.20043	0.18851	0.8502	0.0679	0.11184	0.16871	0.5029	0.17703	0.1487	0.80533	0.17131	0.34635	0.12924	0.1899	0.23436	0.20348	0.11203	0.11913	0.15249	0.57991	0.1193	0.91675	0.24373	0.13696	0.25247	0.18506	0.31085	0.43278	0.1562	0.17521	0.12856	0.074485	0.14307	0.16595	0.34655	0.28151	0.4299
Meth__cg00465284__LRRTM1	0.051453	0.030711	0.86411	0.95856	0.058007	0.93392	0.95895	0.95553	0.038988	0.062368	0.9649	0.9535	0.65344	0.25714	0.54288	0.089541	0.045462	0.032609	0.96376	0.93361	0.50898	0.32315	0.41446	0.90198	0.47688	0.089411	0.92502	0.0514	0.033738	0.038361	0.38792	0.4224	0.039933	0.95976	0.22602	0.86712	0.72524	0.58697
EA_G__NFE2L3	7.216	7.1859	6.1925	5.0087	5.7393	6.0546	6.7734	8.0525	7.5903	5.0312	7.7891	8.5166	6.7764	4.2388	6.5821	6.1267	7.1423	5.8479	5.9113	6.1872	5.3371	6.4403	4.211	7.4235	4.9752	5.0225	4.8484	5.4498	5.8102	5.9805	5.5091	5.0457	6.1705	4.4628	5.0203	4.308	6.3431	6.4551
Meth__cg01479232__C20orf54	0.23381	0.10505	0.15561	0.15093	0.53088	0.66217	0.17359	0.093385	0.20892	0.32161	0.75657	0.17097	0.25162	0.14771	0.21905	0.85649	0.248	0.12352	0.84777	0.7819	0.7172	0.55262	0.077579	0.5263	0.18592	0.146	0.23887	0.19105	0.61203	0.26047	0.1575	0.064739	0.090284	0.095044	0.24066	0.2092	0.33209	0.23776
Meth__cg11498740__MOAP1	0.047976	0.049228	0.062751	0.072508	0.081707	0.046765	0.057562	0.046047	0.074143	0.049708	0.059379	0.099683	0.10704	0.077345	0.049466	0.043377	0.11953	0.055062	0.066126	0.10063	0.041934	0.24319	0.1682	0.32403	0.057947	0.066824	0.11708	0.089974	0.039059	0.042731	0.045976	0.046498	0.033282	0.042946	0.10518	0.27981	0.04332	0.039011
Meth__cg25397076__RBP7	0.037989	0.022225	0.47337	0.14027	0.16119	0.98177	0.84996	0.050058	0.03332	0.034611	0.9704	0.036938	0.92748	0.035791	0.96856	0.40773	0.061145	0.23692	0.54138	0.18386	0.61775	0.22066	0.25772	0.95742	0.58542	0.062783	0.94773	0.072128	0.063325	0.03015	0.060581	0.072617	0.026243	0.97969	0.046536	0.034541	0.10469	0.97086
Meth__cg22026853__POU3F2	0.050326	0.023761	0.078756	0.039582	0.048766	0.4978	0.93079	0.059926	0.047725	0.046598	0.092781	0.058231	0.11093	0.031167	0.034412	0.029182	0.052537	0.25194	0.21946	0.034324	0.027267	0.037121	0.32705	0.053474	0.038243	0.13297	0.23322	0.10231	0.028462	0.2809	0.029733	0.027572	0.021945	0.22559	0.060573	0.037115	0.035352	0.033103
Meth__cg26374101__ARRDC1	0.035939	0.042679	0.043988	0.036489	0.023637	0.16274	0.034814	0.04174	0.02674	0.033582	0.063952	0.029713	0.081002	0.039945	0.035997	0.05375	0.044843	0.3569	0.038475	0.052027	0.03706	0.73131	0.029612	0.071728	0.029703	0.048351	0.05934	0.099701	0.039975	0.026916	0.061672	0.02834	0.023986	0.021949	0.061266	0.034212	0.028491	0.036881
Meth__cg14580567__HHIP	0.096272	0.066859	0.90705	0.12158	0.044508	0.14202	0.86553	0.08369	0.04861	0.062727	0.56452	0.053475	0.75277	0.06708	0.069216	0.059609	0.10254	0.044939	0.62919	0.52019	0.12838	0.066154	0.25405	0.31396	0.74115	0.49094	0.84809	0.090094	0.055291	0.072687	0.052248	0.043441	0.052688	0.62572	0.097641	0.23866	0.1001	0.087369
EA_G__SLC44A4	11.6736	6.0217	5.1742	6.4575	6.28	5.1744	5.8406	5.1784	5.4359	5.3873	5.2039	5.0755	5.4196	9.9478	5.5018	5.1499	6.7549	5.1958	5.7664	5.7798	8.0796	5.3333	8.6219	5.4313	5.9026	11.0876	7.5139	7.3705	5.4841	5.7716	5.4328	11.6179	5.6014	6.6319	5.8825	6.0667	10.1028	9.7302
Meth__cg21922574__NETO1	0.91668	0.10011	0.8773	0.95147	0.80835	0.54552	0.92528	0.95302	0.032414	0.03549	0.94657	0.51964	0.50737	0.064436	0.29197	0.24113	0.32972	0.29302	0.90515	0.93707	0.2581	0.050312	0.043026	0.87276	0.88006	0.11615	0.85454	0.10811	0.016888	0.52798	0.025758	0.024788	0.4327	0.066987	0.041319	0.88267	0.73232	0.89467
EA_G__HIPK1	8.4251	8.0318	9.4704	7.7963	7.7928	7.5714	9.4185	7.9095	6.5565	8.257	7.6931	8.5449	7.8869	7.7887	8.2062	8.7902	8.2608	8.126	10.3116	10.1289	8.5642	7.6644	7.4828	8.7892	8.2611	8.6395	7.5971	8.1063	7.9093	7.6015	7.7333	7.9905	8.1498	8.2838	7.8659	9.9512	8.09	7.9533
Meth__cg11754676__ZNF10	0.022499	0.02369	0.025511	0.023573	0.029674	0.020822	0.76241	0.017826	0.025274	0.026072	0.023874	0.01779	0.056458	0.032002	0.020769	0.020406	0.047101	0.018236	0.016042	0.025535	0.018458	0.030475	0.015379	0.10559	0.033603	0.032535	0.078813	0.044118	0.027204	0.020084	0.022641	0.020999	0.025794	0.020639	0.032465	0.018997	0.024121	0.031345
Meth__cg07007400__KRT7	0.055763	0.046739	0.070614	0.055848	0.053989	0.86183	0.087797	0.049454	0.05255	0.85972	0.10655	0.053436	0.075979	0.055336	0.054914	0.078192	0.099266	0.84862	0.877	0.86467	0.54035	0.85256	0.040393	0.14013	0.059741	0.099584	0.102	0.059799	0.10632	0.046383	0.053153	0.054552	0.048268	0.045592	0.51199	0.051887	0.83956	0.82992
Meth__cg07028533__CNTNAP2	0.56168	0.042883	0.87799	0.050667	0.035908	0.058146	0.90435	0.92816	0.041356	0.077205	0.91675	0.88374	0.6057	0.044011	0.0661	0.69106	0.48192	0.48227	0.43996	0.34135	0.056935	0.078575	0.48228	0.81169	0.70705	0.67317	0.86597	0.080361	0.068885	0.096255	0.58741	0.042095	0.043801	0.61218	0.11084	0.77923	0.049803	0.054635
