Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg24358529__PPIE	0.10525	0.053822	0.13024	0.074115	0.068723	0.059791	0.11591	0.067174	0.044369	0.15436	0.086481	0.055295	0.12157	0.055954	0.077934	0.051282	0.15452	0.049248	0.097968	0.10108	0.10517	0.097925	0.096986	0.096562	0.16906	0.099145	0.054296	0.05043	0.068466	0.086975	0.053672	0.048792	0.13338	0.093098	0.59153	0.63759
Meth__cg05696092__NOSIP	0.15523	0.048349	0.057098	0.15525	0.05109	0.56711	0.058236	0.049778	0.05516	0.055446	0.084162	0.062403	0.13424	0.060658	0.086155	0.6361	0.070682	0.051876	0.76328	0.36422	0.19812	0.51857	0.071614	0.074219	0.1281	0.079407	0.065279	0.054185	0.065802	0.12879	0.040763	0.059451	0.1146	0.077762	0.052304	0.16286
Meth__cg26842024__KLF2	0.079259	0.20659	0.62831	0.11667	0.15026	0.51198	0.10035	0.15354	0.43854	0.057755	0.05549	0.15328	0.21022	0.47284	0.13181	0.11012	0.1356	0.058297	0.096328	0.48365	0.10389	0.11431	0.087572	0.10181	0.1188	0.081816	0.044538	0.075075	0.20322	0.078808	0.037845	0.040275	0.065617	0.048675	0.081292	0.053591
Meth__cg05927017__BCL2	0.038913	0.14424	0.84461	0.038001	0.027964	0.70592	0.035381	0.2235	0.052501	0.029322	0.058171	0.16514	0.17608	0.060481	0.49038	0.35395	0.14828	0.19028	0.032972	0.032799	0.89464	0.48174	0.037637	0.056026	0.086837	0.13467	0.039283	0.032025	0.14138	0.068674	0.030441	0.039959	0.086834	0.045231	0.034933	0.028387
Meth__cg18330611__NPPC	0.04354	0.078879	0.080527	0.055465	0.025689	0.037446	0.041442	0.052814	0.033434	0.032106	0.14564	0.024984	0.033136	0.031465	0.024746	0.035029	0.054015	0.015642	0.048858	0.075024	0.065016	0.10144	0.035209	0.034045	0.41098	0.052873	0.022086	0.021892	0.018757	0.021908	0.020525	0.020524	0.054906	0.022713	0.022764	0.051313
Meth__cg00155609__PRDX2	0.089171	0.11474	0.11689	0.096389	0.034085	0.044416	0.072994	0.0419	0.03486	0.049772	0.068491	0.031246	0.12497	0.050545	0.039872	0.087529	0.096622	0.038656	0.054134	0.11234	0.79257	0.094137	0.13393	0.10153	0.11165	0.089083	0.56764	0.039752	0.043775	0.035971	0.036685	0.046586	0.13116	0.04814	0.039093	0.060005
Meth__cg26359204__NKX6-1	0.58066	0.030883	0.047115	0.0443	0.042788	0.032764	0.04482	0.035977	0.03623	0.046696	0.04915	0.029088	0.1023	0.039097	0.030202	0.033083	0.1016	0.031087	0.050071	0.038271	0.034357	0.55527	0.042135	0.18222	0.12852	0.065814	0.027112	0.036606	0.03269	0.037171	0.047455	0.040642	0.060669	0.37331	0.03924	0.045737
Meth__cg23732182__C21orf84	0.034906	0.033932	0.066234	0.55561	0.42222	0.92433	0.063615	0.16432	0.034665	0.67253	0.064312	0.041059	0.073598	0.043517	0.04065	0.049406	0.10493	0.040187	0.37964	0.63786	0.29043	0.076829	0.42861	0.1954	0.10319	0.088186	0.63437	0.027692	0.030445	0.11318	0.026933	0.10863	0.67037	0.05676	0.1053	0.11558
Meth__cg10007262__RELN	0.91649	0.016704	0.63526	0.8761	0.31421	0.11385	0.61988	0.10922	0.066135	0.50801	0.70839	0.065965	0.8831	0.037131	0.72974	0.037615	0.030388	0.032552	0.34525	0.50044	0.22647	0.93093	0.2739	0.033414	0.90204	0.043775	0.53332	0.70588	0.394	0.9358	0.023764	0.70846	0.15793	0.38101	0.51495	0.89558
Meth__cg10038087__TLL2	0.067021	0.072693	0.08998	0.081063	0.090384	0.058623	0.069495	0.055551	0.080291	0.091809	0.094973	0.045853	0.1078	0.074577	0.077134	0.071002	0.1419	0.089663	0.066825	0.074713	0.081977	0.91372	0.082191	0.12796	0.077587	0.183	0.09745	0.058993	0.092059	0.055346	0.11456	0.071601	0.095522	0.066142	0.079987	0.099665
Meth__cg21255732__GPD1L	0.050935	0.050812	0.052632	0.040589	0.04375	0.047582	0.054132	0.10812	0.044482	0.051287	0.55267	0.044083	0.093462	0.047659	0.037326	0.058361	0.079472	0.037932	0.039374	0.056065	0.046713	0.14655	0.055797	0.072449	0.076783	0.06133	0.13516	0.039515	0.036322	0.033535	0.032394	0.028999	0.064853	0.040204	0.043344	0.056158
Meth__cg10326447__NRGN	0.045962	0.036594	0.058321	0.069281	0.035606	0.035509	0.049329	0.037911	0.036034	0.038462	0.061978	0.044976	0.083358	0.03493	0.03124	0.047105	0.070363	0.030564	0.040879	0.050964	0.045055	0.06923	0.038065	0.066013	0.1002	0.069571	0.048793	0.025933	0.0394	0.03739	0.037098	0.031381	0.044153	0.043078	0.04552	0.043876
Meth__cg15852879__ASB6	0.030309	0.022252	0.021025	0.02861	0.020691	0.022601	0.028633	0.56993	0.019391	0.033645	0.062088	0.021902	0.029803	0.025295	0.019075	0.025567	0.049991	0.015714	0.014437	0.025212	0.039651	0.042489	0.029098	0.043521	0.042277	0.03493	0.029513	0.020566	0.021418	0.018498	0.021199	0.025246	0.037011	0.03861	0.032375	0.037197
Meth__cg26907768__SLC7A5	0.051804	0.049905	0.054895	0.36586	0.060578	0.061389	0.057526	0.033606	0.045869	0.065569	0.060312	0.064792	0.070066	0.054066	0.055556	0.047732	0.094931	0.048381	0.053314	0.049269	0.066828	0.47399	0.37657	0.13578	0.31109	0.074901	0.13598	0.065241	0.062701	0.055322	0.061566	0.065696	0.28512	0.080159	0.34538	0.24252
Meth__cg19853703__APOL6	0.05329	0.052015	0.041472	0.86268	0.62189	0.37961	0.53261	0.35644	0.033328	0.12244	0.049363	0.027104	0.062842	0.043307	0.062307	0.040822	0.074659	0.10314	0.61029	0.80942	0.084432	0.098122	0.62571	0.076409	0.64437	0.097128	0.73407	0.038937	0.050933	0.0533	0.049313	0.22655	0.09229	0.15987	0.53685	0.66599
Meth__cg17834752__KCNK9	0.92358	0.031918	0.78672	0.14769	0.15411	0.95324	0.93431	0.17107	0.3092	0.93626	0.9392	0.49097	0.69221	0.30242	0.034774	0.041699	0.14859	0.088447	0.94218	0.78095	0.074818	0.90546	0.90962	0.26251	0.93128	0.064786	0.032203	0.03495	0.2715	0.028281	0.029376	0.73673	0.57817	0.62605	0.51254	0.58975
Meth__cg14764661__MRC2	0.23022	0.070608	0.90005	0.63036	0.43995	0.028614	0.71593	0.043478	0.21353	0.91882	0.41204	0.20403	0.55596	0.16919	0.054793	0.021784	0.29415	0.029233	0.86795	0.66311	0.030227	0.31665	0.83346	0.38775	0.80433	0.067731	0.025495	0.030041	0.14614	0.84397	0.20798	0.87605	0.50349	0.041548	0.91217	0.93832
Meth__cg01693157__TUBA1	0.0377	0.092783	0.040224	0.24189	0.11641	0.26008	0.082781	0.03313	0.35281	0.13273	0.92063	0.028921	0.060434	0.29433	0.89874	0.046532	0.0551	0.049885	0.31413	0.53949	0.84001	0.45373	0.43452	0.063276	0.066035	0.14184	0.39729	0.029925	0.033393	0.043679	0.028411	0.032658	0.0747	0.097414	0.037607	0.039504
Meth__cg15796978__LHCGR	0.57637	0.024732	0.078903	0.62387	0.29455	0.060987	0.23856	0.34672	0.04884	0.1063	0.2043	0.033712	0.11653	0.037076	0.080314	0.11071	0.035021	0.018135	0.43137	0.45456	0.026562	0.19899	0.27887	0.046004	0.14026	0.042418	0.043928	0.20726	0.025202	0.29409	0.027255	0.030246	0.054501	0.40606	0.15229	0.090796
Meth__cg02647545__FLJ90652	0.040526	0.028507	0.061331	0.044258	0.037109	0.047552	0.037395	0.039518	0.096439	0.043744	0.046835	0.05465	0.063424	0.086117	0.03974	0.040463	0.081877	0.026636	0.082851	0.040676	0.056988	0.18536	0.079068	0.0597	0.061212	0.040007	0.034831	0.038457	0.042208	0.041799	0.032863	0.033922	0.070791	0.04029	0.040242	0.04242
Meth__cg18967533__KLK6	0.040336	0.046607	0.05905	0.37624	0.51906	0.51775	0.399	0.042959	0.035504	0.42903	0.12847	0.036861	0.065166	0.047588	0.051771	0.72196	0.063182	0.040003	0.31538	0.21798	0.45289	0.14482	0.29214	0.076272	0.10319	0.11443	0.52084	0.040861	0.043564	0.10681	0.037151	0.22233	0.29315	0.050462	0.11025	0.36477
Meth__cg07328579__GLT8D2	0.89446	0.035417	0.053583	0.055109	0.050625	0.28226	0.8596	0.93261	0.050645	0.38882	0.81195	0.12394	0.91163	0.046385	0.8945	0.038966	0.13634	0.051303	0.60878	0.58289	0.070252	0.84888	0.82878	0.10679	0.80732	0.062691	0.87874	0.030431	0.041499	0.90122	0.068841	0.91305	0.035156	0.28207	0.57803	0.76585
Meth__cg10667970__FBXO6	0.058371	0.072257	0.7723	0.20859	0.3307	0.50411	0.06959	0.31045	0.24078	0.20828	0.079133	0.34427	0.31286	0.21767	0.88446	0.13604	0.08631	0.37465	0.088949	0.097183	0.7538	0.29539	0.079804	0.089922	0.17173	0.32646	0.18607	0.04686	0.73693	0.10681	0.063477	0.060424	0.14501	0.11089	0.075027	0.047632
Meth__cg21480743__PTEN	0.026795	0.29398	0.041158	0.029444	0.036861	0.91041	0.040328	0.065372	0.92428	0.03332	0.74791	0.33259	0.20223	0.77259	0.42152	0.36936	0.077248	0.8689	0.033818	0.036613	0.21882	0.050633	0.030157	0.077052	0.048933	0.19451	0.41215	0.029171	0.071138	0.46697	0.024049	0.032612	0.045229	0.073561	0.045913	0.028151
Meth__cg22991148__C21orf29	0.045399	0.027071	0.8777	0.044419	0.12027	0.42334	0.047781	0.35434	0.060796	0.036676	0.28565	0.65782	0.84747	0.049157	0.66623	0.48416	0.078905	0.030234	0.027654	0.053877	0.90206	0.2033	0.21647	0.11994	0.079675	0.063774	0.029261	0.045797	0.031569	0.2473	0.055985	0.88729	0.074194	0.5826	0.1001	0.056929
Meth__cg21178548__SAMD14	0.079662	0.14246	0.28604	0.034536	0.082963	0.33734	0.12859	0.047043	0.13561	0.093477	0.89944	0.22666	0.38579	0.13867	0.50537	0.077666	0.15909	0.10473	0.077859	0.097669	0.15139	0.14449	0.056934	0.20658	0.088875	0.27388	0.041549	0.05763	0.082631	0.19253	0.13627	0.17283	0.17849	0.13411	0.094266	0.068594
Meth__cg19814116__KCNAB2	0.033602	0.025608	0.034572	0.28111	0.54896	0.97885	0.031628	0.020915	0.022753	0.60975	0.97896	0.13448	0.62076	0.027647	0.94451	0.067851	0.061663	0.55613	0.98217	0.80559	0.9272	0.041635	0.95865	0.04	0.10666	0.044345	0.98061	0.017846	0.037408	0.98226	0.024789	0.97399	0.16575	0.075473	0.67645	0.97028
Meth__cg12322132__IGF2AS	0.9583	0.044329	0.44399	0.15742	0.057413	0.62217	0.6307	0.40707	0.035171	0.63687	0.84169	0.12581	0.50941	0.044583	0.049508	0.089289	0.53376	0.15401	0.96485	0.96367	0.096698	0.87332	0.64201	0.039995	0.94187	0.083211	0.035314	0.53712	0.044953	0.17032	0.034837	0.94848	0.88329	0.55256	0.042846	0.067009
Meth__cg18003791__GABRA3	0.11417	0.11394	0.54092	0.34629	0.083447	0.059067	0.52851	0.14035	0.10054	0.30232	0.42466	0.27229	0.61745	0.1081	0.48497	0.10708	0.16676	0.27844	0.13357	0.10994	0.076742	0.78634	0.10704	0.10728	0.49972	0.18336	0.35732	0.065293	0.23483	0.095205	0.091262	0.070444	0.39829	0.047548	0.24855	0.45916
Meth__cg08210616__ZNF502	0.8538	0.071199	0.08054	0.83655	0.27249	0.31149	0.8168	0.86536	0.079035	0.39156	0.83127	0.073918	0.63679	0.088518	0.082533	0.20359	0.23818	0.071943	0.75719	0.59422	0.18191	0.53921	0.083609	0.24635	0.58191	0.19133	0.092692	0.24043	0.10121	0.15523	0.086401	0.28857	0.11747	0.38156	0.28897	0.17659
Meth__cg14545899__FAM46C	0.022105	0.017287	0.021119	0.034201	0.02223	0.29548	0.022022	0.023856	0.011819	0.029902	0.043708	0.021596	0.02405	0.021972	0.024337	0.014514	0.056147	0.012023	0.025471	0.017663	0.023273	0.048377	0.027666	0.02286	0.059214	0.035195	0.0152	0.018343	0.017076	0.021832	0.021517	0.012073	0.09511	0.038754	0.019755	0.020916
Meth__cg12719235__POLR2E	0.058113	0.057012	0.065508	0.074376	0.071311	0.05335	0.065744	0.040135	0.058269	0.55236	0.064063	0.11463	0.086071	0.048317	0.056828	0.055853	0.12494	0.048029	0.045716	0.065448	0.055872	0.13117	0.065086	0.099069	0.07567	0.059919	0.071968	0.062986	0.05634	0.037082	0.053503	0.039189	0.069491	0.061458	0.069041	0.059343
Meth__cg11078738__ANTXR1	0.062496	0.049723	0.046373	0.063115	0.046764	0.044273	0.056383	0.050796	0.044985	0.05141	0.057561	0.031034	0.14411	0.047127	0.041285	0.055513	0.15517	0.052283	0.24917	0.15928	0.054385	0.081331	0.052523	0.083559	0.17057	0.072223	0.044699	0.042844	0.049589	0.044607	0.048535	0.079085	0.071491	0.062463	0.041061	0.05636
Meth__cg23213688__EXOC8	0.034606	0.025145	0.14583	0.032351	0.022346	0.02422	0.027402	0.024958	0.023568	0.02218	0.064164	0.020166	0.02584	0.023526	0.016403	0.017506	0.11233	0.014753	0.041329	0.048762	0.078116	0.072481	0.023616	0.025098	0.1107	0.045283	0.022045	0.021524	0.017237	0.014992	0.017263	0.011363	0.029645	0.018252	0.020158	0.021847
Meth__cg11366015__C20orf27	0.20766	0.02729	0.044389	0.036395	0.024758	0.026559	0.035125	0.022486	0.022463	0.036406	0.036304	0.0204	0.067893	0.023901	0.029982	0.023665	0.049339	0.022554	0.024047	0.034148	0.030206	0.11221	0.031158	0.070495	0.064486	0.042657	0.023643	0.021062	0.028104	0.02253	0.024033	0.029526	0.062354	0.034437	0.026848	0.029485
Meth__cg15416233__PAX2	0.023602	0.030239	0.035012	0.026239	0.022163	0.020675	0.035199	0.023703	0.018042	0.027306	0.038976	0.034793	0.034277	0.026206	0.035011	0.021935	0.070834	0.018673	0.034662	0.093843	0.026026	0.36343	0.028576	0.038601	0.14005	0.043181	0.026939	0.021414	0.019708	0.017411	0.019789	0.026202	0.023688	0.028149	0.022706	0.028228
Meth__cg21516819__TSPAN7	0.26914	0.035018	0.061624	0.055521	0.083227	0.5394	0.073846	0.058452	0.071526	0.085981	0.29789	0.27157	0.22893	0.079122	0.081535	0.05764	0.25504	0.049211	0.42298	0.063319	0.060915	0.79149	0.23292	0.17921	0.81121	0.15637	0.32784	0.060718	0.24357	0.21933	0.041379	0.078585	0.039882	0.18758	0.078048	0.055205
Meth__cg24240626__REG3A	0.54501	0.11021	0.14318	0.6327	0.094627	0.11195	0.29053	0.082653	0.61025	0.15416	0.30719	0.13133	0.1205	0.44323	0.12567	0.089424	0.23463	0.15432	0.13777	0.15522	0.098721	0.17277	0.1312	0.25856	0.16123	0.17876	0.097488	0.087773	0.12921	0.62382	0.08812	0.094775	0.1449	0.13929	0.11816	0.14025
Meth__cg17801256__ZMYM4	0.054571	0.040847	0.045466	0.045496	0.029904	0.036724	0.037984	0.028742	0.027127	0.049982	0.037643	0.030868	0.10998	0.043678	0.033578	0.03891	0.075575	0.040866	0.034111	0.038913	0.035859	0.10399	0.048755	0.2235	0.071486	0.037708	0.031072	0.028005	0.033566	0.035528	0.031947	0.023094	0.091225	0.048153	0.57386	0.56913
Meth__cg20801056__MBP	0.047032	0.048703	0.086189	0.047615	0.039465	0.89191	0.047144	0.041823	0.19363	0.052472	0.060044	0.084946	0.11235	0.21148	0.055651	0.070786	0.063051	0.84529	0.043204	0.056857	0.86703	0.09874	0.075651	0.11152	0.10299	0.14205	0.054169	0.041839	0.24254	0.17574	0.050953	0.037992	0.11419	0.061685	0.048785	0.043952
Meth__cg12716838__B3GALT3	0.030133	0.27208	0.97528	0.028097	0.02206	0.85386	0.027542	0.036519	0.031515	0.019564	0.019787	0.35973	0.7358	0.040351	0.96687	0.019474	0.022497	0.02512	0.024164	0.30071	0.042628	0.077438	0.029324	0.029435	0.038127	0.041905	0.033453	0.04941	0.5341	0.67293	0.019675	0.7798	0.080202	0.024045	0.053652	0.92435
Meth__cg21930712__FLJ40235	0.4939	0.073451	0.89572	0.92171	0.79596	0.053653	0.10353	0.21214	0.053672	0.70845	0.1919	0.41049	0.45678	0.058694	0.18407	0.33822	0.13909	0.049105	0.59042	0.46081	0.13524	0.13144	0.6275	0.092767	0.38026	0.087048	0.064522	0.088724	0.057649	0.093268	0.038776	0.27782	0.32316	0.82109	0.16352	0.25599
SNP__LOC553158	-0.003	-0.092	-0.2	-0.161	-0.475	-0.154	0.018	0.287	-0.231	-0.391	0.092	-0.193	-0.279	0.328	0.111	0.432	-4.011	0.16	-0.404	-0.52	-3.357	-3.547	-0.223	0.027	0.314	-0.216	-0.182	-0.152	0.004	-0.056	0.51	0.009	-0.327	-2.757	-0.431	-0.368
Meth__cg12648263__PIGH	0.02621	0.013555	0.45138	0.028335	0.015221	0.015	0.021463	0.034747	0.018596	0.01802	0.028107	0.017525	0.027893	0.016242	0.02392	0.017726	0.026679	0.015067	0.016259	0.023309	0.020799	0.032535	0.021733	0.022881	0.039849	0.025118	0.019009	0.016946	0.015137	0.018739	0.015121	0.017159	0.023759	0.016917	0.021116	0.020324
Meth__cg12513308__CKLF	0.056628	0.052853	0.079132	0.06567	0.047028	0.048937	0.053774	0.050845	0.037489	0.063991	0.053773	0.044558	0.068617	0.053826	0.048299	0.039019	0.093949	0.04274	0.50098	0.07091	0.071021	0.10404	0.062286	0.089072	0.086278	0.062556	0.037359	0.054851	0.047509	0.050746	0.045354	0.043629	0.15904	0.049686	0.046741	0.051343
Meth__cg18031008__MRPS21	0.047482	0.041605	0.096257	0.286	0.47055	0.042983	0.064412	0.034388	0.039019	0.65488	0.72322	0.095453	0.51594	0.042549	0.065476	0.052477	0.11245	0.059172	0.024315	0.055675	0.056546	0.74431	0.66221	0.14225	0.4715	0.096655	0.052476	0.078288	0.089748	0.069187	0.55933	0.056674	0.22824	0.037259	0.60963	0.56801
Meth__cg25681177__GAPDHS	0.86922	0.035781	0.60927	0.7624	0.67321	0.073626	0.66002	0.54981	0.022437	0.75298	0.25316	0.59743	0.50738	0.026871	0.46011	0.39201	0.055809	0.020322	0.7453	0.36131	0.56633	0.44287	0.67222	0.041747	0.38954	0.052058	0.045291	0.088317	0.050538	0.69349	0.18733	0.3732	0.092973	0.080932	0.38612	0.34061
Meth__cg25421647__UBE2L3	0.95923	0.75787	0.8254	0.81081	0.85038	0.35562	0.94125	0.52885	0.044004	0.94167	0.77196	0.37077	0.46985	0.052819	0.087789	0.054707	0.092235	0.49996	0.9557	0.9061	0.038977	0.56619	0.12315	0.22728	0.1843	0.53989	0.031005	0.027114	0.058922	0.14737	0.070205	0.04905	0.078067	0.11481	0.54005	0.46352
Meth__cg26024843__COL5A1	0.50198	0.041928	0.068501	0.21124	0.030332	0.032153	0.63292	0.60689	0.15545	0.044412	0.40433	0.04609	0.066657	0.15004	0.046858	0.052078	0.075456	0.023702	0.21776	0.17229	0.045199	0.12891	0.065176	0.081361	0.86843	0.077273	0.08904	0.075437	0.022698	0.052522	0.032982	0.29435	0.040088	0.068176	0.055375	0.076412
Meth__cg18070061__DUSP4	0.021645	0.021646	0.029298	0.029703	0.017932	0.027862	0.030815	0.019184	0.0089809	0.020288	0.60896	0.027794	0.033289	0.016183	0.018523	0.01195	0.039301	0.025823	0.025557	0.022526	0.022763	0.080664	0.024675	0.029681	0.039405	0.023226	0.017952	0.012035	0.014885	0.010202	0.021077	0.01504	0.030199	0.021323	0.022956	0.023116
Meth__cg12743894__C11orf46	0.016494	0.016067	0.028265	0.56162	0.016733	0.019471	0.023737	0.02686	0.017297	0.021752	0.019992	0.020204	0.065686	0.020819	0.017791	0.014452	0.04477	0.016205	0.018171	0.028667	0.021195	0.069708	0.025768	0.035722	0.044183	0.029704	0.021363	0.018039	0.013834	0.014857	0.01286	0.016916	0.020691	0.021258	0.021096	0.021382
Meth__cg21870662__TSR1	0.0554	0.74048	0.93075	0.14468	0.15615	0.2874	0.15519	0.22839	0.54681	0.31425	0.057454	0.95729	0.72759	0.44104	0.33281	0.039831	0.15911	0.34233	0.069413	0.051781	0.45798	0.61158	0.09009	0.062619	0.15935	0.60005	0.1296	0.10938	0.91896	0.51453	0.064583	0.21701	0.080019	0.097382	0.066889	0.058736
Meth__cg17592734__ZNF175	0.013971	0.012552	0.01113	0.38772	0.0097757	0.011775	0.50161	0.0091931	0.018559	0.012676	0.9467	0.098046	0.1938	0.13364	0.012167	0.011885	0.036751	0.011817	0.97132	0.89746	0.016211	0.024965	0.016648	0.027518	0.018811	0.51851	0.018328	0.015073	0.015151	0.010303	0.017399	0.011184	0.01838	0.014337	0.011766	0.016655
Meth__cg14254419__AMPD2	0.43774	0.17211	0.4767	0.96701	0.52026	0.074084	0.2628	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.11204	0.080195	0.032375	0.12427	0.028114	0.27378	0.45468	0.24181	0.11875	0.71904	0.25297	0.11465	0.1975	0.28294	0.028963	0.035991	0.45808	0.43358	0.041953	0.14974	0.39675	0.30417	0.22509
Meth__cg07306197__ZNF266	0.039467	0.042255	0.031617	0.039351	0.048768	0.035785	0.035427	0.076859	0.028184	0.054172	0.81828	0.033442	0.043093	0.029444	0.033831	0.030135	0.11691	0.029295	0.09339	0.051772	0.032815	0.067084	0.040441	0.0838	0.08199	0.048473	0.035005	0.1504	0.033032	0.03375	0.029762	0.033208	0.16186	0.038732	0.068825	0.033306
Meth__cg20886062__DCI	0.064931	0.069646	0.093559	0.48218	0.055692	0.036938	0.062254	0.066955	0.039182	0.12752	0.082616	0.20719	0.0494	0.048899	0.074253	0.041076	0.095444	0.029379	0.042261	0.064174	0.068568	0.11756	0.39317	0.091827	0.13478	0.072422	0.034458	0.03092	0.030023	0.033209	0.091465	0.031896	0.084107	0.04083	0.40998	0.056119
Meth__cg18392783__PRKCDBP	0.72279	0.05668	0.10198	0.92889	0.92279	0.39119	0.92838	0.068458	0.092324	0.9204	0.095684	0.097667	0.89594	0.10376	0.072654	0.064022	0.1539	0.050832	0.93983	0.9281	0.10755	0.12885	0.90392	0.11032	0.85172	0.13426	0.060323	0.049095	0.053102	0.91698	0.052042	0.91754	0.83479	0.87116	0.61401	0.90978
Meth__cg25361844__SIPA1	0.90317	0.056314	0.45581	0.93231	0.63247	0.051897	0.91993	0.94968	0.040241	0.7499	0.75866	0.67357	0.91824	0.26687	0.6997	0.93913	0.68662	0.03119	0.52851	0.58891	0.10132	0.10608	0.91354	0.091163	0.83943	0.098705	0.4972	0.72828	0.044086	0.046122	0.92231	0.046425	0.8453	0.071739	0.83688	0.92366
Meth__cg21918500__ZNF124	0.015757	0.076112	0.06386	0.017303	0.015232	0.021963	0.12719	0.49424	0.20007	0.026922	0.01869	0.021167	0.45404	0.24495	0.49806	0.017909	0.031135	0.28791	0.15979	0.32314	0.018001	0.065582	0.022681	0.050512	0.034516	0.090521	0.019941	0.053532	0.28761	0.024158	0.018904	0.018087	0.042003	0.025624	0.023926	0.02311
Meth__cg20540913__EDA	0.58845	0.19599	0.029501	0.037376	0.46462	0.789	0.065636	0.077766	0.21885	0.029726	0.032953	0.041462	0.10373	0.17567	0.59029	0.55988	0.49255	0.050981	0.043818	0.035971	0.13042	0.11888	0.035024	0.49877	0.57843	0.56298	0.034373	0.028997	0.55526	0.027004	0.023719	0.55447	0.070865	0.56212	0.50226	0.027895
Meth__cg08348496__HAPLN3	0.94355	0.047727	0.96791	0.95838	0.96418	0.2441	0.92347	0.57276	0.031471	0.96594	0.49632	0.070914	0.90846	0.047239	0.06531	0.098274	0.54987	0.028731	0.9715	0.96468	0.6252	0.059889	0.94869	0.075652	0.91954	0.038635	0.067618	0.024429	0.027285	0.48028	0.12766	0.77042	0.8686	0.96568	0.94271	0.90152
Meth__cg17511416__C9orf93	0.070373	0.026997	0.052528	0.075	0.036963	0.039663	0.052441	0.0498	0.038909	0.076686	0.044866	0.081732	0.070883	0.046555	0.035048	0.02473	0.10299	0.032915	0.05626	0.053086	0.043102	0.12319	0.07696	0.070458	0.13032	0.082837	0.041532	0.026322	0.41162	0.047219	0.039514	0.046438	0.10185	0.054717	0.050186	0.046876
Meth__cg05325699__HAP1	0.099193	0.06844	0.060218	0.055582	0.028368	0.045948	0.077365	0.11222	0.01981	0.032911	0.5258	0.025837	0.038159	0.029132	0.029261	0.1802	0.080423	0.021474	0.044159	0.06509	0.060158	0.47512	0.057843	0.050919	0.080355	0.046891	0.033494	0.024274	0.037198	0.030409	0.030169	0.082995	0.066385	0.029129	0.024816	0.031043
Meth__cg08190291__ADAMTS5	0.48605	0.042749	0.89968	0.11959	0.2954	0.033975	0.73552	0.078636	0.040004	0.049139	0.045053	0.034699	0.33035	0.041795	0.035749	0.036088	0.088267	0.040613	0.81177	0.55947	0.051724	0.79726	0.83766	0.094142	0.90909	0.085817	0.042217	0.032798	0.10334	0.031858	0.040871	0.45911	0.082262	0.80346	0.65958	0.76708
Meth__cg06200013__ATP1B2	0.051724	0.020281	0.032648	0.10885	0.035888	0.26489	0.042902	0.18229	0.027213	0.041503	0.16397	0.037171	0.43779	0.028492	0.036064	0.035449	0.04668	0.030237	0.15348	0.25064	0.026128	0.80252	0.044745	0.048431	0.61362	0.040301	0.023727	0.023982	0.033613	0.027598	0.024474	0.043149	0.035989	0.057778	0.063664	0.04383
Meth__cg10530733__GPR173	0.37395	0.016204	0.82153	0.37138	0.1511	0.061402	0.07803	0.073673	0.10949	0.28679	0.44534	0.72474	0.17302	0.078097	0.22199	0.031623	0.03888	0.023633	0.12636	0.13418	0.043981	0.26934	0.17103	0.030452	0.16755	0.055244	0.037207	0.018375	0.025166	0.062689	0.027359	0.21285	0.041553	0.19587	0.030858	0.030772
Meth__cg19817399__CYP1A1	0.046672	0.032272	0.44296	0.042263	0.043651	0.041931	0.047902	0.043409	0.043517	0.048483	0.049976	0.037395	0.074395	0.036603	0.035906	0.027831	0.064166	0.087257	0.051359	0.037747	0.042146	0.098523	0.04631	0.057704	0.12835	0.059757	0.061659	0.044916	0.074229	0.041865	0.037213	0.033315	0.14746	0.043213	0.03916	0.048668
Meth__cg01986577__ARNTL2	0.34672	0.074497	0.15497	0.85174	0.55043	0.58859	0.5119	0.8423	0.070234	0.75947	0.33265	0.27658	0.2693	0.092252	0.31012	0.053701	0.068581	0.034539	0.763	0.2356	0.25341	0.069349	0.62554	0.45565	0.68782	0.20669	0.44821	0.029999	0.04295	0.67116	0.058844	0.7756	0.26152	0.51562	0.5994	0.74746
Meth__cg11832722__DSC3	0.96273	0.055544	0.91728	0.91823	0.9663	0.95556	0.93353	0.047178	0.76513	0.94474	0.945	0.077305	0.76224	0.79273	0.96175	0.039649	0.051694	0.071199	0.97139	0.94972	0.078119	0.88984	0.9662	0.70068	0.93444	0.10379	0.059614	0.039252	0.3722	0.11048	0.05571	0.96091	0.94127	0.62432	0.61999	0.81254
SNP__LOC391322	-0.028	-0.113	-2.145	-0.163	-0.475	-0.154	0.018	0.396	-1.881	-2.171	-1.751	-1.393	0.585	-0.05	0.204	0.225	-2.156	-0.38	-0.404	-0.171	-0.172	-2.299	0.06	0.027	0.314	-0.226	-1.972	-0.148	0.004	-0.19	0.187	-2.165	-1.872	-0.316	0.377	0.08
