Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg08965337__RAP2C	0.54944	0.075845	0.19824	0.29022	0.054277	0.12484	0.23966	0.65802	0.084918	0.076799	0.15242	0.33796	0.23883	0.50409	0.17133	0.12095	0.078254	0.082288	0.48145	0.42832	0.13831	0.15813	0.28923	0.14542	0.65859	0.078954	0.10814	0.14076	0.64515	0.19634	0.57465	0.088588
Meth__cg18869368__MAGEH1	0.46386	0.052479	0.90801	0.063655	0.41904	0.090787	0.17366	0.3382	0.86655	0.415	0.49655	0.12529	0.074251	0.39837	0.25285	0.11209	0.072887	0.08791	0.48039	0.3953	0.78979	0.12046	0.35276	0.077756	0.81638	0.13609	0.10478	0.18382	0.30174	0.069981	0.78382	0.077616
Meth__cg22734480__ABHD8	0.023382	0.024602	0.17105	0.018577	0.024353	0.021812	0.37772	0.021224	0.49113	0.024866	0.055697	0.023445	0.02463	0.018943	0.038957	0.017008	0.86992	0.031092	0.017859	0.02314	0.031668	0.7146	0.052516	0.027495	0.022536	0.022624	0.026796	0.027504	0.033795	0.033801	0.055453	0.86602
Meth__cg04344997__EMD	0.69451	0.088366	0.1439	0.63721	0.053393	0.13674	0.85011	0.76433	0.12558	0.14549	0.18768	0.094826	0.69129	0.72247	0.28039	0.11684	0.094505	0.12336	0.6886	0.72949	0.16483	0.094217	0.46611	0.25801	0.60729	0.04864	0.49658	0.22113	0.73374	0.65075	0.75622	0.092254
Meth__cg10667970__FBXO6	0.058371	0.072257	0.20859	0.3307	0.50411	0.06959	0.31045	0.20828	0.079133	0.34427	0.31286	0.072465	0.88446	0.13604	0.08631	0.37465	0.088949	0.097183	0.38081	0.12278	0.29539	0.079804	0.17173	0.32646	0.18607	0.04686	0.060424	0.14501	0.11089	0.075027	0.16079	0.047632
Meth__cg11015241__ATP10A	0.8912	0.094203	0.50186	0.88716	0.25921	0.68524	0.9275	0.077586	0.84655	0.93807	0.17355	0.054649	0.88458	0.89032	0.19666	0.26751	0.65833	0.52665	0.78165	0.93221	0.8623	0.33277	0.22716	0.081761	0.93265	0.038654	0.94716	0.67263	0.87414	0.21598	0.48746	0.31637
Meth__cg02913089__PDE8A	0.23057	0.043466	0.85759	0.20879	0.031453	0.38754	0.85011	0.44356	0.077795	0.058214	0.26275	0.22268	0.034146	0.036529	0.091077	0.026553	0.01816	0.052969	0.80076	0.87473	0.089324	0.1563	0.88758	0.060715	0.091287	0.026941	0.1504	0.052473	0.059146	0.23276	0.18282	0.094156
RS_G4197__TBX18__TBX18	0	2.9032	0	0	6.7911	0	0	0	5.9388	0	5.7711	0	5.3067	0	4.4794	0	0	0	0	0.32925	0	0	0	1.4806	6.5899	5.9947	0	0	0	0	0	0
RS_G6138__BAIAP2L2__BAIAP2L2	1.8619	4.4149	0.13304	1.6299	6.1142	1.2764	0.91234	1.7708	8.4277	4.8764	0.79441	1.5262	0.62381	0.59391	3.215	2.7982	1.4413	0.90306	1.3959	1.9401	0	2.8525	3.8127	4.9919	2.553	4.3806	2.5815	3.6222	2.6405	2.9765	1.3838	0.92168
RS_G4095__RBM24__RBM24	0	0.18099	2.7361	6.8059	5.2114	5.5365	3.1305	6.8352	1.4929	2.9359	0.57117	0.20004	4.7801	6.5447	0.48409	3.744	3.949	2.8777	9.1516	0.62792	7.44	4.9553	0	0	4.2684	0.54062	0	5.4843	2.1862	3.1769	0	2.4745
Meth__cg27519236__KIFC3	0.10299	0.91867	0.71866	0.098568	0.032391	0.5963	0.037754	0.041388	0.049771	0.03909	0.91267	0.53276	0.037426	0.029542	0.1546	0.036692	0.92174	0.89375	0.047158	0.059077	0.10197	0.85888	0.84109	0.43408	0.028421	0.02837	0.94481	0.83829	0.39809	0.92052	0.87397	0.89771
RS_G2467__MMP9__MMP9	0.3352	4.7331	0	1.8897	7.2801	1.3299	2.8432	1.2458	3.165	6.2936	0.93467	0	3.1581	0.63889	0.45168	0.35709	3.8095	3.1157	2.482	1.5826	0	1.3653	0	2.3144	0.54164	4.3212	3.8646	1.7067	1.7646	2.9642	0.25244	1.4825
Meth__cg05154390__MRPS15	0.023137	0.015702	0.058732	0.04667	0.030448	0.028504	0.55847	0.035799	0.018532	0.092409	0.034896	0.099332	0.023282	0.032262	0.029511	0.034204	0.024336	0.027483	0.20321	0.14628	0.10604	0.035779	0.048853	0.033766	0.022644	0.02044	0.023839	0.056616	0.046684	0.028094	0.055741	0.031742
Meth__cg09875273__ERBB2	0.053791	0.015603	0.026686	0.039669	0.037077	0.040262	0.041044	0.080723	0.82974	0.067161	0.026325	0.016197	0.03812	0.028524	0.058193	0.052415	0.046638	0.094865	0.038746	0.051511	0.062746	0.019489	0.023267	0.029278	0.053346	0.030688	0.03228	0.029851	0.019065	0.051128	0.017864	0.050681
Meth__cg05228408__CLCN6	0.2548	0.18508	0.17733	0.12086	0.3351	0.22947	0.095578	0.30068	0.055323	0.13005	0.17672	0.040542	0.16596	0.1123	0.10295	0.44382	0.18686	0.24813	0.3988	0.28341	0.35072	0.24403	0.063676	0.18291	0.047606	0.039759	0.11229	0.10744	0.14941	0.068446	0.19596	0.10838
RS_G13241__LONRF2__LONRF2	3.7903	0.13384	4.3477	6.6943	2.2956	4.2931	1.4733	7.8064	0.33337	0.59924	0.20636	0.11329	0.35946	0.8376	0.035217	0.26581	4.131	5.2239	6.7852	0.7994	0.66303	4.3186	0.070664	0.30533	1.1188	0.15278	4.0044	3.3933	4.6452	3.8043	3.1376	3.1669
Meth__cg20855565__TRIM58	0.34254	0.013738	0.69835	0.024884	0.9458	0.45274	0.88014	0.041086	0.01976	0.91139	0.75367	0.22142	0.018693	0.29934	0.047769	0.096759	0.61344	0.7962	0.95015	0.019233	0.75736	0.22344	0.77347	0.025515	0.24415	0.1476	0.65293	0.036952	0.037595	0.01803	0.43907	0.027616
RS_G4584__KYNU__KYNU	0.60489	4.1925	1.4848	1.7876	0	6.9957	1.0675	4.2133	3.9039	4.0487	8.0346	4.4861	6.7536	0.39923	5.3852	0.64089	6	9.3717	0.4213	5.9079	4.6446	2.6547	0.53147	6.069	0	8.9084	5.0554	6.6215	0.67891	4.0011	2.5932	0.96745
RS_G3172__GRIN2D__GRIN2D	1.2815	7.681	0.11453	0.68008	6.2801	0.3443	5.0838	0.83669	0.90964	2.9299	1.246	1.8482	4.2991	1.361	3.6096	2.9072	3.4213	3.0676	2.3793	3.8963	1.1365	0.84688	0.18568	7.0486	4.253	3.6892	7.4344	1.1701	0.90614	2.5652	0	2.0206
Meth__cg01144286__C20orf103	0.94592	0.017469	0.69866	0.36999	0.87026	0.88124	0.96033	0.09635	0.78365	0.1988	0.75084	0.033552	0.76834	0.042086	0.068191	0.71761	0.2887	0.50322	0.95067	0.1356	0.83592	0.68519	0.68069	0.034202	0.049802	0.062162	0.56871	0.041915	0.4236	0.74789	0.3371	0.84866
Meth__cg12441928__CCR1	0.17453	0.043354	0.36215	0.072333	0.045948	0.07397	0.73131	0.079272	0.088458	0.17305	0.068584	0.031422	0.047957	0.071883	0.095351	0.042359	0.045893	0.080247	0.93714	0.026983	0.071174	0.046486	0.13501	0.13391	0.039794	0.045149	0.24384	0.11243	0.048775	0.050426	0.20731	0.053509
Meth__cg00230685__SCML1	0.58693	0.22035	0.02686	0.32599	0.031144	0.067332	0.082392	0.64086	0.03585	0.71938	0.46453	0.28747	0.025101	0.042396	0.24572	0.3817	0.030571	0.044172	0.46517	0.60582	0.052338	0.48392	0.54985	0.63735	0.48594	0.056265	0.039789	0.041225	0.50711	0.29008	0.95936	0.045627
Meth__cg03020597__SLITRK2	0.50341	0.056474	0.56643	0.060145	0.77923	0.66144	0.89596	0.031888	0.81417	0.60906	0.11995	0.056407	0.23094	0.16237	0.079552	0.095371	0.10374	0.10885	0.17735	0.37363	0.21287	0.069131	0.11129	0.080742	0.18795	0.051107	0.094702	0.18059	0.040392	0.098337	0.30419	0.205
Meth__cg22885821__GNAS	0.036338	0.22593	0.037829	0.19204	0.2672	0.24922	0.06126	0.1453	0.32724	0.051083	0.12	0.29796	0.060873	0.03105	0.082214	0.040239	0.24801	0.10314	0.069853	0.24642	0.34544	0.88658	0.066108	0.082075	0.031735	0.05148	0.19424	0.15954	0.069243	0.050201	0.056161	0.43169
Meth__cg11827595__C3orf10	0.076609	0.093968	0.097395	0.058192	0.27334	0.082879	0.054883	0.088806	0.045192	0.19524	0.15472	0.090455	0.18976	0.11974	0.15433	0.056714	0.063045	0.070944	0.075044	0.12145	0.13624	0.078729	0.12809	0.1667	0.050641	0.45256	0.095602	0.17761	0.14668	0.086377	0.15084	0.064174
Meth__cg26116400__FUNDC2	0.31232	0.082009	0.11571	0.0908	0.052782	0.1141	0.3302	0.069216	0.10228	0.1498	0.15676	0.090707	0.22961	0.34502	0.13502	0.1385	0.081491	0.08149	0.52071	0.46872	0.19227	0.075472	0.17835	0.1171	0.51151	0.054926	0.17656	0.14041	0.31793	0.083215	0.46042	0.071226
Meth__cg27522780__ACADS	0.27181	0.93236	0.61378	0.03838	0.90669	0.057469	0.070684	0.051587	0.067793	0.045218	0.90492	0.9594	0.042916	0.060234	0.074826	0.039682	0.037993	0.054974	0.084471	0.065356	0.27217	0.9326	0.8247	0.87292	0.052332	0.087211	0.041032	0.55731	0.059695	0.93336	0.47432	0.92335
Meth__cg26424013__DCUN1D3	0.010073	0.006213	0.0081734	0.0091511	0.0098341	0.010538	0.0082797	0.0096772	0.010745	0.0085663	0.010103	0.010647	0.0091692	0.0080464	0.020645	0.0068272	0.32274	0.010994	0.0077751	0.0078477	0.01266	0.010319	0.020495	0.013335	0.0093141	0.011256	0.010325	0.024002	0.010467	0.013446	0.023398	0.0093774
RS_G3858__SLC15A3__SLC15A3	0.89932	5.5094	2.8801	2.931	0	0.79011	0.38408	1.8214	7.3716	5.7384	1.474	3.0271	0.94978	4.2055	4.9413	2.0345	1.8448	1.3939	1.5233	5.5805	1.4814	2.9525	1.4075	4.8346	0	1.9831	1.3756	6.484	4.3499	2.4676	1.1032	1.1282
RS_G1906__ICAM1__ICAM1	5.8954	4.5585	0.6419	3.9904	0.75254	4.0039	3.6008	4.2381	11.2307	7.9394	6.7583	4.6935	4.4833	3.4969	7.6289	2.6603	4.8286	5.0179	1.8138	6.6162	4.6042	5.1194	5.6166	4.1407	1.2766	8.1046	0	4.0788	4.094	4.029	0.72641	1.5646
RS_G10216__C8orf38__C8orf38	5.1491	2.3135	7.2087	6.021	6.0859	6.1608	5.772	6.1035	5.9847	6.629	6.0311	6.1521	5.9104	5.835	6.3356	6.2182	4.299	6.6008	5.9155	3.8127	5.874	4.967	4.503	4.5255	4.0145	4.2857	4.5804	5.8105	5.2216	4.6899	4.5446	5.1276
Meth__cg07378350__GDF5	0.54505	0.049725	0.80505	0.11172	0.92972	0.79963	0.82574	0.069669	0.36406	0.49491	0.61789	0.079766	0.26573	0.73576	0.42381	0.4	0.17077	0.14908	0.61453	0.1899	0.83013	0.17538	0.22653	0.069715	0.071293	0.070783	0.61665	0.075387	0.07062	0.059329	0.25356	0.12474
Meth__cg27622610__OR1G1	0.84653	0.034333	0.54087	0.050528	0.022104	0.12101	0.22143	0.051416	0.087552	0.55085	0.21361	0.027741	0.11171	0.87147	0.04328	0.042265	0.039789	0.10756	0.81619	0.064272	0.097161	0.039643	0.097703	0.061743	0.027516	0.023632	0.18568	0.061493	0.040137	0.059112	0.085822	0.035438
Meth__cg19451391__ZNF512	0.058964	0.060094	0.31065	0.10534	0.050335	0.050578	0.51921	0.090356	0.85048	0.074897	0.8197	0.44298	0.055238	0.050017	0.1124	0.051068	0.53566	0.48579	0.060922	0.055704	0.10916	0.58947	0.098621	0.099559	0.058145	0.47789	0.86721	0.081864	0.36263	0.72944	0.24488	0.80303
Meth__cg24937126__LAMB1	0.019127	0.017906	0.018387	0.018274	0.30594	0.021141	0.020592	0.02508	0.023046	0.018714	0.054947	0.017267	0.14695	0.019502	0.050662	0.011857	0.022838	0.093632	0.027441	0.025467	0.88393	0.02993	0.071217	0.0223	0.020822	0.020147	0.023186	0.04724	0.3028	0.02217	0.03064	0.05279
Meth__cg06162422__GLA	0.55951	0.06101	0.085992	0.26291	0.046165	0.086469	0.28175	0.59936	0.047087	0.10086	0.089013	0.057272	0.40492	0.41879	0.089465	0.082949	0.04439	0.048246	0.46463	0.44648	0.11421	0.099046	0.33845	0.040788	0.067451	0.068401	0.1079	0.12138	0.59784	0.26964	0.58892	0.04862
Meth__cg08088390__DEFB125	0.86803	0.084438	0.72163	0.58569	0.041132	0.71882	0.75259	0.66775	0.70927	0.7256	0.7327	0.066217	0.22878	0.3772	0.15936	0.10202	0.33873	0.16551	0.59604	0.48013	0.16946	0.14965	0.081723	0.18516	0.096774	0.18755	0.60805	0.14337	0.27846	0.44994	0.079558	0.51614
Meth__cg24317255__RGS17	0.051362	0.069076	0.066754	0.043283	0.45542	0.83274	0.067599	0.212	0.11307	0.2316	0.87165	0.88809	0.043647	0.11479	0.13285	0.042889	0.22023	0.068216	0.059652	0.038328	0.11889	0.7795	0.79508	0.083166	0.044789	0.041765	0.81647	0.78188	0.79762	0.84799	0.11607	0.86107
Meth__cg23214267__EYA2	0.13012	0.041452	0.066323	0.072243	0.33143	0.26573	0.4521	0.11503	0.05441	0.12731	0.15669	0.12348	0.10914	0.036758	0.11621	0.078278	0.04738	0.066854	0.072539	0.046772	0.54219	0.11905	0.75113	0.052775	0.20899	0.050782	0.061703	0.36769	0.10194	0.09408	0.12725	0.08005
Meth__cg14562990__LDOC1	0.50337	0.066028	0.85233	0.14709	0.056595	0.04771	0.62558	0.57322	0.056012	0.09205	0.18898	0.73156	0.074678	0.56705	0.16494	0.37529	0.074427	0.055266	0.55681	0.51694	0.53059	0.17417	0.40299	0.08048	0.22996	0.039003	0.47393	0.10824	0.61579	0.36231	0.5565	0.06615
Meth__cg01408383__PIGA	0.42426	0.12482	0.038997	0.20437	0.030929	0.044776	0.047741	0.40579	0.044561	0.045385	0.073741	0.43413	0.042582	0.042979	0.31495	0.22273	0.03367	0.04479	0.35149	0.38541	0.094785	0.034228	0.34871	0.36099	0.43079	0.035303	0.026313	0.10003	0.30867	0.21259	0.42076	0.046629
Meth__cg02975142__FLCN	0.040513	0.032007	0.053265	0.048856	0.033724	0.066776	0.044096	0.057974	0.039467	0.035714	0.051753	0.038594	0.031916	0.0425	0.047157	0.026667	0.039914	0.050352	0.052214	0.046169	0.071525	0.049128	0.056149	0.060647	0.62791	0.043496	0.029859	0.084983	0.047636	0.044797	0.087092	0.040133
Meth__cg03969797__MKRN3	0.81641	0.029543	0.907	0.04523	0.23261	0.74664	0.46503	0.089675	0.088269	0.40897	0.089109	0.036943	0.030338	0.055966	0.09046	0.042816	0.68999	0.4292	0.43007	0.43303	0.065146	0.14949	0.22583	0.043486	0.29547	0.052284	0.43829	0.35886	0.26941	0.27137	0.50035	0.21105
Meth__cg21533271__PLXNA3	0.44515	0.059532	0.080215	0.31215	0.044246	0.064295	0.20303	0.49359	0.05357	0.12545	0.26113	0.030187	0.40306	0.34392	0.15565	0.054594	0.061116	0.05822	0.4922	0.39048	0.081535	0.051356	0.19041	0.095694	0.47155	0.029425	0.19755	0.16512	0.53483	0.31283	0.49531	0.058118
RS_G8867__TM4SF19__TM4SF19	1.6938	0	1.7121	1.2061	1.4021	0.82399	4.2581	1.0244	0.22523	5.4001	3.7259	0	1.5527	2.3795	3.6887	2.0732	0.4553	1.6893	1.6472	2.016	7.2146	1.4234	0.74831	0	2.859	3.8026	1.1632	2.8123	1.6337	0	1.3337	0.63044
Meth__cg00186141__PODXL	0.044263	0.040897	0.054974	0.032571	0.19548	0.048727	0.048856	0.035714	0.1632	0.060254	0.12464	0.040753	0.046195	0.030516	0.10417	0.032711	0.044458	0.064901	0.033929	0.038691	0.098655	0.045805	0.47013	0.050692	0.028083	0.028807	0.11665	0.12326	0.05591	0.071675	0.095138	0.050745
Meth__cg02121427__LRRC15	0.17036	0.058151	0.62453	0.32408	0.072343	0.51388	0.66406	0.23917	0.29768	0.72387	0.25263	0.11307	0.31442	0.65481	0.13715	0.040348	0.24688	0.50145	0.8732	0.69201	0.24183	0.67445	0.10749	0.064115	0.17112	0.068451	0.13669	0.16599	0.53201	0.20882	0.52789	0.16868
Meth__cg21365235__OCRL	0.59404	0.045603	0.17696	0.45008	0.059991	0.096394	0.61894	0.61997	0.053842	0.12913	0.07295	0.60369	0.43881	0.59779	0.19013	0.035536	0.10563	0.13911	0.53702	0.51905	0.12581	0.10503	0.51545	0.1003	0.62772	0.032375	0.34069	0.052604	0.60637	0.43549	0.65059	0.047207
Meth__cg24789869__DDX11	0.01538	0.010858	0.028305	0.052012	0.094968	0.014074	0.0091452	0.018668	0.012619	0.037688	0.016705	0.01055	0.011868	0.011141	0.014827	0.31339	0.010523	0.016466	0.12025	0.020272	0.029302	0.016245	0.018573	0.014172	0.017866	0.020559	0.028852	0.033333	0.016084	0.02351	0.061891	0.013751
Meth__cg06537829__UBB	0.067408	0.058119	0.066688	0.093477	0.041226	0.080935	0.22713	0.076394	0.065221	0.081127	0.09716	0.063423	0.050394	0.28689	0.18559	0.05812	0.050884	0.06022	0.52088	0.074014	0.098246	0.061873	0.083237	0.14875	0.061622	0.040371	0.064056	0.194	0.074063	0.066517	0.30292	0.073643
RS_G34074__RP11-258C19.3__RP11-258C19.3	3.8291	2.8681	3.1395	2.661	1.3579	4.1726	3.0209	4.6919	1.5425	3.452	1.9856	7.856	0.44921	2.4535	1.3594	2.8584	1.9851	3.3219	4.9203	3.9604	0.73805	1.7849	1.9667	1.3973	0.99103	4.5668	1.6502	2.3215	2.5155	0	3.9041	3.4593
Meth__cg09736162__CELSR3	0.39035	0.014412	0.021823	0.015778	0.025049	0.019757	0.026677	0.023729	0.018503	0.053265	0.022176	0.0099364	0.018283	0.013179	0.033018	0.63168	0.012224	0.024292	0.013485	0.0105	0.98288	0.020523	0.030268	0.041878	0.0137	0.013808	0.0089185	0.027369	0.015478	0.018319	0.025369	0.017841
Meth__cg25416372__EDG8	0.048212	0.044196	0.76016	0.040413	0.90922	0.041893	0.053239	0.064608	0.080325	0.080396	0.55836	0.04509	0.81792	0.038173	0.1165	0.058601	0.6544	0.51343	0.037376	0.37658	0.046094	0.052111	0.30892	0.060214	0.036204	0.04067	0.90786	0.10735	0.45795	0.13091	0.86189	0.053406
RS_G12846__TMEM22__TMEM22	0.12489	0	0.32872	0.95172	4.2412	0.87813	2.461	3.5709	4.2807	4.3571	0	1.7302	0	7.038	2.6853	6.3906	0	0.5475	1.363	0.4634	7.9347	1.5709	0.51138	0	0.28293	4.4032	0	0	0.88919	0	0.62591	0
RS_G17087__KRT5__KRT5	0	2.3682	3.2544	0.87342	2.2491	1.3894	13.5262	1.1887	4.0154	13.5652	7.6892	1.3019	10.3691	4.1397	12.707	1.2187	4.3174	1.3229	0.60193	13.9607	0.83413	2.4598	5.6981	3.0627	2.8132	13.5919	8.7706	0.4696	1.6355	0.16138	0.81787	1.5571
Meth__cg19580810__RAB25	0.099988	0.050562	0.088267	0.056962	0.86798	0.089921	0.15854	0.14805	0.8073	0.2503	0.23371	0.038933	0.21856	0.86002	0.07881	0.80537	0.088248	0.074521	0.21466	0.06447	0.85185	0.14751	0.078888	0.27169	0.83685	0.080202	0.040285	0.078047	0.17464	0.037945	0.18713	0.036921
RS_G1108__HES2__HES2	4.4607	3.9302	2.8301	3.7611	1.2035	3.2374	5.4767	3.773	0.79735	4.3317	3.298	1.9966	3.1671	1.5783	7.0011	1.8801	3.2803	2.8103	3.2227	4.7428	3.3004	1.7809	1.2412	3.0231	1.9509	3.0032	0.95994	2.2767	1.9497	2.1743	1.8664	2.2709
Meth__cg02613803__TMPRSS2	0.064557	0.088029	0.073143	0.40258	0.80727	0.095807	0.05775	0.069228	0.86081	0.038551	0.74461	0.037042	0.8081	0.069861	0.10533	0.052467	0.5628	0.34834	0.2596	0.21667	0.58584	0.063595	0.13095	0.1505	0.083166	0.071095	0.49443	0.12698	0.051719	0.12566	0.094077	0.84746
Meth__cg07975063__ZNF512	0.063357	0.04935	0.29782	0.091242	0.059766	0.05837	0.6641	0.058889	0.86689	0.062416	0.79699	0.51122	0.057943	0.058797	0.088022	0.05544	0.53784	0.54689	0.069356	0.060467	0.11115	0.62536	0.10393	0.090362	0.066246	0.56395	0.86486	0.10387	0.46355	0.6295	0.23409	0.7805
RS_G8221__CDH11__CDH11	0.79052	0.19957	1.1551	0	8.6171	1.5558	5.8768	0.15665	0.46098	6.0302	4.7511	1.4071	2.1427	5.2153	0.78652	7.7193	0	0.078446	0	0.063857	7.6977	0.12672	0	0	6.0073	0.74857	0	0	0.55314	0.40122	0.17606	0
Meth__cg08504049__ZNF264	0.094102	0.094408	0.075094	0.077782	0.083452	0.10552	0.12691	0.076898	0.092905	0.082726	0.47673	0.47156	0.080793	0.089184	0.13661	0.075753	0.56598	0.62912	0.101	0.10125	0.11111	0.083525	0.11247	0.25006	0.084241	0.081476	0.067599	0.11952	0.089971	0.083405	0.077778	0.11409
Meth__cg25306927__VSNL1	0.02472	0.019799	0.13798	0.055202	0.36181	0.87703	0.03345	0.02428	0.033241	0.033209	0.039474	0.39294	0.029603	0.04308	0.038632	0.019798	0.16627	0.25172	0.15962	0.33715	0.031766	0.74072	0.43274	0.045003	0.025683	0.024779	0.26638	0.043293	0.43702	0.28544	0.058691	0.50648
RS_G8841__BOC__BOC	3.3987	3.812	2.6923	4.1468	5.7883	6.2704	2.7079	4.9295	3.0221	3.9221	1.324	3.0435	4.0079	3.4844	0.91426	4.8738	3.0677	0.81298	4.6997	4.9335	2.1279	3.2277	3.7861	2.4018	4.5654	1.6691	3.1072	2.204	3.2129	4.2148	2.3816	1.8986
Meth__cg13676215__AHR	0.061177	0.029325	0.13172	0.07064	0.04924	0.1732	0.10947	0.062758	0.088562	0.11166	0.089719	0.035959	0.066714	0.078289	0.061636	0.048017	0.055473	0.073671	0.21883	0.11137	0.10571	0.081769	0.089414	0.051548	0.062852	0.45087	0.06815	0.081058	0.0585	0.065727	0.15363	0.049481
Meth__cg12089439__TUSC3	0.47398	0.0615	0.52169	0.10737	0.67952	0.82869	0.097954	0.10622	0.094273	0.12527	0.54944	0.16005	0.094626	0.045613	0.16307	0.25213	0.062067	0.099923	0.10429	0.055701	0.17888	0.13515	0.15793	0.11624	0.072272	0.074596	0.081909	0.12935	0.085405	0.20887	0.38009	0.07371
Meth__cg09472203__AP3B2	0.045147	0.038143	0.044816	0.048083	0.038023	0.047212	0.056488	0.051626	0.046709	0.10184	0.12245	0.048619	0.052829	0.041547	0.093085	0.36316	0.035337	0.04485	0.036818	0.039388	0.069654	0.04208	0.90271	0.065209	0.042317	0.028769	0.033559	0.050259	0.038146	0.037399	0.11001	0.040672
RS_G9954__CACNA2D1__CACNA2D1	2.1335	0	1.1668	3.9351	0.97323	0.32384	2.57	7.0533	0	0.38075	3.3847	1.7386	0	4.5934	0.23314	5.0469	0	0	0	0.05505	3.7067	0.72084	0	0	4.0027	2.8864	0	2.5334	0.17908	2.8936	0	4.7378
Meth__cg08022502__UNC45A	0.047267	0.086567	0.50691	0.24754	0.040572	0.11681	0.092269	0.38016	0.033872	0.82875	0.0805	0.32702	0.068928	0.033613	0.10588	0.040899	0.23472	0.077519	0.41618	0.23582	0.12634	0.30388	0.07018	0.096939	0.038108	0.03774	0.053528	0.20396	0.44041	0.044346	0.75192	0.063951
RS_G11297__AC017048.6__AC017048.6	2.5528	0	0.793	5.4763	0	4.546	2.2023	4.018	5.1196	0.6038	2.0777	0	0	0	1.8202	5.6593	4.7482	2.4931	1.5275	1.293	7.776	3.7739	0	2.5884	5.7413	1.2249	4.8248	2.2602	4.0825	1.9459	0.82578	3.7537
RS_G5313__TMEM156__TMEM156	6.3667	0.68625	0.25002	1.0743	0.22017	0.68688	2.7164	0.55338	0.20704	2.8657	5.3247	1.1203	0.23463	1.0467	4.5866	5.865	0.59194	0.50402	0.76171	1.653	7.439	0.65543	0.54852	0	0.21308	1.9252	5.2275	0.75174	0.60236	0.16554	3.3665	0.45639
Meth__cg25270201__WWC3	0.45879	0.15741	0.043333	0.3354	0.044585	0.062364	0.059312	0.49465	0.071272	0.70294	0.34106	0.57097	0.040256	0.052141	0.33618	0.51815	0.041059	0.069067	0.43628	0.39804	0.12574	0.38457	0.41691	0.50712	0.48464	0.042445	0.053186	0.082269	0.40793	0.29388	0.52061	0.060133
Meth__cg25714610__FAM3A	0.51103	0.028242	0.04454	0.42567	0.028866	0.042064	0.41045	0.54132	0.032282	0.031669	0.046514	0.017091	0.33893	0.43008	0.10526	0.031804	0.026648	0.040521	0.51783	0.45397	0.078941	0.035214	0.25158	0.057009	0.40951	0.021488	0.31019	0.064279	0.57711	0.29673	0.49919	0.035787
Meth__cg14815778__FAM58A	0.55547	0.12849	0.17595	0.32818	0.053231	0.13161	0.44642	0.088119	0.077679	0.17989	0.17606	0.050347	0.4046	0.42245	0.20253	0.1245	0.062544	0.082559	0.59113	0.50748	0.33761	0.11507	0.429	0.27403	0.49058	0.070243	0.18268	0.29109	0.60706	0.37998	0.58941	0.097151
Meth__cg12689475__RPUSD1	0.216	0.037022	0.073524	0.046925	0.074373	0.066403	0.054479	0.067736	0.032735	0.21349	0.3304	0.063362	0.065438	0.037349	0.077163	0.25027	0.038243	0.050835	0.11239	0.04372	0.47903	0.23739	0.2651	0.077029	0.043719	0.04267	0.053305	0.30778	0.037578	0.034881	0.13987	0.036617
RS_G18582__MAGEA12__MAGEA12	0	7.7305	0	0	0.29613	0	0	9.4865	0.27224	1.6656	0	4.6108	1.051	0	5.8085	8.396	0.5451	0.30005	0	9.1989	0	1.36	0	8.2333	0	0	0	2.2033	0.83189	7.2668	0	7.5631
Meth__cg13055001__PPP1CA	0.16572	0.033799	0.87882	0.29357	0.45006	0.20622	0.80964	0.50457	0.096065	0.80109	0.34926	0.085239	0.088119	0.94232	0.17771	0.081163	0.44714	0.58555	0.53247	0.056599	0.78189	0.50512	0.48963	0.045638	0.042395	0.37033	0.054996	0.089409	0.047259	0.19418	0.46349	0.044683
Meth__cg12238343__RLN3R1	0.91442	0.01538	0.72838	0.14761	0.07689	0.92635	0.92105	0.078211	0.89511	0.19427	0.89144	0.15622	0.047601	0.028474	0.07899	0.2964	0.8457	0.77787	0.89693	0.24965	0.83527	0.65984	0.59539	0.024673	0.05385	0.15472	0.22411	0.45755	0.036575	0.67792	0.77221	0.79764
Meth__cg15415545__SULT1A3	0.020369	0.014745	0.35894	0.35756	0.82904	0.030074	0.016929	0.32225	0.029564	0.44373	0.028019	0.67666	0.017808	0.18224	0.20138	0.92205	0.01505	0.018125	0.014399	0.027132	0.86958	0.19884	0.20525	0.019147	0.055262	0.023503	0.011199	0.048458	0.019089	0.017998	0.92612	0.021266
Meth__cg12576145__AMMECR1	0.44308	0.031657	0.048755	0.082143	0.038323	0.052395	0.3584	0.26031	0.037575	0.058747	0.08672	0.032847	0.38481	0.31284	0.12758	0.036339	0.050803	0.034284	0.40325	0.38514	0.15086	0.060225	0.32196	0.061009	0.44187	0.032475	0.18882	0.048482	0.48822	0.088324	0.51303	0.039658
RS_G13924__C11orf86__C11orf86	1.453	9.9466	0	0.50858	1.1966	0	0	0	3.5889	0	1.786	2.1623	4.2136	0	0	0	0	0	0	7.1704	1.6118	0	0	4.8992	0.88539	7.3083	5.714	0	2.939	0	1.0156	0
