Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg23704082__TRIM59	0.03677	0.034606	0.033956	0.034924	0.95368	0.047414	0.023019	0.032057	0.93783	0.028124	0.064982	0.030287	0.083179	0.056632	0.44469	0.042553	0.041526	0.10599	0.034745	0.56121	0.030175	0.07499	0.036943	0.033502	0.029225	0.037115	0.037455	0.042049	0.042709	0.044124
Meth__cg26610808__BLOC1S2	0.075949	0.16341	0.3262	0.33286	0.031414	0.10168	0.18329	0.10606	0.30333	0.37798	0.22702	0.1964	0.054664	0.11887	0.052059	0.19107	0.1057	0.36965	0.12938	0.056588	0.095566	0.072553	0.048763	0.065914	0.07836	0.23713	0.23515	0.074576	0.11678	0.34643
Meth__cg19937039__SERPINA10	0.64774	0.042989	0.78556	0.46636	0.098803	0.4085	0.93283	0.14964	0.53551	0.44723	0.56938	0.36016	0.87777	0.12491	0.15	0.22955	0.20259	0.92133	0.73609	0.11139	0.21542	0.10148	0.72054	0.066276	0.06967	0.33286	0.53932	0.67268	0.21574	0.14878
Meth__cg13992856__FLOT2	0.076711	0.22971	0.068871	0.095868	0.076309	0.094447	0.057821	0.16745	0.081507	0.060367	0.095422	0.12958	0.069415	0.10693	0.11466	0.068538	0.076298	0.14083	0.084581	0.18793	0.092432	0.11184	0.11874	0.071524	0.066481	0.12477	0.14507	0.12557	0.074069	0.079591
Meth__cg11483915__SLC40A1	0.04591	0.034868	0.0403	0.043431	0.931	0.052955	0.10827	0.046828	0.043951	0.40902	0.26562	0.91051	0.0467	0.066902	0.39573	0.92625	0.94573	0.68904	0.047566	0.41606	0.043303	0.078853	0.31153	0.19438	0.031211	0.41378	0.13875	0.050207	0.048421	0.039854
Meth__cg22771603__HSPA4	0.041849	0.050578	0.051348	0.035355	0.038096	0.04977	0.031408	0.57907	0.037076	0.040534	0.067674	0.055078	0.034189	0.079976	0.03499	0.3617	0.36322	0.061308	0.028207	0.10491	0.051225	0.07604	0.036121	0.036928	0.031237	0.03207	0.083027	0.30731	0.043583	0.03855
Meth__cg24467291__RSN	0.057535	0.60524	0.06003	0.22187	0.054211	0.24308	0.037533	0.13278	0.046619	0.028747	0.15056	0.059624	0.058277	0.1053	0.051146	0.051923	0.68203	0.8225	0.10884	0.10811	0.58186	0.095461	0.050421	0.094331	0.047469	0.056171	0.089281	0.14668	0.073323	0.3569
Meth__cg21912567__GADD45G	0.046526	0.055281	0.04759	0.052642	0.87335	0.055904	0.052709	0.041176	0.045158	0.038445	0.083601	0.45331	0.064269	0.091856	0.084758	0.036602	0.049243	0.046455	0.043304	0.35421	0.050838	0.087449	0.048335	0.049884	0.041598	0.053386	0.073784	0.046532	0.04809	0.05092
Meth__cg00297600__UNC5D	0.72702	0.060237	0.57631	0.11579	0.050434	0.22151	0.14484	0.1738	0.72172	0.29756	0.30926	0.43668	0.1033	0.44154	0.074699	0.093264	0.15118	0.86948	0.73269	0.16797	0.082288	0.59551	0.12311	0.54848	0.55537	0.65194	0.57143	0.15661	0.26251	0.29273
RS_G3858__SLC15A3__SLC15A3	0.89932	5.5094	2.8801	2.931	0	0.79011	0.38408	1.8214	7.3716	5.7384	1.474	0.94978	4.2055	4.9413	2.0345	1.8448	1.3939	1.5233	5.5805	1.4814	2.9525	1.4075	0	1.9831	7.2615	1.3756	6.484	4.3499	2.4676	1.1282
Meth__cg03109316__ZNF80	0.79014	0.032029	0.81772	0.3884	0.37761	0.63533	0.94863	0.33488	0.89647	0.8656	0.098093	0.74926	0.93805	0.078491	0.22611	0.16289	0.14337	0.91522	0.93575	0.33508	0.057851	0.16853	0.31333	0.56294	0.040553	0.036595	0.10319	0.045468	0.2955	0.23653
RS_G1852__OAS1__OAS1	5.873	7.3675	0.87272	8.3026	0.27817	0	2.6877	4.9797	8.7283	7.0589	5.6182	1.7419	1.3085	9.4755	0.57917	5.8054	4.6882	5.5888	4.7801	4.2812	3.7085	0.67147	0.85197	5.9702	10.0225	7.0538	5.5675	1.3235	5.011	2.773
Meth__cg25662535__ART5	0.05864	0.053529	0.20637	0.053323	0.56284	0.15088	0.54651	0.052202	0.18371	0.065794	0.63093	0.87493	0.57293	0.072796	0.45843	0.47961	0.080116	0.66194	0.04792	0.6435	0.73927	0.85587	0.11665	0.15571	0.038725	0.5589	0.12231	0.047501	0.15265	0.16022
Meth__cg03277051__COL8A1	0.051294	0.045501	0.086788	0.046856	0.28585	0.4673	0.047012	0.059576	0.042051	0.060623	0.35484	0.045468	0.046125	0.10847	0.043983	0.16751	0.073211	0.63824	0.066384	0.081586	0.055097	0.78417	0.051908	0.045714	0.040781	0.53584	0.10521	0.066806	0.107	0.11808
Meth__cg01858173__ROM1	0.031186	0.030626	0.083324	0.042185	0.035132	0.049994	0.67883	0.035478	0.068087	0.075491	0.05139	0.03772	0.029743	0.076653	0.023636	0.042346	0.049291	0.029096	0.062155	0.044965	0.051594	0.051071	0.034326	0.020265	0.030366	0.031268	0.1128	0.045038	0.053596	0.041572
Meth__cg27619475__SLC16A5	0.04498	0.54512	0.035086	0.79958	0.96879	0.96659	0.048135	0.97941	0.96652	0.047559	0.95251	0.97014	0.031656	0.052387	0.83844	0.9781	0.97262	0.97699	0.64393	0.051282	0.037066	0.53988	0.3765	0.026898	0.022221	0.97257	0.049278	0.035969	0.96891	0.95592
Meth__cg04384208__FCGR3A	0.27601	0.036336	0.42684	0.59134	0.067887	0.12286	0.82673	0.10369	0.56283	0.61132	0.40708	0.30093	0.61151	0.10917	0.028824	0.1094	0.15634	0.80165	0.9432	0.11288	0.12275	0.071902	0.17264	0.049561	0.044741	0.057503	0.10079	0.42296	0.30001	0.31545
RS_G17921__PTPLAD2__PTPLAD2	2.8764	0	0.37748	3.5493	0	0.50281	0.93382	3.1289	1.9272	1.3002	0.17185	0	4.9924	7.1353	0.38818	0	0.18365	0.18487	1.0544	0	0	0	0.32372	0	0.20844	0	4.3219	1.7048	5.0291	4.9254
Meth__cg26747293__FLJ39155	0.047583	0.036226	0.039429	0.059729	0.64608	0.065078	0.048838	0.056845	0.064938	0.041424	0.91231	0.052674	0.056704	0.053405	0.026578	0.056442	0.051022	0.056002	0.030743	0.86631	0.047022	0.90899	0.077631	0.090499	0.044268	0.22936	0.084332	0.088099	0.066804	0.093961
Meth__cg08886154__PAX4	0.25087	0.036169	0.459	0.095557	0.074402	0.17057	0.61175	0.20327	0.3205	0.50191	0.3387	0.096521	0.31146	0.10446	0.048803	0.11396	0.15511	0.30986	0.61198	0.28678	0.16629	0.17976	0.078983	0.090213	0.04878	0.1881	0.26217	0.14974	0.093719	0.14237
Meth__cg08764758__FLJ34922	0.041818	0.049329	0.042753	0.034481	0.035275	0.054522	0.047344	0.038222	0.041054	0.044543	0.092834	0.72895	0.036677	0.12299	0.18456	0.03545	0.055842	0.17893	0.033129	0.82753	0.038285	0.10652	0.03867	0.039466	0.038133	0.13808	0.048435	0.049515	0.10724	0.037367
Meth__cg10999429__ACVRL1	0.037431	0.018575	0.21001	0.073447	0.043017	0.04854	0.51682	0.029854	0.45684	0.3295	0.091968	0.12391	0.10588	0.025773	0.014509	0.051903	0.06923	0.25087	0.54293	0.095569	0.041179	0.063712	0.028967	0.13284	0.022336	0.043972	0.045827	0.023879	0.020012	0.023508
Meth__cg06433658__FAM63A	0.027216	0.18104	0.044351	0.031865	0.051324	0.05799	0.043624	0.036225	0.048425	0.054586	0.11963	0.046758	0.036291	0.071415	0.02744	0.15211	0.074174	0.14084	0.027819	0.10275	0.059758	0.064972	0.030789	0.036867	0.020988	0.02617	0.047172	0.046356	0.030763	0.047709
Meth__cg09381701__SASH1	0.035678	0.030304	0.039388	0.027615	0.038003	0.037649	0.032478	0.0355	0.037669	0.026992	0.05763	0.034332	0.037578	0.072586	0.028395	0.039494	0.040808	0.13389	0.034246	0.067632	0.92815	0.071267	0.086373	0.030731	0.034464	0.029163	0.061205	0.03888	0.040085	0.054784
Meth__cg25538571__FLJ46365	0.63632	0.049414	0.88542	0.86416	0.0529	0.79767	0.85804	0.69052	0.8142	0.66443	0.73608	0.79859	0.054017	0.52236	0.022744	0.78429	0.68038	0.053338	0.9035	0.081007	0.26716	0.78446	0.031466	0.042062	0.29328	0.84342	0.065722	0.89729	0.49516	0.50801
Meth__cg01429391__MYH7	0.90615	0.042018	0.92595	0.82942	0.098121	0.71005	0.96181	0.34268	0.54614	0.49982	0.67129	0.4831	0.90027	0.086409	0.043077	0.81125	0.79407	0.65941	0.90933	0.095178	0.28337	0.10853	0.051614	0.051043	0.042762	0.16497	0.18444	0.88966	0.36538	0.52142
Meth__cg26499286__KRTAP17-1	0.49132	0.023631	0.49645	0.55329	0.24599	0.16404	0.75897	0.077064	0.12933	0.58116	0.45292	0.24625	0.31008	0.17365	0.068338	0.28072	0.24753	0.5519	0.85212	0.2358	0.089531	0.27921	0.03869	0.09734	0.052362	0.25845	0.20826	0.34036	0.13973	0.10816
Meth__cg02046340__ZNF313	0.053671	0.035625	0.04985	0.030803	0.090698	0.054967	0.062568	0.045952	0.051844	0.037493	0.2344	0.16107	0.056945	0.11071	0.030718	0.042135	0.037207	0.08856	0.038134	0.069032	0.11803	0.19492	0.059151	0.043669	0.031486	0.04666	0.041197	0.045413	0.048908	0.061658
Meth__cg19220825__AQP5	0.064032	0.094118	0.62962	0.72047	0.2318	0.76998	0.10565	0.81843	0.094796	0.10178	0.33837	0.068574	0.49701	0.12272	0.074411	0.48536	0.86969	0.92877	0.083123	0.11195	0.31203	0.69459	0.43217	0.13144	0.06296	0.060621	0.027069	0.63017	0.76475	0.26299
Meth__cg18399321__MGAT3	0.089438	0.043621	0.043005	0.042128	0.4526	0.25456	0.032629	0.04949	0.029739	0.032571	0.4759	0.19337	0.039833	0.091743	0.026829	0.95294	0.81849	0.05062	0.15061	0.79133	0.053375	0.8807	0.038265	0.040274	0.03331	0.15028	0.2357	0.053097	0.048293	0.044192
RS_G16902__KRT6B__KRT6B	1.2631	0.29312	0.45573	1.0087	0	0	12.8673	0.30435	3.7711	6.035	7.1664	6.3173	0.86115	9.8119	0.25307	0.93721	0.22481	0	10.8721	0	0.78126	1.425	0.95256	9.1282	6.9081	5.5408	0	0.1545	0	0.31691
RS_G17181__CYP4X1__CYP4X1	3.2584	0.19578	3.5439	4.1191	0.40002	0.58507	2.5935	1.0942	0.19735	0.59456	2.6567	0.66645	0	7.9111	0	0	0.64786	1.6739	4.6775	0	1.502	0	0	5.9057	5.3618	8.0328	4.8838	5.4748	1.2638	0
Meth__cg06942445__TRO	0.77156	0.020993	0.79459	0.46917	0.024242	0.61942	0.97017	0.022255	0.90812	0.46907	0.49731	0.045223	0.016652	0.033725	0.021661	0.34638	0.27617	0.80398	0.95049	0.10563	0.48717	0.59232	0.038526	0.030809	0.029373	0.35709	0.028722	0.80816	0.39825	0.19701
Meth__cg23110514__LCE3E	0.34905	0.082072	0.57597	0.22851	0.12524	0.13915	0.32659	0.17597	0.13352	0.33811	0.27781	0.11407	0.11807	0.15749	0.12018	0.091823	0.13498	0.13716	0.8463	0.1989	0.15125	0.1934	0.10664	0.14818	0.055736	0.14042	0.1284	0.078664	0.098409	0.15376
Meth__cg09514589__ETFA	0.045616	0.039327	0.049717	0.033635	0.042887	0.057229	0.036788	0.052628	0.040357	0.048521	0.11392	0.29088	0.038006	0.077377	0.04009	0.039731	0.046668	0.66906	0.035261	0.083555	0.051522	0.20929	0.043621	0.041337	0.037141	0.045581	0.11242	0.051212	0.040321	0.054492
Meth__cg26081162__C6orf141	0.068323	0.28075	0.06182	0.059891	0.89109	0.07758	0.074452	0.065237	0.11317	0.049904	0.4307	0.87028	0.065632	0.16265	0.21837	0.047493	0.065039	0.060564	0.059598	0.11812	0.063636	0.31148	0.29656	0.053	0.053581	0.44319	0.14848	0.068333	0.067889	0.069644
Meth__cg03996822__RASSF6	0.074394	0.076952	0.08213	0.15339	0.74866	0.19289	0.44389	0.13761	0.65536	0.25514	0.32775	0.29011	0.3778	0.21558	0.52073	0.79881	0.69215	0.094251	0.084238	0.2693	0.081221	0.50733	0.89184	0.42141	0.067803	0.27146	0.14826	0.70256	0.26647	0.16686
Meth__cg23093462__PARD3	0.054051	0.040814	0.058071	0.038709	0.045997	0.051552	0.034412	0.049368	0.050935	0.040438	0.31052	0.080559	0.042899	0.05989	0.049306	0.058364	0.057569	0.094508	0.037339	0.091063	0.055162	0.075433	0.044921	0.048812	0.036653	0.12289	0.093316	0.04172	0.046625	0.21469
RS_G1108__HES2__HES2	4.4607	3.9302	2.8301	3.7611	1.2035	3.2374	5.4767	3.773	0.79735	4.3317	3.298	3.1671	1.5783	7.0011	1.8801	3.2803	2.8103	3.2227	4.7428	3.3004	1.7809	1.2412	1.9509	3.0032	6.1151	0.95994	2.2767	1.9497	2.1743	2.2709
Meth__cg05600174__C9orf95	0.088871	0.1154	0.080146	0.11432	0.094892	0.65678	0.67551	0.14021	0.082811	0.10191	0.13538	0.10595	0.082907	0.12401	0.11584	0.11328	0.10338	0.24605	0.087517	0.70557	0.26853	0.20904	0.10308	0.053373	0.14103	0.12656	0.089125	0.15594	0.16338	0.36401
Meth__cg21808053__DIRAS3	0.25428	0.028376	0.66978	0.15733	0.47488	0.15558	0.2733	0.3293	0.52381	0.36224	0.10959	0.086288	0.68999	0.083697	0.042606	0.07919	0.16006	0.14208	0.283	0.22977	0.10821	0.16906	0.2821	0.25525	0.15001	0.075532	0.10059	0.20857	0.077445	0.061839
Meth__cg27342801__REG3A	0.91778	0.044174	0.90544	0.047548	0.049943	0.72488	0.22935	0.091364	0.78756	0.54653	0.087356	0.12243	0.067598	0.08749	0.052568	0.035708	0.070036	0.046803	0.50761	0.075276	0.050462	0.38172	0.46409	0.6386	0.053621	0.15053	0.12847	0.03586	0.16304	0.09705
Meth__cg10763059__PTPN12	0.096437	0.1041	0.11397	0.097853	0.10277	0.3388	0.1279	0.2013	0.12486	0.34227	0.38185	0.11486	0.061232	0.1145	0.075886	0.74191	0.24554	0.11002	0.046024	0.18122	0.47474	0.18287	0.095147	0.16898	0.068538	0.67075	0.14382	0.74903	0.26336	0.18611
Meth__cg26014796__RNF39	0.01978	0.024594	0.030411	0.021498	0.92345	0.033271	0.012843	0.029998	0.03083	0.013853	0.039358	0.028476	0.019553	0.046475	0.078627	0.022675	0.02405	0.033899	0.025636	0.082412	0.022272	0.042097	0.11152	0.014134	0.023179	0.019987	0.023336	0.026818	0.02241	0.02484
Meth__cg22919370__HIST1H3I	0.37939	0.12404	0.69837	0.42974	0.50362	0.43694	0.64234	0.68066	0.67206	0.18058	0.62628	0.064812	0.076887	0.14063	0.10291	0.12992	0.14669	0.62225	0.72649	0.38346	0.14632	0.33191	0.1052	0.065707	0.44444	0.58408	0.27637	0.12602	0.69622	0.60405
Meth__cg17029168__NKX2-2	0.063592	0.057281	0.10489	0.68758	0.71162	0.88884	0.5637	0.41916	0.063177	0.20916	0.40308	0.4715	0.54748	0.26062	0.057033	0.9043	0.90167	0.90103	0.89602	0.78966	0.87631	0.67832	0.067366	0.13658	0.050343	0.60307	0.05313	0.89698	0.73939	0.85605
RS_G28763__AC004510.1__AC004510.1	4.18	3.003	2.4121	1.6074	0	0.35542	3.6551	0.65083	1.3738	10.732	8.894	2.8922	0.17524	8.3564	0.54728	1.6529	0.49128	1.3465	7.7787	3.2587	3.0726	0.58147	0.59034	8.2401	1.6626	1.1354	2.6933	4.6852	0	0.48286
Meth__cg16120811__WEE1	0.044014	0.033859	0.038956	0.03814	0.031583	0.047459	0.034874	0.045289	0.0483	0.038793	0.08139	0.049248	0.044102	0.079747	0.040131	0.045703	0.046836	0.060553	0.028873	0.054042	0.045568	0.15474	0.040573	0.040177	0.034567	0.041137	0.057022	0.048532	0.042902	0.041006
RS_G29779__HMX1__HMX1	0	0.12473	3.8952	5.4103	0	0	0	0.63916	6.1664	2.6571	2.9916	1.7597	0.2596	0	0.29934	0	0	4.6009	3.798	0	0	0	1.3222	0	4.5457	2.5287	4.5008	5.8831	0.6615	4.6114
Meth__cg10193817__IGSF4	0.050422	0.04554	0.046009	0.032754	0.6459	0.057136	0.14848	0.041918	0.039782	0.038267	0.14666	0.087531	0.095038	0.1301	0.035418	0.042102	0.050282	0.058651	0.031078	0.90713	0.053709	0.58288	0.058643	0.75149	0.036998	0.044357	0.092259	0.043948	0.042985	0.049848
Meth__cg16505687__GPR137B	0.01755	0.014577	0.028095	0.015809	0.020886	0.025471	0.021127	0.035593	0.019207	0.018177	0.070446	0.017844	0.027815	0.053681	0.022225	0.040935	0.026912	0.031257	0.011963	0.05465	0.027775	0.051095	0.031778	0.010163	0.015409	0.23066	0.094771	0.041134	0.020942	0.025365
Meth__cg08775230__C11orf52	0.15705	0.090283	0.13866	0.069693	0.60713	0.13002	0.09136	0.1354	0.080691	0.24213	0.19243	0.090618	0.67964	0.16026	0.29634	0.1241	0.14394	0.15735	0.13317	0.60424	0.14157	0.14716	0.8496	0.08232	0.067185	0.11087	0.096774	0.072299	0.14078	0.16807
Meth__cg04367351__PLA2R1	0.049206	0.20564	0.036583	0.081795	0.37418	0.81595	0.053166	0.090824	0.052491	0.19053	0.87864	0.091784	0.059576	0.15245	0.044494	0.64949	0.64951	0.048393	0.051487	0.69314	0.073245	0.85257	0.03373	0.034767	0.046881	0.84211	0.11971	0.079111	0.073182	0.065057
Meth__cg13401831__TUBA8	0.089891	0.11574	0.10081	0.058129	0.56257	0.14034	0.15308	0.059648	0.085453	0.10738	0.87859	0.77545	0.088773	0.12582	0.051592	0.087269	0.13765	0.3253	0.080848	0.62084	0.097664	0.12956	0.38464	0.075783	0.053901	0.89552	0.10304	0.058723	0.099011	0.26088
Meth__cg13850625__FLJ11155	0.028453	0.028665	0.056077	0.026602	0.58176	0.027783	0.026872	0.030619	0.028651	0.024981	0.070941	0.03677	0.023239	0.070225	0.022801	0.022428	0.032417	0.23753	0.022448	0.0398	0.035487	0.075892	0.029316	0.030523	0.021994	0.059835	0.061111	0.029015	0.037749	0.028339
Meth__cg22956956__TFRC	0.09802	0.084998	0.082647	0.072566	0.34234	0.13269	0.093546	0.089306	0.1181	0.060689	0.099975	0.060066	0.056642	0.12338	0.10282	0.08278	0.096765	0.10592	0.056353	0.15682	0.10199	0.082663	0.12382	0.27512	0.071141	0.061352	0.095533	0.085453	0.12536	0.097744
Meth__cg19430897__HIST1H2AB	0.16089	0.13053	0.48989	0.95208	0.93754	0.87807	0.59268	0.9093	0.9046	0.24846	0.8509	0.12365	0.10977	0.30035	0.12122	0.10953	0.13285	0.16422	0.12441	0.1551	0.35609	0.11022	0.29358	0.1178	0.53484	0.68988	0.80681	0.13909	0.15748	0.13973
Meth__cg17833578__LRRC21	0.48064	0.15812	0.80821	0.63318	0.041656	0.30853	0.61712	0.15505	0.8649	0.15877	0.15928	0.22835	0.47329	0.10281	0.058194	0.40999	0.4093	0.38024	0.8766	0.077341	0.2419	0.24291	0.067787	0.07058	0.048521	0.090394	0.12187	0.76455	0.12924	0.13291
Meth__cg10882227__APLP2	0.19679	0.11386	0.11003	0.16196	0.75082	0.18379	0.083016	0.14122	0.086329	0.089792	0.21009	0.084328	0.17043	0.31595	0.20603	0.28121	0.19887	0.18945	0.1247	0.093072	0.12879	0.33695	0.10875	0.052542	0.068086	0.097776	0.10929	0.10084	0.1389	0.15854
RS_G21870__CFB__CFB	7.9247	4.5184	0.31255	3.8213	0.89532	2.739	3.6614	1.3855	8.1322	6.5621	4.8008	6.0216	4.8521	9.7937	4.7979	1.984	1.1114	2.4423	5.5148	3.7497	0.63754	1.0439	1.9396	7.9667	4.5897	1.2397	5.8114	1.358	1.631	0.71358
Meth__cg03954173__CD97	0.065684	0.052563	0.13722	0.059275	0.69827	0.16486	0.096537	0.054415	0.053272	0.046366	0.071159	0.077826	0.055709	0.10979	0.049806	0.064723	0.13583	0.52152	0.053053	0.30902	0.10463	0.20022	0.41693	0.062068	0.052836	0.05707	0.10225	0.07406	0.13091	0.34917
RS_G14997__ODF3B__ODF3B	4.8507	2.6239	1.1155	5.0856	1.2456	2.7493	4.4677	1.5611	8.8354	3.5457	1.9196	1.0577	1.01	7.96	2.3139	1.0288	2.1161	4.3639	4.3224	1.5806	4.3544	6.2574	1.7179	7.1725	5.704	0.97023	3.3624	4.0077	5.6032	4.2153
Meth__cg06979034__ARHGEF5	0.021493	0.01789	0.033659	0.025289	0.50937	0.035116	0.019612	0.030558	0.018244	0.021561	0.048558	0.14298	0.048964	0.059896	0.024187	0.022577	0.036807	0.02915	0.024293	0.65029	0.027691	0.046853	0.1494	0.031689	0.032327	0.028754	0.06999	0.01908	0.034695	0.032827
Meth__cg05358291__CYP4F2	0.57188	0.13722	0.64031	0.46048	0.081393	0.12984	0.33154	0.2441	0.40592	0.77455	0.69082	0.28057	0.2285	0.20082	0.09047	0.63181	0.56098	0.79837	0.6646	0.081698	0.34512	0.157	0.064066	0.065684	0.15004	0.53585	0.17106	0.42674	0.2318	0.21704
RS_G21773__GPRIN2__GPRIN2	4.0001	8.3744	0	1.3437	0	0	5.3082	0	0.23152	5.4473	3.7981	5.982	5.0614	3.6002	0.40095	0.65392	0	0	6.6664	0	0.065818	0	0	6.2273	3.7935	0.27671	4.0222	0.54066	0	0.18814
Meth__cg06954481__GBX2	0.95315	0.075068	0.078535	0.066521	0.062393	0.11776	0.56227	0.069737	0.076797	0.97256	0.10444	0.053592	0.042212	0.10046	0.061876	0.07534	0.07675	0.072009	0.07848	0.86743	0.056174	0.72586	0.042534	0.061593	0.058572	0.14106	0.11145	0.069305	0.054068	0.052513
Meth__cg24317255__RGS17	0.051362	0.069076	0.066754	0.043283	0.45542	0.83274	0.067599	0.212	0.11307	0.2316	0.87165	0.043647	0.11479	0.13285	0.042889	0.22023	0.068216	0.059652	0.038328	0.11889	0.7795	0.79508	0.044789	0.041765	0.043478	0.81647	0.78188	0.79762	0.84799	0.86107
Meth__cg15576195__HTATIP2	0.055419	0.058827	0.30464	0.039673	0.53169	0.084987	0.06382	0.084622	0.054969	0.060125	0.074107	0.84349	0.037595	0.12552	0.074829	0.039527	0.064694	0.35238	0.048065	0.12045	0.06731	0.09152	0.089481	0.046988	0.050422	0.045116	0.072624	0.05937	0.44257	0.41059
RS_G7392__SCEL__SCEL	7.4589	0.19101	0.23274	0.90402	0	0	1.0418	0	0	4.643	5.5403	4.4201	0	2.1167	0	0	0	0.21956	0.52832	3.143	0.15304	0.65658	0	2.3295	5.9209	0.43201	0.24223	1.9148	0	0
Meth__cg15119375__MGC3020	0.036957	0.027698	0.042861	0.03489	0.046274	0.039919	0.034098	0.042497	0.039421	0.028613	0.66101	0.037189	0.027048	0.12	0.094654	0.031215	0.043769	0.066629	0.027622	0.075104	0.039839	0.20235	0.031618	0.03989	0.021432	0.90423	0.13487	0.047339	0.038226	0.037069
Meth__cg03856450__SFXN5	0.031828	0.038538	0.040788	0.029185	0.028568	0.039699	0.03162	0.027524	0.046099	0.041928	0.042895	0.033517	0.023304	0.035936	0.027051	0.031162	0.031513	0.030032	0.034716	0.04044	0.031673	0.042243	0.0236	0.021449	0.033502	0.023096	0.12618	0.037555	0.031115	0.030906
Meth__cg11784785__SLC6A5	0.12135	0.042445	0.55237	0.16432	0.082744	0.27229	0.74339	0.063939	0.27194	0.23303	0.17547	0.24838	0.072869	0.11032	0.054137	0.13782	0.12033	0.49009	0.60206	0.11908	0.070268	0.23579	0.053044	0.059605	0.061963	0.18932	0.13626	0.28081	0.13866	0.094408
RS_G8803__AC092042.2__AC092042.2	2.9259	4.6984	1.6913	0.92682	0.19927	0.93976	1.0901	0.60724	1.935	2.6195	2.2947	1.21	0.36989	3.1885	2.7063	1.5486	0.53398	6.8034	4.2071	0	1.3681	0.3487	0	0.93099	4.4882	1.5699	4.9666	5.8477	0.62196	0.89976
RS_G9324__ST8SIA6__ST8SIA6	3.8932	0	4.7236	4.8714	2.1798	3.4005	2.6211	4.6402	4.6694	1.0323	0	0.86801	0	4.2708	0.3832	3.6887	4.65	6.6877	1.5032	0	2.0304	3.3897	0	1.0637	2.499	4.465	3.4748	3.3897	0.25324	0.47484
Meth__cg14874121__HSD17B4	0.029531	0.12827	0.026734	0.02021	0.020423	0.026181	0.97285	0.024634	0.97692	0.038117	0.97235	0.025127	0.01952	0.059661	0.023995	0.022842	0.026231	0.020612	0.34774	0.042852	0.038868	0.064499	0.023755	0.024679	0.35227	0.02157	0.070815	0.024668	0.54333	0.025682
RS_G170__PROM1__PROM1	6.3993	3.9981	0.79538	1.1372	0	0.49645	4.3908	0	1.9471	0.70091	2.4703	6.4962	1.5902	9.078	0	0.17876	0	0.27198	7.017	0.46159	0.39789	0.31413	0	0.34762	0.15302	0.66674	0.74765	0	3.6763	1.9301
Meth__cg16580737__MME	0.062876	0.056435	0.046914	0.044747	0.075803	0.94741	0.042135	0.051231	0.055253	0.035813	0.70629	0.05776	0.039454	0.083654	0.055859	0.95476	0.95532	0.78972	0.42227	0.93239	0.84918	0.88218	0.045568	0.039729	0.76864	0.95178	0.82761	0.94433	0.70204	0.81171
Meth__cg07260017__CSF1R	0.096571	0.19143	0.95479	0.94218	0.64628	0.82352	0.49686	0.38697	0.86711	0.77301	0.20028	0.22238	0.059168	0.20989	0.024179	0.87197	0.89342	0.94264	0.9301	0.087459	0.92258	0.76223	0.1162	0.031667	0.57956	0.38082	0.93213	0.75741	0.87979	0.82266
Meth__cg24423088__KRTAP8-1	0.91932	0.035409	0.87774	0.47099	0.73051	0.91413	0.96024	0.055007	0.87092	0.74529	0.11024	0.75947	0.18863	0.053517	0.04127	0.042047	0.040557	0.82177	0.86726	0.13477	0.060967	0.37721	0.042549	0.88467	0.025143	0.047809	0.15728	0.051495	0.36579	0.83517
Meth__cg13044136__AES	0.061038	0.06117	0.46001	0.16263	0.14646	0.099322	0.05236	0.15314	0.062108	0.072148	0.55405	0.11588	0.15568	0.12039	0.084301	0.36968	0.37227	0.33511	0.065162	0.13705	0.1641	0.14172	0.10628	0.060209	0.066103	0.078517	0.10183	0.40737	0.35421	0.12723
Meth__cg05037688__EGFL7	0.60852	0.025764	0.87743	0.45817	0.28269	0.18166	0.90601	0.25725	0.34493	0.69217	0.62238	0.1349	0.58098	0.044214	0.025406	0.57121	0.67188	0.55967	0.94846	0.095959	0.45193	0.080223	0.030985	0.024599	0.028588	0.051787	0.064121	0.82383	0.18022	0.088519
Meth__cg19008649__IGFBP5	0.06459	0.045064	0.055078	0.044496	0.25757	0.060451	0.041292	0.16388	0.054441	0.09657	0.12663	0.15857	0.055681	0.10834	0.061593	0.034188	0.075577	0.40534	0.10103	0.15445	0.065184	0.12339	0.2249	0.046957	0.039012	0.10764	0.13143	0.05017	0.10078	0.092273
RS_G7748__IFI44__IFI44	3.8056	0.59385	0.46246	6.1055	2.1195	0.30353	2.8333	4.6246	9.3298	7.3962	6.8635	2.6237	7.0366	10.8415	2.8004	0	1.098	2.4211	0.44083	6.4009	0	0	0.88563	5.9345	7.5377	0.59359	4.5095	0.20578	1.2093	0.41488
Meth__cg15364537__MFSD4	0.056693	0.40783	0.61152	0.077646	0.89274	0.72975	0.043005	0.048755	0.064689	0.080726	0.94665	0.81699	0.052281	0.060861	0.04076	0.10699	0.60519	0.10369	0.18582	0.95146	0.72027	0.96833	0.059419	0.37721	0.09525	0.9847	0.1322	0.47134	0.28902	0.11638
