Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg07314984__PHKA2	0.30026	0.034237	0.14728	0.078103	0.058732	0.043113	0.1278	0.096535	0.14454	0.05965	0.10057	0.44529	0.15586	0.076607	0.13326	0.070109	0.11146	0.093918	0.064107	0.089324	0.084381	0.044263	0.16329	0.35876	0.082969	0.33289	0.074222	0.07324	0.11685	0.073557	0.057015	0.067062	0.13091	0.36447	0.085492	0.083532
Meth__cg08707078__MGC72075	0.44324	0.33141	0.88957	0.89303	0.070805	0.60224	0.81611	0.89643	0.072426	0.083695	0.82846	0.12081	0.85978	0.035167	0.20623	0.80402	0.065642	0.11121	0.14449	0.28163	0.30092	0.67345	0.48475	0.8346	0.15751	0.12442	0.48148	0.095721	0.37328	0.54493	0.077935	0.8258	0.18497	0.090238	0.63968	0.61062
Meth__cg01151699__CACNG2	0.10254	0.052545	0.10389	0.072727	0.084303	0.06527	0.46665	0.69083	0.14651	0.08121	0.11266	0.29098	0.37544	0.061382	0.14156	0.058039	0.05928	0.12227	0.28694	0.061132	0.097848	0.072393	0.83529	0.062753	0.10342	0.74103	0.092317	0.062981	0.060345	0.074886	0.046089	0.097116	0.095286	0.069349	0.086593	0.059938
Meth__cg24035370__PRKCZ	0.055067	0.030491	0.044075	0.057368	0.060917	0.97898	0.055163	0.061289	0.66034	0.041428	0.06086	0.055743	0.10201	0.045106	0.58688	0.041939	0.061716	0.090164	0.053423	0.045629	0.044428	0.075764	0.31422	0.048611	0.10513	0.09896	0.045664	0.06743	0.038291	0.14043	0.051289	0.042847	0.11819	0.063235	0.031994	0.042781
EA_G__EPHA2	9.1154	8.5414	9.6508	7.3461	6.8444	9.4567	7.1665	8.6973	7.4528	6.4815	6.9884	10.0314	10.1517	7.8157	8.3948	9.354	9.0916	8.7865	9.6476	7.7947	7.5449	9.4881	10.4042	6.9463	7.1418	7.4838	8.3671	8.6969	9.6151	9.4186	8.7254	7.5725	7.0417	7.2961	6.8289	7.5115
EA_G__LACTB2	6.1257	9.5313	6.2976	6.8664	7.4697	7.0876	6.7585	6.5062	6.0409	7.6257	7.9495	7.2107	7.1021	6.5091	7.1626	6.5739	6.917	6.403	6.516	6.3538	6.4946	6.7732	6.4847	5.7174	5.2194	6.7215	9.2789	7.211	7.3412	6.5643	6.3281	6.4873	7.4694	6.9568	6.4355	7.488
Meth__cg14986136__WBP5	0.092165	0.1859	0.14671	0.84331	0.31393	0.077385	0.85888	0.061533	0.073151	0.084991	0.52511	0.36417	0.79391	0.70864	0.070511	0.3657	0.28624	0.22461	0.13424	0.87132	0.81229	0.11903	0.12301	0.12573	0.12985	0.39054	0.33717	0.12972	0.13987	0.080952	0.82326	0.24342	0.40226	0.71704	0.16916	0.46779
EA_G__C3	11.1381	4.8038	5.7921	4.907	4.8165	5.0298	4.8716	10.3847	6.4352	4.7003	11.1099	9.6805	5.2872	5.1273	8.1162	8.8543	5.0106	10.7164	5.3388	4.993	5.0779	5.4559	4.8816	4.7966	5.3727	5.5679	5.181	5.009	12.2114	8.5831	5.4673	5.676	6.1862	5.3649	4.9409	5.0681
Meth__cg25856811__SPRR3	0.6084	0.049211	0.09487	0.8658	0.82844	0.045792	0.80593	0.90624	0.4204	0.3397	0.077968	0.34626	0.4183	0.037168	0.44997	0.064226	0.37601	0.19952	0.043158	0.51121	0.56574	0.048869	0.097966	0.11855	0.1227	0.16018	0.10823	0.049958	0.48066	0.042255	0.13483	0.21771	0.05794	0.84783	0.4933	0.56495
Meth__cg22826936__ULK2	0.036057	0.06088	0.52202	0.050464	0.023155	0.062559	0.047836	0.040041	0.036738	0.046271	0.049612	0.046506	0.20089	0.033608	0.039587	0.037977	0.037728	0.090634	0.032271	0.031565	0.051547	0.16832	0.65091	0.047619	0.04386	0.098285	0.10175	0.031028	0.028441	0.037446	0.039535	0.028738	0.09781	0.035003	0.036867	0.04946
Meth__cg12339802__C1orf109	0.058391	0.03717	0.075247	0.082765	0.053994	0.027183	0.062514	0.050496	0.27338	0.083226	0.049927	0.090305	0.24982	0.047007	0.31935	0.054251	0.041553	0.057789	0.034861	0.042771	0.058513	0.067388	0.06213	0.07486	0.10459	0.09367	0.043808	0.026817	0.039458	0.047204	0.059155	0.032904	0.064431	0.075895	0.043828	0.042235
EA_G__MLPH	9.7749	8.9613	8.6126	9.4537	9.4619	7.2434	8.8593	6.8868	6.8657	9.2145	6.1493	6.1736	7.9823	9.0264	9.408	7.7663	8.4935	7.6096	7.3314	9.3005	9.7117	8.2664	8.0714	10.0726	9.6628	9.7087	9.4819	6.3658	8.0179	6.4396	9.4011	9.9994	9.2638	8.9017	10.4752	9.9638
Meth__cg11930592__MSX1	0.036783	0.039602	0.37875	0.04712	0.030736	0.025955	0.051947	0.19589	0.037481	0.027184	0.041521	0.03152	0.81128	0.70876	0.049896	0.062348	0.036348	0.086171	0.028958	0.51094	0.50152	0.043789	0.8832	0.052664	0.047887	0.88981	0.061697	0.034211	0.065875	0.027271	0.036191	0.02303	0.071598	0.042733	0.038462	0.037999
Meth__cg11044163__CPVL	0.10946	0.015737	0.56512	0.12109	0.025069	0.073626	0.16207	0.87614	0.030765	0.11753	0.046187	0.18916	0.52967	0.022664	0.041742	0.79677	0.043919	0.070578	0.043763	0.14259	0.14957	0.031927	0.18569	0.53538	0.0767	0.22422	0.035185	0.031655	0.065776	0.063116	0.90433	0.28294	0.049965	0.037371	0.15322	0.26292
Meth__cg00236832__RARA	0.081732	0.50951	0.89824	0.51977	0.076068	0.83349	0.1464	0.57302	0.14225	0.1403	0.8733	0.11603	0.52255	0.15762	0.1326	0.078936	0.83607	0.14994	0.61628	0.30545	0.29614	0.76923	0.69256	0.13552	0.42424	0.84963	0.16798	0.10046	0.11497	0.49823	0.42845	0.085626	0.35289	0.34315	0.10724	0.13892
Meth__cg12845249__THAP11	0.065734	0.046566	0.48998	0.051972	0.051637	0.037476	0.057467	0.074478	0.1884	0.057199	0.039955	0.063817	0.12017	0.035653	0.14969	0.059937	0.04773	0.13588	0.038615	0.039468	0.052335	0.066617	0.0988	0.054858	0.039391	0.075852	0.08317	0.044123	0.044065	0.06348	0.040709	0.038523	0.10761	0.055975	0.042407	0.046444
Meth__cg13984181__ABHD7	0.072433	0.1565	0.098043	0.10679	0.064862	0.7681	0.077953	0.077227	0.061067	0.063476	0.45792	0.10095	0.45614	0.053061	0.074782	0.042624	0.089501	0.23477	0.23466	0.077034	0.08454	0.35408	0.067478	0.075869	0.1723	0.6057	0.14266	0.11093	0.074095	0.40547	0.71285	0.86291	0.8752	0.062032	0.070289	0.65403
Meth__cg08496601__EBP	0.54791	0.050886	0.049142	0.039136	0.49749	0.041248	0.043445	0.078387	0.60041	0.66296	0.038317	0.40338	0.32525	0.50664	0.55747	0.6544	0.038513	0.6153	0.36192	0.027871	0.0426	0.55794	0.13638	0.53119	0.47521	0.59961	0.58161	0.5343	0.035205	0.53911	0.035594	0.039178	0.074654	0.49139	0.45075	0.036404
SNP__KRTAP9P1	-1.183	-1.304	-1.218	-1.258	-1.314	-0.202	0.096	-1.506	0.575	0.346	-0.646	-0.373	-0.782	0.407	-0.04	-1.288	1.183	-1.97	-1.631	-1.416	-0.589	-0.133	-1.122	-1.452	-1.299	-0.555	-0.938	0.468	-1.484	0.06	0.276	-1.419	-1.009	0.708	-1.293	-1.371
Meth__cg04513669__SH3GLB1	0.062985	0.17446	0.86796	0.10778	0.054329	0.88314	0.086387	0.03344	0.085903	0.065694	0.38171	0.13036	0.40707	0.062938	0.094543	0.074441	0.060997	0.11143	0.042575	0.066964	0.054831	0.1303	0.36963	0.17946	0.073491	0.11501	0.094694	0.05088	0.043728	0.074817	0.75563	0.12787	0.13156	0.065829	0.11622	0.35158
Meth__cg23141855__TFPI2	0.043657	0.44402	0.56816	0.16456	0.050205	0.04295	0.41747	0.56978	0.03167	0.052529	0.68886	0.097721	0.88431	0.10203	0.044464	0.81316	0.30903	0.085027	0.49324	0.23915	0.25336	0.23936	0.063194	0.041872	0.088345	0.75188	0.1929	0.035635	0.048189	0.58214	0.057703	0.88634	0.88582	0.050573	0.047507	0.15715
Meth__cg14851685__FLJ39501	0.78579	0.044996	0.97675	0.96682	0.052187	0.97804	0.10847	0.76424	0.023751	0.03514	0.97142	0.88	0.89692	0.54253	0.024991	0.9214	0.54483	0.089478	0.093559	0.088911	0.37163	0.93197	0.4509	0.8832	0.058215	0.92759	0.061601	0.24663	0.56832	0.025484	0.81521	0.95135	0.16629	0.060862	0.46118	0.21829
Meth__cg21589115__DKKL1	0.05145	0.050773	0.13149	0.53627	0.041845	0.042653	0.060722	0.6119	0.040234	0.04372	0.052121	0.02799	0.11031	0.028972	0.04528	0.081429	0.08639	0.10249	0.059774	0.055738	0.066828	0.046875	0.095141	0.55641	0.40519	0.091041	0.074037	0.12439	0.30148	0.044229	0.047701	0.035529	0.061027	0.051846	0.68523	0.045483
SNP__UGT2B28	-2.183	-0.141	-0.225	-0.182	-0.133	-0.446	0.075	-0.317	-0.225	-2.842	-0.056	-1.756	-0.167	-0.772	-0.088	-0.067	-0.127	-0.254	-0.291	-0.072	-0.197	-0.166	-0.071	-0.759	-0.057	-0.051	-0.232	0.456	0.232	-0.171	1.059	-0.19	-0.316	-0.326	-0.039	0.036
Meth__cg05782975__NGFRAP1	0.17427	0.047098	0.086435	0.061269	0.14912	0.94983	0.062792	0.45757	0.34518	0.56801	0.066991	0.079759	0.055673	0.07363	0.33557	0.57458	0.62082	0.20303	0.054869	0.053694	0.063186	0.17838	0.12755	0.099023	0.21233	0.52372	0.10767	0.069983	0.062721	0.48869	0.075544	0.35217	0.10826	0.60268	0.058762	0.053247
Meth__cg11879577__ARL6IP	0.091481	0.22247	0.82407	0.17639	0.17902	0.13008	0.16823	0.033371	0.053303	0.43612	0.049331	0.19038	0.30291	0.074795	0.067888	0.055335	0.062934	0.14489	0.15251	0.59804	0.39463	0.10301	0.060851	0.3248	0.1469	0.2377	0.12886	0.030389	0.061196	0.59513	0.14811	0.10155	0.22058	0.37202	0.43772	0.48985
EA_G__RANBP6	6.6269	7.2074	8.1489	6.783	8.1933	7.8091	8.3597	7.9058	8.2699	6.7298	7.6135	8.1739	10.2783	8.5774	5.8212	8.8739	9.8342	8.111	8.6086	7.0049	7.0682	8.1927	7.9168	6.69	7.5771	6.6933	6.9985	6.4378	7.8482	8.4859	8.4586	7.0878	7.7893	7.204	7.4285	7.6502
Meth__cg11255163__CDH1	0.037878	0.47226	0.06681	0.038014	0.02066	0.9251	0.038491	0.044778	0.031291	0.02641	0.050285	0.028244	0.07462	0.016215	0.037894	0.032635	0.060906	0.068146	0.50277	0.021607	0.035129	0.12904	0.78142	0.047326	0.047735	0.057536	0.5483	0.025929	0.027964	0.050303	0.02201	0.016744	0.07187	0.036681	0.021922	0.030035
Meth__cg14061619__SH3BP4	0.043699	0.089555	0.26784	0.10989	0.18237	0.15762	0.10404	0.15502	0.1123	0.1831	0.10515	0.07898	0.49745	0.047962	0.097566	0.20672	0.058604	0.11237	0.043951	0.45943	0.19253	0.28561	0.10006	0.237	0.066758	0.23118	0.069912	0.045531	0.078593	0.12389	0.52576	0.039958	0.095592	0.054337	0.27694	0.36212
EA_G__MUC5B	9.6932	6.4361	5.9022	6.9314	7.7404	5.8684	6.7346	7.1014	5.912	6.5453	7.6719	5.7623	5.913	6.744	6.0889	5.8992	5.7273	6.1171	5.8392	6.768	6.814	5.7219	6.0495	7.1666	5.8982	6.7563	6.287	6.0671	6.2929	6.0471	5.946	6.3067	6.072	9.8801	6.2141	7.8827
Meth__cg01267315__C1orf164	0.73466	0.055646	0.073535	0.062663	0.041145	0.030982	0.11117	0.025874	0.045145	0.050421	0.38188	0.037029	0.31258	0.62609	0.029318	0.05118	0.058342	0.07312	0.028301	0.068382	0.55781	0.044846	0.081692	0.047693	0.067568	0.41443	0.036085	0.033887	0.048965	0.038511	0.052348	0.067761	0.85683	0.04431	0.57175	0.46245
Meth__cg22083798__IGFBP3	0.17744	0.061528	0.91945	0.49922	0.33957	0.31333	0.4095	0.076128	0.067596	0.46264	0.55757	0.16146	0.87929	0.24373	0.056872	0.20511	0.073478	0.092606	0.085142	0.8118	0.88032	0.56316	0.20662	0.14335	0.14802	0.56008	0.27192	0.075141	0.093017	0.89944	0.64414	0.80673	0.24427	0.24319	0.13007	0.10568
Meth__cg10487127__ATXN1	0.031048	0.016482	0.019657	0.030239	0.027707	0.028549	0.024813	0.023439	0.2333	0.021586	0.039272	0.064111	0.064743	0.018229	0.21108	0.022886	0.014967	0.052545	0.019507	0.029594	0.02431	0.024238	0.084788	0.029507	0.048712	0.074814	0.041329	0.02829	0.015346	0.014637	0.020719	0.023456	0.044305	0.026917	0.037827	0.033781
Meth__cg11115427__PHYH	0.058683	0.051412	0.46199	0.28891	0.33903	0.41661	0.24816	0.18162	0.038555	0.060056	0.22801	0.47229	0.20066	0.24731	0.049537	0.43934	0.1406	0.099289	0.076025	0.16163	0.18093	0.169	0.18916	0.14221	0.053805	0.36458	0.16467	0.033849	0.29227	0.074325	0.23271	0.04716	0.083269	0.033531	0.084219	0.057425
Meth__cg09750385__GUCY1A3	0.13835	0.22376	0.62676	0.058744	0.46705	0.8829	0.61242	0.2794	0.071745	0.069813	0.064397	0.042508	0.14599	0.030582	0.11778	0.81482	0.064734	0.12972	0.71697	0.26773	0.20204	0.057453	0.81012	0.27402	0.12049	0.17388	0.17489	0.058747	0.070383	0.10062	0.093524	0.74264	0.50112	0.10202	0.312	0.12201
EA_G__LRIG1	9.1612	8.4644	7.5392	8.7042	8.5962	7.0764	8.4047	7.6769	8.3325	9.2857	7.6133	7.9605	7.5204	8.2662	9.2238	7.7319	6.9662	7.6377	8.0083	7.897	7.9151	6.6753	7.0332	9.4991	6.4779	9.8144	7.5698	6.9521	7.7575	7.6009	7.4641	8.3308	9.4649	8.0402	8.882	9.1154
Meth__cg12927153__PTGS1	0.02298	0.022427	0.98923	0.98687	0.52848	0.79574	0.94246	0.97818	0.033889	0.028033	0.86027	0.60335	0.97226	0.077037	0.053258	0.98402	0.18374	0.049411	0.12051	0.83952	0.97421	0.68918	0.79427	0.65345	0.042462	0.97891	0.075095	0.55709	0.022429	0.019372	0.78331	0.98776	0.036214	0.7062	0.96245	0.9696
Meth__cg13904968__PCK1	0.22638	0.029321	0.84031	0.77681	0.30093	0.22964	0.11873	0.91737	0.17542	0.27324	0.7301	0.79833	0.73655	0.04978	0.12029	0.6354	0.83553	0.080703	0.053446	0.71984	0.52464	0.65725	0.24246	0.069437	0.1143	0.10702	0.052067	0.40072	0.046142	0.077045	0.39179	0.59085	0.18162	0.84146	0.37982	0.33507
Meth__cg00660989__BTBD5	0.038142	0.019807	0.064162	0.041488	0.025568	0.03809	0.061573	0.055036	0.062873	0.031533	0.087927	0.12939	0.070339	0.038462	0.045004	0.041461	0.026143	0.12801	0.056867	0.03453	0.033911	0.052253	0.10509	0.031804	0.065483	0.061951	0.042291	0.5815	0.03635	0.044072	0.034548	0.043263	0.88722	0.058079	0.044965	0.031114
Meth__cg26967875__KLC2	0.057557	0.46722	0.87927	0.74732	0.33187	0.39374	0.58624	0.28674	0.062879	0.46632	0.25899	0.070673	0.28555	0.51506	0.15713	0.086924	0.072979	0.12715	0.048944	0.41214	0.089387	0.17039	0.083162	0.33349	0.075467	0.12015	0.38039	0.039953	0.02939	0.31731	0.4102	0.55254	0.16616	0.30102	0.43183	0.39146
Meth__cg20235051__LOC388407	0.038057	0.044681	0.050857	0.44818	0.036704	0.46387	0.046307	0.033339	0.039671	0.039663	0.047653	0.022088	0.06769	0.029403	0.040635	0.058828	0.030734	0.090938	0.022965	0.026909	0.053702	0.042924	0.075069	0.035752	0.096	0.079269	0.097082	0.031508	0.04902	0.035019	0.035007	0.028388	0.044252	0.036104	0.035913	0.036864
Meth__cg16695354__LYSMD2	0.058651	0.11356	0.076731	0.09456	0.073864	0.047166	0.094563	0.055197	0.081342	0.069857	0.067782	0.064673	0.17415	0.18406	0.089219	0.058185	0.07807	0.22634	0.059805	0.068819	0.12069	0.090812	0.12266	0.11472	0.072082	0.10571	0.15093	0.058458	0.068475	0.079514	0.16185	0.071138	0.15816	0.097916	0.066678	0.056452
Meth__cg08878744__LCE1B	0.87062	0.022967	0.37004	0.90843	0.90159	0.035698	0.55539	0.37713	0.25872	0.25949	0.058831	0.22714	0.22253	0.016082	0.19462	0.052291	0.062637	0.072897	0.028881	0.083253	0.22645	0.041692	0.057072	0.45459	0.07328	0.17638	0.046834	0.031624	0.048288	0.039325	0.79829	0.49224	0.088053	0.7597	0.49817	0.56527
Meth__cg21246783__CLGN	0.066634	0.06826	0.063049	0.072374	0.026763	0.68347	0.097415	0.080992	0.040672	0.049215	0.072343	0.0552	0.078537	0.038241	0.049859	0.048164	0.15459	0.096854	0.043036	0.032529	0.054884	0.060776	0.068776	0.083714	0.073776	0.11713	0.070461	0.036822	0.045312	0.062191	0.18887	0.034049	0.1493	0.046158	0.052029	0.086142
Meth__cg20120491__DMC1	0.22637	0.039458	0.37316	0.36481	0.78908	0.85916	0.17749	0.26201	0.4524	0.11661	0.60231	0.072491	0.55368	0.02226	0.38068	0.081693	0.6778	0.80725	0.91574	0.10175	0.33178	0.39648	0.56968	0.76828	0.092292	0.43778	0.16912	0.072218	0.31673	0.87537	0.86835	0.81405	0.096916	0.084308	0.7862	0.58391
Meth__cg24762359__ATP12A	0.043633	0.045777	0.064687	0.053002	0.050961	0.79009	0.05965	0.065101	0.02265	0.051203	0.17341	0.087469	0.11009	0.09274	0.047168	0.065885	0.17718	0.088496	0.067723	0.063903	0.045648	0.07127	0.71291	0.049236	0.11735	0.28779	0.07663	0.069001	0.088918	0.13563	0.095107	0.14606	0.10189	0.063937	0.044759	0.049915
Meth__cg07560096__ME3	0.067524	0.16706	0.91548	0.89526	0.68633	0.87936	0.070128	0.94231	0.062578	0.092715	0.87869	0.035823	0.89887	0.24518	0.51047	0.87709	0.062786	0.12117	0.065539	0.74667	0.78207	0.86358	0.10065	0.58375	0.076373	0.54098	0.23767	0.060236	0.54801	0.83385	0.82936	0.40358	0.090698	0.15363	0.17547	0.622
Meth__cg07766315__LOC400451	0.058948	0.07138	0.043818	0.052502	0.053607	0.83207	0.069745	0.056818	0.060683	0.050013	0.31303	0.05016	0.10554	0.0642	0.054325	0.064686	0.041618	0.12959	0.057345	0.051174	0.052963	0.063573	0.36201	0.050542	0.15292	0.13476	0.10766	0.046934	0.061167	0.16253	0.84438	0.058648	0.10948	0.059286	0.056685	0.063325
Meth__cg17328659__STUB1	0.069154	0.066441	0.94099	0.84198	0.11303	0.70846	0.094113	0.50842	0.060906	0.11535	0.15856	0.94274	0.77776	0.42301	0.11213	0.82826	0.94609	0.63393	0.35372	0.38332	0.13	0.93165	0.90063	0.69159	0.1199	0.18702	0.1143	0.072848	0.90168	0.63468	0.16606	0.066421	0.55757	0.748	0.65541	0.10111
Meth__cg10362591__SLC6A2	0.57122	0.051729	0.59688	0.29628	0.067504	0.91925	0.7833	0.72219	0.040084	0.09965	0.96986	0.029585	0.81515	0.067457	0.47105	0.9726	0.11233	0.092183	0.08092	0.74195	0.55942	0.078799	0.8717	0.62879	0.40324	0.89168	0.11099	0.057239	0.2259	0.5784	0.045858	0.85622	0.089044	0.050396	0.050068	0.080227
Meth__cg04527363__GRM7	0.82774	0.083151	0.13729	0.75659	0.88205	0.45654	0.74305	0.32255	0.88621	0.085175	0.64897	0.7402	0.13475	0.093199	0.58641	0.70604	0.40217	0.16983	0.074108	0.12142	0.11417	0.2278	0.33464	0.078752	0.11231	0.59117	0.098135	0.081972	0.78245	0.21986	0.63572	0.36873	0.14828	0.26985	0.15638	0.32786
Meth__cg17309462__C20orf38	0.079862	0.094895	0.10573	0.16234	0.11144	0.14222	0.83755	0.28294	0.075392	0.11012	0.06963	0.087227	0.16515	0.073841	0.076911	0.13665	0.064954	0.12982	0.069205	0.46947	0.79197	0.09211	0.11936	0.60355	0.28479	0.3164	0.10313	0.19333	0.050316	0.33872	0.10908	0.085235	0.1167	0.13487	0.49371	0.77414
Meth__cg00876704__PKN1	0.025044	0.029338	0.027267	0.02891	0.046871	0.21959	0.026589	0.028284	0.63622	0.040265	0.69257	0.036554	0.051305	0.019308	0.57351	0.01876	0.07523	0.047852	0.023778	0.02147	0.028875	0.8446	0.05166	0.032015	0.067716	0.03664	0.051394	0.56707	0.017728	0.052918	0.03317	0.030633	0.030198	0.039799	0.035036	0.031101
Meth__cg16584573__FGF8	0.038582	0.047111	0.97858	0.18883	0.049814	0.60628	0.40799	0.16078	0.030946	0.025908	0.94805	0.082023	0.97159	0.10832	0.52949	0.093088	0.056905	0.07605	0.059033	0.69808	0.063381	0.036517	0.94865	0.052444	0.079937	0.97148	0.082913	0.027008	0.033912	0.55626	0.036528	0.81424	0.30467	0.050523	0.052026	0.18331
Meth__cg09794131__HYDIN	0.116	0.092054	0.099669	0.24589	0.050194	0.92142	0.065412	0.28455	0.085303	0.07447	0.10829	0.072438	0.59535	0.054172	0.068121	0.1011	0.33993	0.18347	0.10238	0.6104	0.64636	0.098285	0.68803	0.059311	0.21676	0.14505	0.1557	0.067819	0.26211	0.060692	0.068044	0.077992	0.11854	0.087842	0.070819	0.087521
Meth__cg19728223__KCNQ1	0.53619	0.066579	0.97278	0.37766	0.50664	0.95879	0.30162	0.25107	0.040308	0.056907	0.96505	0.35107	0.91822	0.042183	0.065382	0.90184	0.66419	0.080707	0.058996	0.54547	0.55107	0.95746	0.93214	0.10412	0.054025	0.58267	0.095298	0.31748	0.074898	0.60165	0.28943	0.58632	0.082597	0.05511	0.15424	0.77228
EA_G__IFI6	8.0205	8.8049	6.9188	7.9177	11.3769	8.1399	6.2723	9.5254	8.5864	8.8305	9.6611	10.0389	9.4937	10.3343	7.7947	7.5965	7.6075	12.4696	7.8243	8.8915	9.206	9.0368	7.4426	9.8659	11.0616	7.5724	7.6435	8.5163	10.2681	7.7294	6.7292	8.3479	9.3106	7.8069	7.9529	6.4615
Meth__cg14094960__EGFR	0.019536	0.014167	0.014218	0.020416	0.016767	0.02505	0.98461	0.013323	0.015338	0.026581	0.020975	0.02496	0.038261	0.0178	0.027188	0.020553	0.018678	0.041404	0.022231	0.015936	0.028288	0.018286	0.047851	0.028346	0.034436	0.68301	0.034329	0.011616	0.014098	0.019456	0.018641	0.98069	0.023067	0.024337	0.024756	0.025801
EA_G__KIAA1754	5.6979	6.2297	6.5357	5.8518	5.2852	6.9463	5.4686	6.2887	5.9089	4.8143	5.9613	6.3267	6.952	5.9693	5.6172	6.357	5.9586	6.7698	8.4302	6.1948	5.7878	6.2668	7.5315	5.084	5.6017	5.8272	6.0504	8.4361	6.3043	7.7256	7.0121	5.8607	5.6484	5.4141	5.5	5.3359
Meth__cg23894539__STARD3	0.025114	0.0091694	0.024594	0.018655	0.020547	0.017082	0.02472	0.020385	0.028907	0.035393	0.99018	0.046706	0.017334	0.0085854	0.02604	0.015665	0.023741	0.10981	0.018216	0.01984	0.031322	0.027089	0.020408	0.016629	0.051479	0.039374	0.029186	0.018278	0.019881	0.015314	0.028163	0.010074	0.026984	0.016633	0.024212	0.021794
Meth__cg26152597__ZBTB20	0.062711	0.063606	0.056632	0.060173	0.055872	0.055495	0.068042	0.048612	0.064074	0.048747	0.046143	0.056465	0.52575	0.041054	0.071562	0.047762	0.061955	0.064403	0.051041	0.056353	0.078266	0.064754	0.084863	0.064015	0.078996	0.11545	0.10211	0.0541	0.055001	0.076291	0.079377	0.063269	0.10371	0.057074	0.056477	0.060205
EA_G__ZNF570	6.2209	3.8371	6.9507	7.0008	6.7236	6.3329	6.9575	5.7485	6.7809	7.4409	6.1684	5.8194	5.9081	8.6266	6.7966	6.4487	7.2405	5.5653	4.738	5.9587	5.7712	7.7853	3.8864	6.2436	6.9029	6.1162	4.4403	6.4307	5.2091	5.6027	5.2619	5.153	6.428	6.5562	3.7192	4.5389
Meth__cg11221513__C22orf9	0.11619	0.043502	0.82331	0.12068	0.040869	0.55649	0.045073	0.036901	0.031409	0.049543	0.13926	0.51212	0.1948	0.16915	0.039156	0.10878	0.04443	0.057425	0.030262	0.20031	0.077313	0.062436	0.84438	0.1043	0.062717	0.3967	0.074429	0.041808	0.039735	0.034391	0.053621	0.18073	0.067811	0.044532	0.1133	0.03885
Meth__cg23750556__SRPX	0.57547	0.03967	0.077326	0.039758	0.10937	0.063728	0.056613	0.092814	0.17199	0.04864	0.063118	0.62571	0.14045	0.5368	0.15704	0.09488	0.074685	0.49953	0.066143	0.048876	0.069912	0.065096	0.14904	0.50601	0.065114	0.4081	0.11575	0.60722	0.065813	0.63001	0.040163	0.083536	0.07777	0.46482	0.2708	0.065458
Meth__cg04156850__GRB2	0.06477	0.23369	0.5255	0.46924	0.17551	0.064252	0.25719	0.54418	0.063313	0.18401	0.11193	0.10058	0.81832	0.046686	0.065052	0.46763	0.077076	0.12337	0.054539	0.2483	0.13356	0.45443	0.12958	0.33173	0.12527	0.10652	0.15665	0.23509	0.071472	0.15247	0.3548	0.64814	0.11787	0.10231	0.15753	0.35359
Meth__cg06117855__CLEC3B	0.045261	0.054418	0.91015	0.10858	0.039315	0.83982	0.070184	0.94735	0.05711	0.055796	0.19976	0.82383	0.25827	0.043121	0.049985	0.13727	0.21962	0.098188	0.035615	0.04931	0.11105	0.88844	0.45706	0.089976	0.11861	0.076369	0.12579	0.070477	0.55625	0.058381	0.9165	0.11426	0.059652	0.042773	0.070586	0.078879
EA_G__IRF9	6.9987	5.7972	6.5448	6.4872	9.006	7.0059	5.6445	7.1758	7.357	6.9788	7.1472	7.7845	7.583	7.7266	7.061	6.5593	6.0724	9.0531	6.4571	7.1904	6.8928	6.572	6.2395	7.5352	8.6384	6.0192	6.1231	6.3522	7.2759	5.5514	5.9676	5.5177	6.4678	5.6357	5.2085	5.0718
Meth__cg23055678__IL1RAPL2	0.26857	0.052263	0.073571	0.063446	0.063097	0.48399	0.059453	0.11636	0.17396	0.047069	0.78155	0.080214	0.086605	0.045573	0.16096	0.17702	0.17818	0.11499	0.04654	0.055978	0.057907	0.11715	0.26829	0.058498	0.1155	0.14515	0.07202	0.069614	0.057326	0.14307	0.062972	0.23192	0.10003	0.48855	0.091326	0.054432
Meth__cg26717786__FLJ44861	0.050443	0.17057	0.12371	0.12935	0.038215	0.035858	0.18186	0.20069	0.035831	0.043108	0.37572	0.66241	0.77518	0.045447	0.042974	0.44779	0.052985	0.12743	0.044455	0.10875	0.16476	0.93725	0.37934	0.087889	0.045414	0.26006	0.1015	0.03978	0.089516	0.11065	0.038754	0.052663	0.064656	0.042889	0.06075	0.049158
Meth__cg20437604__ANXA9	0.05644	0.13078	0.058012	0.20498	0.041987	0.81214	0.037814	0.84478	0.12038	0.042474	0.13045	0.13139	0.14321	0.11878	0.12825	0.80871	0.70035	0.18259	0.33489	0.075065	0.066515	0.75054	0.54806	0.093732	0.15435	0.26852	0.11126	0.80612	0.85484	0.18334	0.14094	0.047857	0.049197	0.061701	0.1418	0.18337
Meth__cg10549188__ANP32E	0.059902	0.078788	0.67564	0.084028	0.19931	0.05755	0.064696	0.040394	0.048529	0.071047	0.088268	0.16631	0.8763	0.039981	0.051043	0.067198	0.081157	0.18246	0.063738	0.19906	0.23741	0.079531	0.10067	0.085294	0.13799	0.13802	0.1754	0.053534	0.074902	0.11015	0.086307	0.066996	0.14875	0.042387	0.054227	0.043438
