Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__VAV3	6.6139	7.1379	7.0703	8.3207	8.416	8.4371	8.5097	7.4218	5.5936	6.3399	6.8818	6.9613	6.2428	8.366	6.9085	7.5863	7.8535	6.6148	5.7006	6.4528	6.1239	5.5022	8.7219	7.0271	8.7019	6.3496	5.5358	5.611	5.8513	9.0343	7.2773	7.438	8.7886	7.663	6.9197	6.7062
U133A__ZNF544	6.9864	6.6867	8.7357	6.9637	7.6542	7.1156	7.4338	7.4326	7.681	7.4451	6.6237	8.1072	6.7879	7.0077	6.8549	7.3676	6.9216	7.1203	7.0009	6.9974	6.3988	7.2039	7.0974	7.1081	6.2996	6.724	7.0081	6.8126	6.8659	7.3366	7.3685	6.3543	6.967	6.629	6.3383	6.9272
Meth__cg26616347__IRF5	0.14677	0.058382	0.38473	0.33128	0.43503	0.81039	0.2491	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.10286	0.31604	0.29645	0.098395	0.1091	0.40374	0.1771	0.47389	0.46016	0.18779	0.094738	0.11156	0.06692	0.60522	0.12047	0.055207	0.62283	0.041242	0.19644	0.17922	0.58015	0.31227	0.45994
Meth__cg10872209__ARL3	0.071382	0.17389	0.20086	0.83849	0.42853	0.18749	0.50659	0.14587	0.79258	0.54816	0.12925	0.64322	0.53213	0.61448	0.16805	0.14879	0.23764	0.16371	0.10638	0.10366	0.73753	0.45719	0.5736	0.17271	0.21484	0.17577	0.050043	0.43808	0.16631	0.32222	0.38352	0.042949	0.061275	0.81327	0.18969	0.12074
Meth__cg02376163__FBXO38	0.10246	0.072096	0.45044	0.87192	0.097095	0.33697	0.06348	0.10162	0.10666	0.10264	0.09131	0.17179	0.11552	0.10888	0.12179	0.068999	0.20244	0.085331	0.063567	0.13115	0.089067	0.132	0.11987	0.081729	0.15615	0.19104	0.06289	0.074571	0.09133	0.099488	0.062649	0.057233	0.11404	0.078731	0.076953	0.10132
Meth__cg19407266__FLJ39827	0.56797	0.031621	0.039511	0.037651	0.052519	0.026917	0.04191	0.33958	0.46191	0.066355	0.031688	0.59657	0.35206	0.42658	0.54854	0.46053	0.24478	0.035865	0.023054	0.032068	0.2104	0.12911	0.043176	0.18029	0.42651	0.22269	0.54388	0.02368	0.59806	0.032381	0.020774	0.58646	0.074175	0.50256	0.36578	0.034
Meth__cg21908259__FKBP11	0.056052	0.93424	0.97112	0.082507	0.785	0.97115	0.049553	0.98345	0.98306	0.6772	0.092084	0.062123	0.95497	0.97469	0.95902	0.048193	0.75609	0.043936	0.055737	0.064766	0.97764	0.95431	0.044301	0.080635	0.10646	0.50497	0.052578	0.058446	0.14368	0.98425	0.96863	0.69755	0.94251	0.78646	0.80961	0.97598
Meth__cg06353318__OTOP2	0.31641	0.084528	0.87134	0.55347	0.34029	0.63523	0.58603	0.95563	0.075636	0.18094	0.94011	0.8847	0.90331	0.089329	0.30286	0.23585	0.072175	0.053768	0.96928	0.90783	0.071333	0.82868	0.8733	0.19351	0.93447	0.086453	0.05531	0.097933	0.05941	0.29125	0.093963	0.95288	0.13373	0.16733	0.17561	0.38995
U133A__GALNT7	10.2749	7.7966	5.6985	7.8677	6.8942	5.9383	6.9964	6.6851	5.6639	3.9737	5.7113	7.3988	7.0344	7.7397	4.6655	5.1799	8.3199	6.9868	6.8564	5.8593	5.811	7.0977	8.8145	8.7549	8.0766	7.524	6.8101	7.2673	6.1104	10.1522	8.9872	9.6661	5.5302	7.9458	7.9301	7.8191
Meth__cg15149645__P8	0.050147	0.040901	0.070774	0.12744	0.96395	0.70386	0.043613	0.12504	0.050997	0.67503	0.88957	0.13996	0.078476	0.049814	0.4094	0.069505	0.10179	0.052938	0.92262	0.92538	0.85351	0.87916	0.70763	0.080645	0.087575	0.37934	0.039511	0.496	0.49656	0.92561	0.031952	0.047775	0.085726	0.17721	0.41613	0.90863
Meth__cg19968631__GLRA3	0.048604	0.043581	0.79821	0.43568	0.037797	0.44483	0.052862	0.91697	0.070087	0.063446	0.33397	0.078334	0.55457	0.17221	0.089614	0.11367	0.16659	0.73828	0.053003	0.050881	0.052675	0.089064	0.049878	0.064258	0.86213	0.060074	0.081425	0.39561	0.39209	0.042402	0.027202	0.9283	0.053786	0.051154	0.27789	0.2635
Meth__cg04733388__UBE1DC1	0.075317	0.051554	0.063193	0.10023	0.49806	0.050019	0.063641	0.046631	0.072448	0.10293	0.054842	0.062565	0.10762	0.073962	0.065415	0.041479	0.0671	0.041658	0.65048	0.3613	0.094518	0.12123	0.25529	0.0875	0.11468	0.15921	0.03337	0.037602	0.048948	0.94096	0.039192	0.038481	0.10352	0.062175	0.57072	0.68825
Meth__cg04915182__RASGEF1C	0.10526	0.11001	0.09036	0.10625	0.070717	0.10016	0.10626	0.10282	0.073338	0.080964	0.068557	0.072418	0.31767	0.072627	0.072721	0.10223	0.082921	0.37596	0.089229	0.081254	0.092239	0.63034	0.086743	0.10148	0.089253	0.083854	0.20637	0.40047	0.10326	0.049469	0.097107	0.06866	0.12788	0.078187	0.083182	0.081568
U133A__HSPB1	9.8381	11.9878	10.658	11.1392	12.1917	10.9092	12.4619	9.7586	9.4377	11.9863	10.4327	11.9422	9.7152	7.6241	10.821	9.9102	10.7294	10.9497	11.5674	12.3547	10.3616	10.0079	11.75	11.1248	7.7425	11.0928	10.9232	10.4221	10.3461	8.3736	11.3463	7.4763	12.0345	11.6336	10.7593	11.8178
Meth__cg04633513__AVPR1B	0.055829	0.053088	0.87055	0.16914	0.32949	0.30042	0.72962	0.69208	0.049053	0.46149	0.58999	0.14824	0.77673	0.054623	0.68341	0.058729	0.064063	0.053491	0.81512	0.61485	0.66174	0.51877	0.20534	0.10693	0.56035	0.11341	0.040325	0.051238	0.062868	0.25366	0.052329	0.63615	0.11922	0.14528	0.34705	0.56141
U133A__FUT8	5.6391	7.1577	6.5198	7.0649	8.3524	6.9182	8.4013	5.8561	5.7352	6.273	6.072	5.5051	7.2262	6.3162	5.7325	7.258	5.4207	7.0337	8.5833	8.8413	7.2275	6.6699	7.9813	6.5994	8.5014	6.404	6.9045	6.0776	6.1045	7.824	5.3298	5.6915	5.9146	7.2299	6.694	7.3654
Meth__cg22753768__BAP1	0.050487	0.053902	0.058316	0.12931	0.053689	0.22875	0.069352	0.045633	0.058157	0.072226	0.044405	0.08258	0.1233	0.064719	0.063442	0.41095	0.08948	0.036366	0.051583	0.059515	0.076175	0.18666	0.071973	0.070091	0.23728	0.082604	0.058894	0.050699	0.046859	0.069377	0.0516	0.049275	0.089176	0.10903	0.048199	0.04885
Meth__cg04166304__C14orf106	0.19404	0.014411	0.019935	0.016915	0.015703	0.056698	0.0168	0.01638	0.02183	0.020946	0.021441	0.016867	0.029715	0.015809	0.015419	0.013709	0.04342	0.014023	0.011506	0.017787	0.018324	0.028497	0.022705	0.04258	0.032139	0.026297	0.019905	0.015912	0.017742	0.012554	0.017537	0.063616	0.030307	0.016545	0.11453	0.10627
Meth__cg17084361__CDS1	0.038155	0.038477	0.052056	0.045718	0.027147	0.24795	0.042672	0.047262	0.041943	0.06258	0.029819	0.086377	0.084603	0.036506	0.042478	0.032436	0.082858	0.24786	0.024969	0.046109	0.073784	0.28336	0.049938	0.10648	0.043892	0.062855	0.1518	0.03252	0.063496	0.032964	0.029237	0.050114	0.064434	0.046204	0.04896	0.040958
Meth__cg00293409__LRRC33	0.10637	0.12389	0.86929	0.65691	0.21398	0.59895	0.44672	0.55668	0.067927	0.67269	0.33423	0.19407	0.76821	0.087808	0.63162	0.061193	0.14869	0.088835	0.82293	0.83828	0.5731	0.20387	0.78566	0.075699	0.61706	0.14417	0.093769	0.084287	0.079191	0.45592	0.078025	0.53704	0.11194	0.070235	0.47122	0.60289
Meth__cg11115427__PHYH	0.058683	0.051412	0.46199	0.28891	0.33903	0.41661	0.24816	0.18162	0.038555	0.060056	0.22801	0.47229	0.20066	0.049537	0.43934	0.1406	0.099289	0.076025	0.16163	0.18093	0.169	0.18916	0.14221	0.053805	0.36458	0.16467	0.033849	0.29227	0.074325	0.23271	0.048824	0.04716	0.083269	0.033531	0.084219	0.057425
Meth__cg01726775__C1RL	0.033715	0.61205	0.036024	0.51692	0.44691	0.037004	0.83469	0.036875	0.028017	0.84225	0.031447	0.17154	0.051108	0.22415	0.038484	0.028107	0.058237	0.031359	0.87136	0.87706	0.80127	0.063158	0.84009	0.3116	0.86029	0.54072	0.4782	0.042026	0.038345	0.8457	0.53985	0.17678	0.11507	0.86975	0.353	0.09361
Meth__cg18050213__FAM14A	0.020882	0.016926	0.02931	0.12416	0.026805	0.3119	0.022372	0.032859	0.071195	0.025075	0.035689	0.032552	0.04484	0.069513	0.31199	0.020848	0.048724	0.018318	0.019469	0.060252	0.021587	0.075067	0.028661	0.04298	0.043209	0.029691	0.023961	0.017853	0.015347	0.019876	0.021694	0.025942	0.092427	0.030149	0.020956	0.024602
Meth__cg15589354__KIAA0133	0.069491	0.055824	0.28986	0.13861	0.11305	0.18098	0.13592	0.26174	0.10436	0.088921	0.043706	0.23593	0.13114	0.086058	0.076634	0.063542	0.13614	0.086377	0.10056	0.10036	0.12378	0.53534	0.18391	0.20642	0.089328	0.1429	0.082258	0.036398	0.086526	0.39082	0.12493	0.075672	0.12804	0.56532	0.068287	0.072417
Meth__cg16500334__SUMO3	0.071086	0.05544	0.84902	0.13956	0.84688	0.96331	0.86135	0.093899	0.14976	0.3914	0.091739	0.37706	0.90265	0.14668	0.048993	0.26513	0.083885	0.13473	0.2762	0.2909	0.36509	0.10652	0.4667	0.053785	0.083508	0.054851	0.038402	0.10175	0.29413	0.36469	0.090697	0.11537	0.15148	0.36885	0.1277	0.64767
Meth__cg21265783__CYLN2	0.050283	0.13251	0.16258	0.10291	0.091559	0.37699	0.2174	0.062986	0.039684	0.051833	0.081264	0.16918	0.32326	0.046433	0.065126	0.039132	0.090712	0.036783	0.5043	0.19361	0.046214	0.11988	0.34843	0.051927	0.66821	0.098293	0.037691	0.038576	0.034033	0.065133	0.049408	0.41743	0.11117	0.078056	0.056456	0.046261
Meth__cg23709838__SLC35A2	0.50631	0.052129	0.0687	0.066442	0.07916	0.04942	0.075545	0.10253	0.32124	0.054117	0.072253	0.36332	0.089473	0.2743	0.18313	0.065117	0.36005	0.084098	0.060563	0.065196	0.058245	0.11444	0.42699	0.24505	0.42414	0.07445	0.52232	0.062779	0.073307	0.095824	0.057832	0.11653	0.065284	0.4321	0.094758	0.057925
Meth__cg04662594__EPB49	0.14413	0.057739	0.6964	0.72603	0.43097	0.20208	0.13383	0.42758	0.54008	0.54104	0.20677	0.91205	0.57936	0.51442	0.43806	0.83929	0.28194	0.029777	0.50257	0.29226	0.36075	0.51277	0.22274	0.069732	0.14622	0.10254	0.2259	0.084931	0.046752	0.15904	0.091194	0.56983	0.10303	0.16409	0.081246	0.060638
Meth__cg10677787__DHRS4L2	0.038523	0.40797	0.042059	0.58618	0.38455	0.81045	0.052247	0.69267	0.34479	0.23078	0.044825	0.54986	0.54924	0.45056	0.3491	0.033738	0.37548	0.032138	0.43481	0.5205	0.4679	0.075097	0.40488	0.0794	0.4887	0.39179	0.12391	0.050267	0.030475	0.18196	0.05099	0.40045	0.054617	0.042673	0.25579	0.30728
Meth__cg06123346__ATP4A	0.072149	0.042943	0.40531	0.57984	0.37544	0.08304	0.096061	0.4533	0.037512	0.13282	0.20349	0.57916	0.12375	0.049899	0.41215	0.15139	0.054883	0.044314	0.4666	0.24426	0.11383	0.09273	0.089856	0.10716	0.069293	0.10134	0.093641	0.053729	0.054402	0.093918	0.039072	0.12284	0.12559	0.11846	0.097931	0.063226
Meth__cg15044073__SWAP70	0.029864	0.0489	0.45763	0.12005	0.071325	0.33724	0.080868	0.060776	0.047213	0.051439	0.072094	0.051905	0.18251	0.041209	0.056923	0.035227	0.063552	0.03079	0.079509	0.048823	0.035294	0.3457	0.38105	0.052732	0.69047	0.05596	0.034185	0.036369	0.17093	0.23123	0.029561	0.050761	0.057052	0.04412	0.037183	0.086014
U133A__CAV2	3.628	3.1779	7.8332	3.3923	3.0698	7.8986	2.8462	7.2226	3.0586	4.8437	4.7763	8.2912	7.4602	3.682	7.035	7.4937	8.1446	7.6605	4.8362	4.751	7.6109	7.438	2.9043	3.4366	3.0974	3.3199	7.4425	7.9614	7.5886	3.3399	6.4715	4.8789	2.8856	3.9524	2.9463	2.6443
Meth__cg04001842__LOC405753	0.42231	0.013454	0.92431	0.91468	0.30446	0.3816	0.43997	0.96646	0.02143	0.61498	0.91355	0.27089	0.93513	0.026374	0.39497	0.10598	0.048631	0.017523	0.816	0.86576	0.92077	0.68735	0.90487	0.028041	0.65477	0.030067	0.031375	0.022485	0.019485	0.55216	0.01996	0.75867	0.088957	0.4981	0.34543	0.63526
Meth__cg20134151__PPP1R14C	0.21995	0.39223	0.84474	0.93492	0.10634	0.81803	0.89595	0.025193	0.46482	0.10048	0.22771	0.71875	0.75696	0.30992	0.12475	0.057275	0.12855	0.090696	0.93507	0.92317	0.055468	0.67879	0.95115	0.067027	0.89126	0.16682	0.038161	0.024421	0.11232	0.93495	0.046231	0.85317	0.38457	0.92832	0.70876	0.46403
Meth__cg17385674__ARID1A	0.051877	0.022962	0.038829	0.12355	0.063215	0.030001	0.18593	0.027416	0.48332	0.61778	0.040007	0.51283	0.10669	0.32617	0.073968	0.047775	0.064247	0.022593	0.029274	0.062033	0.055304	0.059189	0.054147	0.097792	0.083348	0.071238	0.024082	0.017381	0.049064	0.032986	0.070841	0.027377	0.0462	0.33722	0.034363	0.042217
Meth__cg00128197__HADH2	0.49726	0.031298	0.063468	0.033802	0.1722	0.036976	0.056692	0.059358	0.20582	0.16276	0.044086	0.35085	0.30385	0.19521	0.031378	0.04334	0.24749	0.044675	0.029154	0.044457	0.52707	0.14037	0.038727	0.11745	0.54257	0.19952	0.49615	0.033476	0.44137	0.045859	0.032928	0.048549	0.073171	0.39988	0.26957	0.039501
Meth__cg00405677__HAND1	0.12806	0.043478	0.61401	0.33835	0.042496	0.50758	0.62112	0.3364	0.66866	0.039876	0.62982	0.78211	0.72054	0.66022	0.78566	0.053745	0.082824	0.16769	0.70961	0.73021	0.52242	0.45153	0.88108	0.03547	0.77458	0.11106	0.049989	0.047425	0.22312	0.035757	0.050224	0.6076	0.066103	0.87589	0.36136	0.44211
Meth__cg09360654__MUTYH	0.13669	0.072242	0.085718	0.64848	0.29374	0.07973	0.26931	0.10703	0.27945	0.34488	0.065452	0.61886	0.15197	0.27735	0.12243	0.07476	0.12868	0.060982	0.12277	0.20638	0.38716	0.16635	0.17191	0.30443	0.10927	0.15336	0.061424	0.055745	0.11895	0.068436	0.079153	0.084842	0.17645	0.1816	0.074068	0.083874
Meth__cg08097973__NUMA1	0.10976	0.053274	0.079607	0.058325	0.052638	0.94915	0.10459	0.2317	0.085981	0.054927	0.076555	0.3951	0.068898	0.089345	0.25135	0.89769	0.10156	0.83911	0.043424	0.060262	0.90976	0.88489	0.086794	0.12639	0.094368	0.084836	0.67872	0.9615	0.93089	0.059462	0.049918	0.063393	0.12064	0.078519	0.080645	0.049587
Meth__cg17687962__KLK3	0.65265	0.016568	0.9567	0.96948	0.47005	0.22405	0.30346	0.95678	0.031575	0.59288	0.15276	0.92153	0.90168	0.36043	0.82022	0.94326	0.021891	0.012768	0.92106	0.75123	0.26362	0.11229	0.70605	0.050115	0.60622	0.028889	0.033748	0.020734	0.025381	0.92614	0.13207	0.95762	0.086372	0.93971	0.27615	0.26295
Meth__cg13631259__NUDT8	0.095112	0.11103	0.14713	0.50161	0.34255	0.11607	0.14408	0.067273	0.14318	0.10143	0.10339	0.20845	0.21991	0.12548	0.13162	0.10968	0.16074	0.096695	0.094229	0.13804	0.29535	0.099208	0.0993	0.12599	0.19382	0.13232	0.067578	0.10078	0.071934	0.088439	0.13617	0.084181	0.14561	0.60467	0.13065	0.11973
Meth__cg09413557__S100A6	0.030585	0.53436	0.03113	0.033124	0.14395	0.59541	0.039195	0.034683	0.96267	0.57648	0.16096	0.017639	0.63744	0.68515	0.10997	0.026498	0.058238	0.034959	0.66241	0.52445	0.038679	0.053248	0.033652	0.042419	0.47544	0.1352	0.029632	0.026279	0.023401	0.46684	0.02607	0.028008	0.031213	0.1551	0.27423	0.15056
Meth__cg25954162__MLC1SA	0.077834	0.063692	0.095462	0.30266	0.13593	0.077487	0.10718	0.081179	0.088141	0.69461	0.0893	0.45111	0.38088	0.12636	0.087678	0.10634	0.10455	0.067405	0.1588	0.20244	0.25827	0.212	0.22886	0.12893	0.16555	0.17424	0.036777	0.060522	0.087854	0.73416	0.10317	0.41275	0.20278	0.21896	0.081052	0.093826
Meth__cg12650011__TSPAN12	0.036486	0.016254	0.034699	0.027511	0.02947	0.097188	0.029729	0.034392	0.023319	0.036408	0.021553	0.038412	0.2992	0.028555	0.029531	0.047993	0.037993	0.037131	0.023397	0.028979	0.035118	0.069056	0.046958	0.038211	0.10851	0.034539	0.040808	0.033195	0.031956	0.029451	0.03625	0.054393	0.084583	0.05519	0.042071	0.03087
U133A__EFNA1	7.4693	9.3579	7.8341	7.5136	8.376	6.6392	8.3622	9.1469	8.2413	7.3582	8.6901	7.1272	7.1407	7.8695	7.9285	6.7005	8.463	5.9166	7.5664	7.1332	6.1636	5.6049	7.2607	6.8021	7.6601	8.13	5.6522	7.3104	5.6485	7.3048	7.8227	7.0874	7.6772	9.5736	8.8508	7.5574
Meth__cg03192551__CGI-69	0.20659	0.37818	0.10054	0.94186	0.91837	0.067224	0.79715	0.037424	0.64133	0.93083	0.048387	0.49776	0.5771	0.59144	0.6476	0.08292	0.27532	0.062931	0.82364	0.60592	0.45696	0.059511	0.7956	0.23197	0.10326	0.45726	0.033137	0.033867	0.76488	0.032031	0.027568	0.030667	0.88373	0.10366	0.033806	0.038808
Meth__cg15057726__MCM2	0.064261	0.62491	0.13443	0.47995	0.16605	0.077996	0.064309	0.045923	0.042037	0.3097	0.066359	0.052845	0.63732	0.17893	0.10954	0.046954	0.091992	0.031028	0.041578	0.05989	0.33622	0.1103	0.51234	0.059662	0.086553	0.12619	0.034821	0.036003	0.034768	0.038436	0.033568	0.031635	0.1003	0.05828	0.12749	0.058292
Meth__cg10848367__SCGB1D2	0.13291	0.66283	0.56081	0.83419	0.70218	0.05649	0.67215	0.42096	0.11872	0.56893	0.73871	0.86579	0.84089	0.26942	0.63822	0.082843	0.14277	0.070124	0.49419	0.81212	0.069387	0.098629	0.93195	0.35797	0.77717	0.80527	0.094425	0.05819	0.081775	0.9156	0.49364	0.75783	0.10726	0.16784	0.62968	0.85036
U133A__IFI16	3.4777	3.1755	3.8969	3.3998	3.3054	3.4149	3.2298	3.3268	4.3834	3.2415	7.453	7.4822	8.0539	3.4683	3.2823	7.7387	8.672	6.3618	3.2559	3.2911	8.6003	5.4957	3.2197	4.3811	3.2231	3.4776	3.3309	5.1569	8.4945	3.4061	5.2288	3.2462	3.3309	3.0926	3.2529	3.0938
Meth__cg01910452__BCAP31	0.72053	0.039727	0.046472	0.045078	0.43182	0.022293	0.042812	0.7664	0.031407	0.03962	0.051988	0.035828	0.06516	0.033746	0.50577	0.62244	0.069554	0.041852	0.049712	0.037639	0.45089	0.07056	0.043719	0.53166	0.34854	0.09669	0.60155	0.025351	0.62007	0.025047	0.031819	0.15806	0.097826	0.71123	0.49794	0.038176
Meth__cg16787600__SORCS3	0.94259	0.073766	0.21724	0.12988	0.46936	0.94294	0.88279	0.73819	0.25592	0.058595	0.83925	0.83805	0.78897	0.36962	0.095712	0.63859	0.091624	0.068447	0.94687	0.87868	0.18454	0.89459	0.81836	0.095854	0.92638	0.15118	0.069323	0.060157	0.11144	0.091159	0.62723	0.85142	0.88819	0.125	0.070409	0.091574
Meth__cg16534233__FAM80A	0.052849	0.057807	0.59088	0.048013	0.033276	0.077058	0.054087	0.076459	0.037381	0.053194	0.22323	0.03834	0.48308	0.046003	0.035899	0.048911	0.090006	0.29266	0.031473	0.045569	0.052943	0.59876	0.044994	0.11406	0.059681	0.072399	0.039255	0.058894	0.40565	0.029094	0.049526	0.062574	0.099038	0.042913	0.050687	0.064749
Meth__cg14611174__SIX6	0.50362	0.048718	0.64341	0.49204	0.50542	0.68193	0.65051	0.24594	0.046979	0.048967	0.73018	0.11387	0.64724	0.2632	0.10179	0.084451	0.072457	0.044316	0.40498	0.29928	0.062369	0.46362	0.46061	0.073658	0.62179	0.086547	0.051092	0.040063	0.06843	0.84722	0.042862	0.19328	0.11035	0.59281	0.38734	0.55834
Meth__cg22165685__VENTX	0.1737	0.012073	0.97885	0.35452	0.28109	0.9625	0.5144	0.34952	0.077573	0.15722	0.90719	0.7401	0.86278	0.068839	0.52483	0.71161	0.032816	0.014785	0.84188	0.92102	0.97426	0.83353	0.5623	0.033961	0.95391	0.019295	0.10413	0.027844	0.47031	0.023509	0.018074	0.61641	0.35463	0.74946	0.21104	0.23042
Meth__cg02543879__VPS36	0.058773	0.04508	0.046793	0.055514	0.020691	0.022762	0.043607	0.080146	0.046271	0.021968	0.14774	0.023097	0.047307	0.037134	0.022786	0.041039	0.045533	0.01314	0.030908	0.048546	0.058054	0.047948	0.054637	0.041373	0.066552	0.032582	0.017359	0.028604	0.019113	0.019063	0.019278	0.015988	0.16888	0.028672	0.026423	0.034538
Meth__cg07864632__TRIP12	0.048921	0.40984	0.069061	0.079124	0.089538	0.046805	0.63421	0.068828	0.05293	0.75428	0.048793	0.094144	0.15128	0.077959	0.053146	0.037898	0.088566	0.034536	0.27101	0.082685	0.32091	0.38403	0.14376	0.068167	0.10781	0.52663	0.043776	0.038172	0.096879	0.67073	0.098928	0.14466	0.099951	0.10778	0.13061	0.20679
Meth__cg15462232__FOXD3	0.070551	0.057167	0.082066	0.079234	0.04364	0.052751	0.12228	0.075652	0.073932	0.071232	0.071786	0.071121	0.083004	0.04122	0.49395	0.065193	0.10951	0.038354	0.063174	0.078753	0.085859	0.13006	0.070153	0.068349	0.10348	0.079679	0.042278	0.050129	0.040229	0.043609	0.04502	0.046451	0.28259	0.75328	0.080208	0.090683
Meth__cg09060849__GGA2	0.080399	0.063841	0.092079	0.075841	0.083572	0.047443	0.078546	0.090407	0.057152	0.044734	0.071977	0.076299	0.15238	0.059493	0.065516	0.073137	0.088393	0.12231	0.055236	0.068175	0.13441	0.21192	0.067822	0.13829	0.10746	0.072907	0.057266	0.072651	0.78526	0.088092	0.034354	0.076991	0.16275	0.07238	0.074713	0.083794
Meth__cg03379131__ADAM15	0.038155	0.035171	0.06272	0.037898	0.051904	0.031081	0.040061	0.04088	0.032024	0.035197	0.044352	0.040233	0.088352	0.037724	0.0471	0.038375	0.05325	0.028956	0.062654	0.073345	0.51723	0.080368	0.051839	0.074455	0.070107	0.073372	0.034303	0.028181	0.027256	0.030087	0.041515	0.024483	0.051292	0.079409	0.03157	0.033133
Meth__cg00947275__LAS1L	0.41734	0.064675	0.12975	0.084906	0.070964	0.073845	0.10972	0.45454	0.086403	0.078139	0.075924	0.11533	0.127	0.22246	0.12401	0.42937	0.20549	0.15567	0.1177	0.11819	0.057396	0.14608	0.12511	0.23856	0.35368	0.11606	0.15367	0.08662	0.079829	0.065185	0.055722	0.3242	0.27707	0.078068	0.077944	0.084867
Meth__cg14854487__LAMP2	0.564	0.031949	0.03199	0.042164	0.22737	0.025042	0.045858	0.32788	0.42662	0.026675	0.052853	0.026073	0.06892	0.37255	0.063562	0.59922	0.11665	0.035661	0.025168	0.034539	0.032207	0.067828	0.046999	0.28527	0.52416	0.075761	0.57047	0.03545	0.3582	0.041364	0.033371	0.19151	0.19444	0.65888	0.053454	0.031216
Meth__cg17966619__NT5E	0.040517	0.1577	0.042823	0.37337	0.31474	0.036528	0.97962	0.042277	0.045927	0.044252	0.67636	0.5893	0.62422	0.62758	0.60561	0.040881	0.072581	0.027898	0.67819	0.089483	0.044216	0.057021	0.042381	0.24556	0.96949	0.10606	0.032434	0.036631	0.027918	0.14517	0.04974	0.60623	0.95359	0.04968	0.12752	0.84056
U133A__ALDH3B2	6.5658	8.7068	6.0898	9.5624	8.1606	5.2722	7.965	6.0893	7.5457	8.0414	6.9725	7.2269	5.3528	10.1542	6.3245	4.9788	4.7615	5.3712	6.066	6.2633	5.4095	4.5362	10.3719	7.7701	8.9937	7.1355	4.5919	5.4648	4.9338	7.1044	9.7612	8.5803	7.4248	8.7639	9.0773	8.4681
SNP__LOC402095	0.006	0.099	0.191	-0.053	-0.097	-0.173	-0.161	-0.06	-0.202	-0.071	-3.064	0.029	0.046	-0.061	-0.404	-0.742	0.019	-0.01	0.082	0.096	-0.16	-4.366	0.429	-0.033	-3.944	0.067	0.161	-0.168	-0.029	-0.096	0.009	0.03	-3.42	-0.806	-0.066	-0.373
U133A__IL6ST	7.5935	7.0793	6.0749	5.4211	8.567	8.125	7.0206	5.2974	6.534	6.7419	6.7623	7.0733	6.731	6.9801	7.0261	7.9029	7.3889	8.7535	5.2886	5.2522	7.2806	7.3972	7.6621	8.1222	3.4946	6.5663	6.341	6.8491	8.4642	6.1815	7.4497	7.8678	7.8973	8.0668	6.8129	6.5801
Meth__cg17457560__NRG1	0.062442	0.64034	0.96517	0.38225	0.036171	0.033123	0.088411	0.79793	0.19776	0.052707	0.62582	0.037067	0.79129	0.19403	0.028217	0.052537	0.089831	0.024417	0.33392	0.12293	0.051874	0.072157	0.58553	0.071782	0.87292	0.6155	0.031185	0.03838	0.031249	0.55875	0.056155	0.57709	0.92765	0.06477	0.035407	0.036408
Meth__cg21885525__SCYE1	0.093543	0.062949	0.070893	0.057299	0.043458	0.095377	0.063082	0.08616	0.07155	0.057232	0.05382	0.051061	0.17312	0.058796	0.097188	0.077805	0.097599	0.085508	0.053022	0.068062	0.13141	0.25325	0.052931	0.11907	0.11357	0.1146	0.065171	0.10541	0.096196	0.078608	0.059178	0.077224	0.20576	0.1064	0.078829	0.082569
U133A__MYLIP	6.25	6.9508	6.3273	6.7777	6.3276	4.7525	7.3267	5.5464	6.9503	7.7358	6.2283	6.7797	5.847	6.6923	6.4724	6.1119	5.8868	5.7605	6.2882	6.4799	5.0222	5.9602	6.7489	6.3817	6.16	6.2006	5.2242	6.0862	5.3436	6.8308	5.9241	5.6126	6.095	5.7256	7.4054	5.7174
Meth__cg03717979__MSX1	0.041866	0.040405	0.95938	0.44024	0.63399	0.07746	0.94918	0.94094	0.050841	0.51928	0.035478	0.56395	0.89579	0.49207	0.92889	0.36494	0.1307	0.57364	0.63684	0.84598	0.13781	0.89682	0.6054	0.074684	0.91319	0.14792	0.037803	0.028587	0.035677	0.032434	0.029888	0.21323	0.089823	0.04838	0.50705	0.62672
Meth__cg10455133__ARAF	0.57702	0.01636	0.039045	0.02242	0.22203	0.019956	0.021853	0.02047	0.1059	0.021029	0.018694	0.55634	0.23393	0.078369	0.43542	0.019769	0.096665	0.016408	0.017083	0.019226	0.16293	0.026784	0.57023	0.039788	0.2108	0.065829	0.58157	0.021539	0.66276	0.019498	0.01974	0.028993	0.018582	0.52	0.080908	0.016325
Meth__cg25945374__KHDRBS3	0.081464	0.07606	0.33947	0.32748	0.089222	0.55953	0.26825	0.45324	0.10556	0.050303	0.45058	0.066946	0.31168	0.12612	0.19557	0.17578	0.11931	0.052756	0.19888	0.070053	0.3092	0.084108	0.075685	0.055965	0.37182	0.16093	0.057582	0.035051	0.031104	0.43891	0.036191	0.8528	0.072662	0.24506	0.11032	0.31623
