Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg02582608__ALCAM	0.036979	0.030953	0.062754	0.047611	0.02209	0.028235	0.032083	0.056716	0.049269	0.037702	0.17912	0.047751	0.031739	0.045463	0.031623	0.042821	0.053283	0.027978	0.031238	0.047598	0.040725	0.043384	0.032484	0.065919	0.045726	0.047006	0.086111	0.085459	0.03186	0.02191	0.030826	0.045689	0.020627	0.35614	0.06064	0.043063	0.03101	0.052722
Meth__cg01072821__UNQ9391	0.45114	0.037627	0.085406	0.057255	0.036846	0.028713	0.049521	0.74107	0.84816	0.05224	0.5627	0.19736	0.1317	0.69451	0.078212	0.10382	0.10046	0.02522	0.21995	0.44339	0.039353	0.050599	0.667	0.21163	0.055201	0.048427	0.069619	0.052971	0.033697	0.033735	0.026408	0.036548	0.069136	0.048738	0.10531	0.61233	0.19734	0.2312
Meth__cg00618396__VBP1	0.59167	0.021061	0.035419	0.036582	0.21379	0.023087	0.040767	0.30721	0.02251	0.027062	0.025896	0.04244	0.035132	0.035839	0.4088	0.47096	0.05766	0.027691	0.026583	0.022186	0.44235	0.026947	0.55473	0.050611	0.029	0.042953	0.23467	0.067253	0.11816	0.017822	0.13361	0.020425	0.018638	0.15077	0.095553	0.69388	0.27368	0.034489
Meth__cg25852941__DNAJA5	0.074509	0.030277	0.24626	0.3787	0.064883	0.15974	0.081164	0.49771	0.065615	0.099909	0.074931	0.20996	0.2947	0.074634	0.28483	0.15188	0.34317	0.36461	0.06921	0.04338	0.22808	0.039186	0.2437	0.12205	0.27352	0.10506	0.11641	0.087785	0.042297	0.81648	0.27408	0.084885	0.13797	0.054618	0.072042	0.21707	0.62806	0.20037
Meth__cg02175308__SORT1	0.10448	0.081996	0.094699	0.13878	0.09837	0.42763	0.058084	0.089379	0.14557	0.12078	0.59406	0.077911	0.23285	0.13155	0.096626	0.085468	0.068036	0.36367	0.076853	0.062677	0.59178	0.26869	0.14073	0.21353	0.14311	0.15385	0.66309	0.32077	0.3296	0.068909	0.23101	0.064483	0.05413	0.41248	0.15959	0.13618	0.17502	0.11893
Meth__cg14815778__FAM58A	0.55547	0.12849	0.11162	0.17595	0.32818	0.053231	0.13161	0.44642	0.081069	0.088119	0.077679	0.17989	0.17606	0.094142	0.4046	0.42245	0.20253	0.1245	0.062544	0.082559	0.59113	0.63166	0.50748	0.33761	0.11507	0.37869	0.429	0.27403	0.49058	0.070243	0.26358	0.086189	0.11071	0.18268	0.29109	0.60706	0.37998	0.097151
Meth__cg04135543__ORF1-FL49	0.056857	0.057364	0.79412	0.076793	0.049092	0.051687	0.038102	0.042427	0.063198	0.064968	0.050934	0.083085	0.088832	0.057226	0.0523	0.039255	0.11914	0.044838	0.042399	0.049463	0.048807	0.32611	0.050827	0.1018	0.065032	0.060521	0.10965	0.099607	0.048129	0.041682	0.041909	0.051491	0.042562	0.039753	0.091893	0.062908	0.044733	0.049719
Meth__cg25299676__MET	0.11167	0.3314	0.079361	0.63473	0.8686	0.080464	0.87887	0.072298	0.6263	0.10221	0.72422	0.15016	0.1226	0.56836	0.074827	0.115	0.11607	0.057295	0.84998	0.81631	0.87009	0.77127	0.40467	0.10275	0.8547	0.25704	0.85325	0.74032	0.097353	0.055453	0.078799	0.92843	0.4754	0.82579	0.22114	0.44958	0.76647	0.87097
Meth__cg15262984__UBE2D4	0.043116	0.34098	0.049726	0.050056	0.039346	0.095604	0.063227	0.047322	0.15509	0.057544	0.033559	0.15971	0.33769	0.14225	0.1523	0.035361	0.084182	0.02848	0.043021	0.037328	0.040222	0.076699	0.070458	0.37783	0.050542	0.05461	0.12116	0.19291	0.048936	0.036396	0.048237	0.044242	0.038107	0.032474	0.1696	0.042931	0.034297	0.048455
Meth__cg19781053__TJP1	0.05372	0.05765	0.058039	0.061892	0.043071	0.18846	0.055673	0.16232	0.044455	0.067556	0.058444	0.0665	0.09413	0.064711	0.053227	0.040255	0.12321	0.038343	0.040489	0.052065	0.062305	0.06052	0.038826	0.072636	0.074953	0.062235	0.14941	0.080609	0.048361	0.03458	0.048042	0.10193	0.040275	0.050007	0.062937	0.063505	0.051584	0.048528
Meth__cg11713336__UBE2D2	0.044137	0.074292	0.061518	0.069573	0.064762	0.051297	0.223	0.054856	0.13277	0.3172	0.041213	0.064179	0.093579	0.097143	0.040141	0.048349	0.072064	0.04424	0.09215	0.080992	0.16155	0.053878	0.059615	0.093787	0.079927	0.074565	0.11597	0.14223	0.040253	0.034265	0.032754	0.16992	0.038315	0.077906	0.3453	0.040835	0.058507	0.069973
Meth__cg03161839__ARHGEF1	0.029776	0.029312	0.21654	0.042661	0.30068	0.092332	0.067432	0.44848	0.031873	0.043526	0.033575	0.05344	0.041053	0.032322	0.13803	0.04688	0.10158	0.0308	0.031652	0.034415	0.090845	0.038344	0.049949	0.045608	0.1031	0.04455	0.061168	0.042493	0.0426	0.035414	0.031133	0.43437	0.039162	0.041321	0.071793	0.03696	0.030918	0.059095
Meth__cg27063525__C6orf68	0.24935	0.030828	0.24797	0.13063	0.17902	0.17537	0.059468	0.8269	0.43482	0.032202	0.026187	0.20318	0.42353	0.23887	0.29831	0.045253	0.22928	0.031143	0.032122	0.04441	0.33187	0.35559	0.30927	0.063423	0.28732	0.29524	0.19716	0.074367	0.26941	0.041795	0.35652	0.14915	0.035216	0.23347	0.046525	0.253	0.16298	0.041027
Meth__cg14892037__SNX12	0.39855	0.024263	0.067465	0.059318	0.28255	0.045472	0.042957	0.043643	0.17732	0.048427	0.041643	0.052388	0.073428	0.19416	0.3317	0.37694	0.24467	0.058431	0.062694	0.056525	0.30712	0.11529	0.44262	0.10311	0.061037	0.33152	0.33577	0.2009	0.047804	0.030499	0.26864	0.050143	0.036426	0.30654	0.18422	0.23028	0.15174	0.042546
Meth__cg10994430__PALM2-AKAP2	0.45794	0.17315	0.54506	0.4046	0.10051	0.33544	0.69448	0.1609	0.17265	0.06551	0.27274	0.12509	0.26539	0.1579	0.11206	0.094377	0.17134	0.055154	0.64033	0.53315	0.28764	0.10478	0.1186	0.6391	0.1296	0.14924	0.75225	0.10491	0.040269	0.07157	0.069539	0.13211	0.22854	0.34055	0.3726	0.12539	0.07575	0.061573
Meth__cg04565661__SEMA5B	0.037954	0.035447	0.030024	0.048691	0.025486	0.033242	0.043862	0.027519	0.023681	0.036655	0.041927	0.023059	0.23601	0.035744	0.099831	0.024058	0.040476	0.02615	0.023707	0.034072	0.8676	0.043235	0.036699	0.10598	0.040433	0.051431	0.080616	0.051176	0.13449	0.03234	0.033669	0.09335	0.029137	0.62244	0.064363	0.049237	0.055082	0.035045
Meth__cg10401803__TAF1	0.60631	0.042352	0.038402	0.042156	0.42147	0.038062	0.061496	0.0366	0.45941	0.61886	0.035581	0.029068	0.045287	0.47325	0.51611	0.50287	0.40593	0.04022	0.03658	0.043339	0.56818	0.080113	0.51424	0.074005	0.04531	0.40975	0.49149	0.21685	0.03964	0.041572	0.58546	0.034039	0.039203	0.4987	0.06615	0.48124	0.40777	0.040214
Meth__cg20375554__ARHGEF2	0.086475	0.090953	0.11726	0.062217	0.16409	0.047645	0.070908	0.06785	0.069807	0.061704	0.08074	0.05677	0.082598	0.060806	0.050921	0.067145	0.11222	0.044491	0.056441	0.070052	0.054205	0.073148	0.048542	0.10654	0.073559	0.081811	0.097557	0.082177	0.057124	0.052739	0.048243	0.044419	0.063118	0.044146	0.097003	0.064858	0.053839	0.060026
Meth__cg23996306__DARS	0.032566	0.026637	0.034935	0.038112	0.033938	0.3613	0.033606	0.030145	0.06538	0.035018	0.19293	0.058923	0.054117	0.078364	0.14689	0.045932	0.05902	0.030442	0.036933	0.026396	0.031504	0.04332	0.023014	0.1134	0.04326	0.086711	0.092775	0.091237	0.041852	0.029707	0.044585	0.06718	0.026153	0.024959	0.04615	0.046312	0.041037	0.35959
Meth__cg20514061__MID2	0.45106	0.42988	0.031347	0.10169	0.27485	0.96168	0.078462	0.31527	0.10656	0.65694	0.052172	0.0775	0.10154	0.090747	0.4634	0.44184	0.088785	0.8744	0.075302	0.038573	0.41652	0.24673	0.44587	0.18006	0.11217	0.51453	0.30386	0.12354	0.24003	0.081151	0.52976	0.083296	0.042688	0.11745	0.11959	0.48064	0.35651	0.059396
Meth__cg04493740__SLC25A14	0.52885	0.053748	0.042107	0.078925	0.05122	0.039808	0.067266	0.22645	0.063488	0.038678	0.068043	0.058973	0.19246	0.046674	0.051499	0.48473	0.063649	0.09131	0.053516	0.041277	0.5711	0.16242	0.30968	0.096272	0.10315	0.083462	0.42395	0.10424	0.23299	0.056387	0.075133	0.27703	0.05246	0.1064	0.12236	0.47454	0.044866	0.049434
Meth__cg04166304__C14orf106	0.19404	0.014411	0.019935	0.016915	0.015703	0.056698	0.0168	0.01638	0.02183	0.020946	0.021441	0.016867	0.029715	0.015809	0.015419	0.013709	0.04342	0.014023	0.011506	0.017787	0.92036	0.018324	0.014249	0.028497	0.022705	0.04258	0.032139	0.026297	0.019905	0.015912	0.017742	0.012554	0.017537	0.063616	0.030307	0.016545	0.11453	0.10627
Meth__cg24511534__RP2	0.36277	0.34938	0.10796	0.056358	0.2689	0.047485	0.080635	0.062191	0.55773	0.30719	0.074947	0.58561	0.28193	0.37652	0.63955	0.089362	0.42739	0.084275	0.048603	0.092659	0.52126	0.50064	0.44258	0.14832	0.44794	0.43512	0.26692	0.61719	0.53141	0.085234	0.63641	0.12037	0.078977	0.14377	0.083377	0.42836	0.27646	0.067326
Meth__cg14870461__AER61	0.69573	0.94442	0.75392	0.97486	0.95143	0.03558	0.22057	0.69238	0.85566	0.24271	0.027343	0.77487	0.87496	0.87452	0.040534	0.020638	0.14968	0.011646	0.2137	0.27823	0.26523	0.17849	0.59615	0.037273	0.25964	0.022156	0.5696	0.79922	0.017455	0.019148	0.011109	0.94438	0.6021	0.73793	0.24775	0.49158	0.82783	0.77426
Meth__cg21859434__CXCR4	0.21883	0.18397	0.11052	0.024599	0.026005	0.94208	0.028216	0.013046	0.023924	0.026126	0.8329	0.051084	0.5378	0.027483	0.14199	0.027733	0.3169	0.029496	0.020306	0.024364	0.95462	0.031665	0.021261	0.89604	0.025663	0.062981	0.032588	0.042498	0.02079	0.033734	0.87231	0.024489	0.020218	0.87619	0.071086	0.030983	0.038267	0.031072
Meth__cg22736354__NHLRC1	0.26072	0.043568	0.88071	0.17908	0.11528	0.94956	0.21007	0.20141	0.077733	0.062783	0.91543	0.23705	0.50463	0.071605	0.07744	0.073402	0.13568	0.38253	0.16193	0.23457	0.59964	0.56735	0.46668	0.91785	0.10005	0.085749	0.13149	0.0788	0.079896	0.85622	0.66019	0.11298	0.048883	0.19728	0.13589	0.078601	0.84848	0.70604
Meth__cg08077673__MEST	0.95817	0.048213	0.29431	0.20735	0.042728	0.94893	0.52411	0.54511	0.32929	0.043627	0.95779	0.53477	0.4909	0.26222	0.96253	0.066265	0.8485	0.80857	0.037336	0.051716	0.57478	0.93992	0.070173	0.45657	0.062344	0.069981	0.094008	0.056973	0.92465	0.95445	0.12636	0.51584	0.033123	0.93502	0.92845	0.055832	0.038431	0.043868
Meth__cg18780751__G6PD	0.45876	0.038829	0.036098	0.050928	0.1176	0.026573	0.047467	0.14147	0.031948	0.54171	0.036091	0.10566	0.057483	0.029929	0.30262	0.32559	0.092449	0.047132	0.046548	0.042581	0.25914	0.58722	0.38546	0.16053	0.043396	0.10583	0.17072	0.064848	0.49689	0.02989	0.45843	0.029693	0.033057	0.14296	0.12455	0.60139	0.18775	0.037929
Meth__cg04988978__MPO	0.22319	0.15279	0.89324	0.94875	0.88641	0.045052	0.49393	0.9499	0.58423	0.58808	0.28235	0.29921	0.4644	0.42909	0.3385	0.30499	0.050767	0.021859	0.88315	0.86643	0.94367	0.048729	0.94811	0.03138	0.69626	0.057034	0.13084	0.10184	0.07716	0.04234	0.033101	0.55932	0.11651	0.2642	0.16176	0.93591	0.60265	0.57142
Meth__cg02113971__FLJ20859	0.087434	0.080544	0.093771	0.43966	0.072959	0.059533	0.076562	0.077975	0.50734	0.072127	0.56729	0.088627	0.13377	0.36813	0.070442	0.08722	0.082273	0.072641	0.063644	0.15862	0.07463	0.075012	0.053287	0.18894	0.070378	0.12195	0.14584	0.097382	0.054923	0.064321	0.078618	0.23325	0.056164	0.076852	0.18956	0.10605	0.097754	0.13141
Meth__cg07159490__NXPH4	0.045044	0.44995	0.88041	0.19188	0.057085	0.067523	0.10667	0.066819	0.15821	0.31743	0.65332	0.93631	0.75993	0.19839	0.79158	0.12756	0.16764	0.033849	0.18253	0.088191	0.064806	0.46614	0.08102	0.36484	0.074489	0.050266	0.14423	0.17291	0.16777	0.026195	0.056567	0.050121	0.42545	0.39249	0.038087	0.053626	0.22732	0.23552
Meth__cg08145590__C3orf15	0.38033	0.01755	0.95788	0.97457	0.024205	0.96475	0.062168	0.97044	0.19886	0.023908	0.95825	0.19386	0.94389	0.13031	0.92266	0.047297	0.064383	0.13387	0.22469	0.023148	0.016303	0.34458	0.018004	0.91573	0.97091	0.024044	0.91761	0.036531	0.016861	0.020932	0.018749	0.020195	0.42139	0.97222	0.43569	0.025083	0.64898	0.68795
Meth__cg10313673__CILP2	0.056788	0.035169	0.97226	0.94993	0.04935	0.97414	0.034576	0.9814	0.021346	0.034055	0.060641	0.807	0.89547	0.021802	0.97126	0.97398	0.26437	0.16495	0.96482	0.88255	0.026707	0.96427	0.042774	0.93958	0.96565	0.042187	0.85141	0.056239	0.075658	0.018269	0.10099	0.74166	0.032726	0.937	0.83382	0.74244	0.3482	0.096996
Meth__cg21137823__PRKCZ	0.26808	0.057186	0.22216	0.26316	0.057365	0.95841	0.069993	0.11157	0.63563	0.23063	0.28428	0.21045	0.15574	0.52548	0.030824	0.035256	0.036404	0.023111	0.056126	0.049195	0.10332	0.045624	0.047134	0.48588	0.070507	0.060093	0.1075	0.088788	0.10294	0.041261	0.037657	0.041039	0.02383	0.036164	0.17245	0.037109	0.042193	0.042523
Meth__cg17960516__FLJ33718	0.057672	0.05988	0.691	0.065058	0.14031	0.85009	0.077792	0.079292	0.075765	0.058749	0.95668	0.08268	0.81451	0.066086	0.95973	0.10917	0.099423	0.040861	0.035983	0.097565	0.14482	0.83766	0.041303	0.20457	0.073781	0.081603	0.50231	0.13201	0.061241	0.058477	0.10952	0.85898	0.034288	0.044269	0.12456	0.044351	0.047378	0.070134
Meth__cg05443740__CSEN	0.040735	0.058622	0.92495	0.053004	0.036984	0.52847	0.050913	0.85076	0.62058	0.075257	0.39649	0.86574	0.5188	0.53105	0.4808	0.15613	0.35282	0.031072	0.063718	0.063073	0.040611	0.71023	0.050341	0.2908	0.086844	0.058512	0.1084	0.10542	0.060491	0.33859	0.039821	0.5362	0.051984	0.32097	0.067279	0.044566	0.36734	0.11283
Meth__cg25714610__FAM3A	0.51103	0.028242	0.044244	0.04454	0.42567	0.028866	0.042064	0.41045	0.029286	0.54132	0.032282	0.031669	0.046514	0.036544	0.33893	0.43008	0.10526	0.031804	0.026648	0.040521	0.51783	0.02682	0.45397	0.078941	0.035214	0.089437	0.25158	0.057009	0.40951	0.021488	0.41894	0.023199	0.036942	0.31019	0.064279	0.57711	0.29673	0.035787
Meth__cg05380570__ARHGEF10L	0.094277	0.066858	0.079588	0.065358	0.0583	0.13378	0.06232	0.89903	0.051035	0.085838	0.060125	0.052582	0.10138	0.061777	0.081612	0.069656	0.092708	0.035455	0.077854	0.05322	0.063114	0.063931	0.061949	0.071385	0.059036	0.068278	0.10595	0.08199	0.032433	0.037362	0.044014	0.07138	0.023828	0.051863	0.11988	0.091571	0.04829	0.049162
Meth__cg09059945__MEST	0.95127	0.038861	0.081911	0.17879	0.042301	0.93668	0.48827	0.58986	0.36752	0.047879	0.95195	0.48067	0.50349	0.27301	0.93373	0.038409	0.88687	0.36397	0.046085	0.045128	0.58348	0.81744	0.043648	0.51158	0.05598	0.10589	0.1557	0.050842	0.61818	0.94111	0.069753	0.49838	0.045268	0.9252	0.8491	0.066809	0.059116	0.057714
Meth__cg19995014__APLP1	0.042635	0.087802	0.057334	0.050189	0.02768	0.027737	0.042422	0.030521	0.060848	0.10089	0.04622	0.11462	0.29074	0.050293	0.071085	0.12957	0.078249	0.025875	0.041306	0.36788	0.031403	0.085687	0.033671	0.053326	0.053178	0.11721	0.23646	0.056289	0.033006	0.038844	0.036986	0.056276	0.038607	0.039472	0.095998	0.051557	0.038147	0.035064
Meth__cg24355091__PSARL	0.033504	0.022216	0.47487	0.40931	0.24701	0.41862	0.21692	0.43313	0.083028	0.13843	0.055614	0.15176	0.097395	0.088421	0.034563	0.039491	0.2161	0.026068	0.10688	0.38323	0.778	0.046136	0.13954	0.16853	0.062457	0.10672	0.2836	0.049066	0.030163	0.043296	0.055014	0.1935	0.2817	0.053828	0.088499	0.25689	0.13736	0.16383
Meth__cg08554462__BCL2	0.075484	0.073747	0.13064	0.070793	0.044266	0.058769	0.059458	0.077097	0.064577	0.070253	0.090657	0.13991	0.17626	0.06327	0.079239	0.054292	0.11103	0.035566	0.09622	0.096034	0.048317	0.090979	0.067386	0.24582	0.095792	0.35033	0.10487	0.139	0.059037	0.048556	0.051248	0.06123	0.06217	0.052687	0.11137	0.086595	0.04209	0.054102
Meth__cg26177629__RAB18	0.054501	0.069034	0.054698	0.054694	0.038119	0.033475	0.052412	0.059735	0.038909	0.037622	0.06726	0.056071	0.098492	0.12365	0.035713	0.036194	0.07958	0.028249	0.043984	0.27623	0.033098	0.073691	0.029597	0.11554	0.044444	0.051642	0.095162	0.1114	0.0345	0.031553	0.031652	0.040493	0.034332	0.47991	0.076536	0.036611	0.037285	0.052095
Meth__cg12723809__MGC26744	0.037811	0.04455	0.088111	0.049473	0.039216	0.5447	0.056754	0.048524	0.041128	0.059033	0.044052	0.061565	0.11305	0.060355	0.040112	0.035834	0.16058	0.034756	0.030364	0.054832	0.03926	0.059951	0.029933	0.11025	0.058191	0.091369	0.096862	0.068461	0.040202	0.034561	0.035195	0.063674	0.044216	0.054582	0.068277	0.054756	0.042414	0.052607
Meth__cg04587910__XLF	0.085734	0.093994	0.30344	0.88615	0.52254	0.20184	0.098016	0.29362	0.14955	0.59306	0.086053	0.2271	0.14772	0.14625	0.15825	0.27744	0.47459	0.072812	0.11138	0.10259	0.30623	0.15275	0.085843	0.15854	0.11287	0.65245	0.1311	0.14194	0.07394	0.10001	0.080516	0.11413	0.40385	0.15458	0.11343	0.47041	0.10235	0.11069
Meth__cg07210490__SMARCD1	0.024172	0.038193	0.050149	0.089642	0.021642	0.2168	0.047845	0.068368	0.025472	0.032681	0.11823	0.67333	0.062375	0.024225	0.098752	0.033367	0.041888	0.018448	0.023949	0.031263	0.021281	0.5175	0.033041	0.11197	0.038868	0.029196	0.041739	0.045439	0.021482	0.2264	0.029527	0.046027	0.042035	0.1331	0.090709	0.033029	0.022859	0.021344
Meth__cg13332925__DKFZp451M2119	0.0326	0.025575	0.020567	0.033151	0.55266	0.028838	0.034656	0.029039	0.023799	0.034238	0.02602	0.037151	0.52361	0.031155	0.028155	0.026429	0.071435	0.027443	0.9343	0.94636	0.02866	0.027364	0.023787	0.089595	0.0409	0.048574	0.16669	0.05525	0.021159	0.024082	0.022973	0.14995	0.028104	0.022809	0.32809	0.040732	0.038052	0.1042
Meth__cg08800033__CETN2	0.57626	0.09642	0.11183	0.14304	0.19934	0.044644	0.12809	0.69356	0.087507	0.097967	0.13646	0.33611	0.21063	0.10016	0.257	0.34402	0.101	0.14213	0.083447	0.074895	0.48397	0.20339	0.38961	0.13421	0.074832	0.27354	0.27839	0.28211	0.43589	0.05696	0.30448	0.10064	0.084669	0.12612	0.27883	0.66982	0.26299	0.12634
Meth__cg04329382__FLJ27365	0.40057	0.85458	0.064645	0.8226	0.67788	0.68875	0.84172	0.056457	0.062846	0.86849	0.85108	0.097449	0.80254	0.31112	0.093929	0.33913	0.63559	0.03723	0.89502	0.88391	0.42962	0.80544	0.89358	0.47729	0.85648	0.49429	0.45237	0.75062	0.041198	0.076272	0.10046	0.044448	0.82426	0.052548	0.19722	0.87459	0.34806	0.064757
Meth__cg21052164__CHRNB2	0.21571	0.062176	0.56693	0.67498	0.18887	0.23317	0.82524	0.83393	0.11595	0.22702	0.4134	0.47807	0.71846	0.096214	0.2755	0.1727	0.074933	0.11842	0.66382	0.54656	0.11461	0.18423	0.15866	0.43283	0.38714	0.24643	0.76871	0.17944	0.10131	0.12064	0.15202	0.2617	0.09106	0.66512	0.2372	0.16094	0.11174	0.095721
Meth__cg14337900__MYH9	0.081982	0.063756	0.086473	0.066494	0.042526	0.045604	0.076958	0.11813	0.043268	0.052169	0.074977	0.055611	0.074297	0.045404	0.048003	0.05154	0.11167	0.039546	0.037216	0.080424	0.047676	0.46475	0.042084	0.16884	0.075131	0.062669	0.12459	0.12632	0.051086	0.049172	0.035325	0.043438	0.046495	0.038305	0.12916	0.043574	0.046588	0.051363
Meth__cg08530414__CD44	0.08398	0.092674	0.21782	0.63921	0.59074	0.069155	0.75671	0.067031	0.70585	0.074531	0.063184	0.1747	0.20259	0.65696	0.094868	0.035907	0.14856	0.041443	0.60211	0.13575	0.23322	0.053199	0.37673	0.065328	0.16896	0.055638	0.87743	0.089157	0.033684	0.056602	0.046966	0.87963	0.25769	0.56651	0.083097	0.21978	0.29765	0.86577
Meth__cg08592761__LARP6	0.51995	0.045807	0.051461	0.054689	0.038701	0.045968	0.13472	0.036258	0.057699	0.051029	0.052012	0.076969	0.43782	0.053097	0.057274	0.054626	0.1018	0.042186	0.047023	0.24855	0.57315	0.076431	0.17453	0.2027	0.082851	0.11217	0.22349	0.063709	0.048514	0.046038	0.061708	0.048568	0.053813	0.71115	0.10049	0.051468	0.067627	0.049444
Meth__cg14061619__SH3BP4	0.043699	0.089555	0.26784	0.10989	0.18237	0.15762	0.10404	0.15502	0.1123	0.1831	0.10515	0.07898	0.49745	0.097566	0.20672	0.058604	0.11237	0.043951	0.45943	0.19253	0.11678	0.28561	0.09224	0.10006	0.237	0.066758	0.23118	0.069912	0.045531	0.078593	0.12389	0.52576	0.043057	0.039958	0.095592	0.054337	0.27694	0.36212
Meth__cg06856528__TMEFF2	0.51451	0.083097	0.91975	0.49665	0.053589	0.037271	0.87811	0.32069	0.05619	0.58687	0.90077	0.47739	0.81099	0.24713	0.054293	0.067046	0.24035	0.034162	0.85886	0.65844	0.57009	0.13221	0.41344	0.8661	0.80104	0.078103	0.86563	0.069072	0.035192	0.13109	0.051987	0.5555	0.28654	0.85876	0.77515	0.86888	0.4165	0.77391
Meth__cg04001842__LOC405753	0.42231	0.013454	0.92431	0.91468	0.30446	0.3816	0.43997	0.96646	0.02143	0.61498	0.91355	0.27089	0.93513	0.026374	0.39497	0.10598	0.048631	0.017523	0.816	0.86576	0.095408	0.92077	0.81593	0.68735	0.90487	0.028041	0.65477	0.030067	0.031375	0.022485	0.019485	0.55216	0.01996	0.75867	0.088957	0.4981	0.34543	0.63526
Meth__cg03116238__GNG8	0.63051	0.089663	0.25847	0.050215	0.072324	0.46452	0.06756	0.37021	0.68211	0.023945	0.74847	0.67679	0.62287	0.48713	0.16116	0.32245	0.19555	0.025929	0.34047	0.081958	0.031944	0.26602	0.026131	0.96206	0.03815	0.040799	0.95826	0.053149	0.041041	0.026947	0.092152	0.078645	0.27056	0.39352	0.062299	0.027127	0.037655	0.025959
Meth__cg06273903__UBE2A	0.50876	0.030473	0.029101	0.047102	0.045873	0.037544	0.041673	0.38992	0.46559	0.03372	0.027048	0.033867	0.067118	0.42792	0.12098	0.054444	0.080298	0.033988	0.023673	0.036364	0.53436	0.045235	0.20599	0.104	0.037425	0.06643	0.3778	0.05552	0.27793	0.026646	0.049258	0.052609	0.022123	0.22191	0.21275	0.59511	0.2433	0.03804
Meth__cg18972811__SLIT2	0.76753	0.018963	0.97491	0.040338	0.20366	0.96739	0.82303	0.74913	0.023504	0.94652	0.97083	0.33214	0.73213	0.029644	0.94332	0.021982	0.10014	0.016111	0.97333	0.88169	0.58595	0.055012	0.44791	0.92134	0.24153	0.025308	0.95451	0.086159	0.032006	0.01584	0.015095	0.012408	0.032664	0.96488	0.40884	0.97681	0.40251	0.90072
Meth__cg14605021__FGF20	0.10524	0.034945	0.23711	0.93103	0.13532	0.92773	0.92244	0.95651	0.28184	0.077901	0.94251	0.7036	0.11765	0.26765	0.90928	0.078464	0.11086	0.46456	0.52906	0.53847	0.48482	0.91779	0.13282	0.91888	0.74797	0.065574	0.89136	0.089178	0.62789	0.56263	0.12351	0.051613	0.10618	0.12239	0.12485	0.68306	0.74705	0.79989
Meth__cg19771589__ZIM2	0.36327	0.05994	0.77752	0.16632	0.28085	0.44696	0.36423	0.76194	0.22725	0.7456	0.66277	0.37352	0.18157	0.15575	0.083465	0.37528	0.17178	0.079118	0.38462	0.2047	0.35056	0.047995	0.26382	0.3785	0.26255	0.11129	0.59242	0.38315	0.22268	0.27418	0.099429	0.039748	0.17523	0.15074	0.44266	0.063294	0.096485	0.091481
Meth__cg23326785__TMEM25	0.17773	0.0648	0.084953	0.092991	0.050587	0.13852	0.15457	0.072711	0.093389	0.086466	0.057096	0.041788	0.086482	0.057606	0.087614	0.085332	0.082519	0.059589	0.35066	0.15211	0.13188	0.084906	0.15315	0.11883	0.10591	0.16643	0.11732	0.093534	0.20969	0.05035	0.14265	0.086813	0.04611	0.11009	0.043037	0.080632	0.10414	0.079142
Meth__cg24705286__JMJD5	0.09337	0.082897	0.13367	0.053292	0.027086	0.027758	0.056325	0.04033	0.033876	0.025675	0.091873	0.032086	0.11536	0.061488	0.021262	0.032821	0.092829	0.01539	0.035369	0.079674	0.028257	0.10279	0.025935	0.043561	0.11144	0.048019	0.29285	0.064486	0.022335	0.030568	0.02119	0.017924	0.021772	0.017322	0.13462	0.027675	0.0241	0.0318
Meth__cg07139440__MLLT11	0.040097	0.035323	0.064152	0.083636	0.025956	0.362	0.053269	0.64839	0.20616	0.068954	0.055016	0.62399	0.022833	0.18192	0.67368	0.069369	0.068966	0.044846	0.047696	0.050943	0.056823	0.82414	0.1471	0.22795	0.058661	0.10624	0.057692	0.1109	0.05723	0.5336	0.04534	0.033785	0.074707	0.034902	0.12951	0.1224	0.037825	0.039804
Meth__cg06731484__IVD	0.05612	0.047662	0.68116	0.064459	0.044124	0.04147	0.053981	0.063068	0.074911	0.067691	0.89549	0.056502	0.75087	0.090846	0.14834	0.5838	0.089051	0.052639	0.064341	0.050988	0.055045	0.92013	0.041848	0.071761	0.065105	0.079865	0.34145	0.14897	0.047153	0.037846	0.066673	0.29165	0.044444	0.039328	0.2347	0.066523	0.10162	0.60488
Meth__cg04513422__LOC283487	0.49463	0.12456	0.044338	0.65108	0.83539	0.049121	0.85199	0.1521	0.057214	0.8543	0.84342	0.22335	0.36535	0.065228	0.058811	0.059166	0.20007	0.029201	0.63988	0.62284	0.055704	0.035941	0.49689	0.10028	0.51746	0.065162	0.81037	0.15542	0.038551	0.051638	0.047799	0.83531	0.12228	0.84775	0.75645	0.77443	0.73714	0.82718
