Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg19514469__ELMO3	0.051955	0.044715	0.054371	0.32884	0.90763	0.046407	0.61757	0.90959	0.42082	0.56	0.15605	0.83513	0.89084	0.070449	0.92357	0.083591	0.92991	0.099915	0.52583	0.045374	0.8979	0.055337	0.85648	0.091027	0.063262	0.16703	0.076701	0.57838	0.041794	0.92018	0.701	0.66849	0.032548	0.077024	0.054537	0.048787	0.048868
Meth__cg11271605__STEAP4	0.046232	0.04751	0.05755	0.89655	0.78839	0.58266	0.89553	0.038741	0.10316	0.65723	0.044431	0.12967	0.45765	0.53793	0.48499	0.094155	0.26472	0.38049	0.04715	0.8804	0.18123	0.036601	0.85433	0.88027	0.059989	0.077904	0.069616	0.2029	0.031428	0.29262	0.63425	0.044047	0.79415	0.064368	0.083531	0.056251	0.074633
Meth__cg15981265__KIAA1900	0.041726	0.032501	0.065164	0.043625	0.75541	0.050882	0.059986	0.041646	0.057173	0.06539	0.052653	0.18142	0.041817	0.035056	0.061076	0.063921	0.083685	0.043711	0.034858	0.039691	0.045446	0.032708	0.10419	0.035865	0.093514	0.094942	0.047878	0.041195	0.029048	0.10164	0.033325	0.028017	0.03659	0.12389	0.037671	0.045923	0.034685
Meth__cg07786760__DCHS2	0.060983	0.054161	0.63384	0.16325	0.45717	0.49165	0.066727	0.054095	0.084527	0.43474	0.086855	0.15357	0.048398	0.81128	0.077607	0.13658	0.068507	0.28272	0.14137	0.17744	0.052245	0.045326	0.58927	0.046301	0.06714	0.48554	0.082771	0.072993	0.061593	0.14399	0.071124	0.035627	0.29048	0.081841	0.064846	0.067548	0.075595
Meth__cg12087643__GFRA1	0.20784	0.034729	0.87684	0.040385	0.066206	0.49287	0.44012	0.032198	0.039237	0.79914	0.84149	0.68784	0.040693	0.63465	0.043338	0.097445	0.48424	0.028801	0.03114	0.12166	0.065343	0.10278	0.7715	0.031025	0.08874	0.76701	0.13606	0.040793	0.058805	0.47195	0.057184	0.03368	0.37639	0.0704	0.55096	0.04325	0.045719
Meth__cg03528946__SHB	0.045812	0.041634	0.053678	0.041615	0.64143	0.05322	0.029929	0.052196	0.049549	0.046175	0.040004	0.081974	0.060786	0.18148	0.047577	0.077284	0.30588	0.034016	0.04204	0.055164	0.14327	0.042101	0.067198	0.046093	0.070377	0.075432	0.063371	0.062166	0.039586	0.1013	0.042	0.045844	0.035047	0.049865	0.047459	0.050473	0.04848
Meth__cg21602520__BCL2	0.046958	0.077954	0.94727	0.24149	0.96633	0.066128	0.26622	0.86556	0.044701	0.94333	0.93871	0.94708	0.75933	0.92554	0.92762	0.74503	0.57908	0.038538	0.046838	0.038996	0.96319	0.41431	0.94754	0.060168	0.083088	0.91319	0.069498	0.45537	0.93335	0.96885	0.8838	0.87083	0.95928	0.57398	0.57608	0.082738	0.047451
Meth__cg19669036__SNAP29	0.017918	0.019556	0.055653	0.021344	0.037526	0.027585	0.10607	0.023765	0.025381	0.060621	0.11428	0.035795	0.026732	0.042409	0.023086	0.039591	0.01627	0.01769	0.02	0.032797	0.030767	0.03905	0.17417	0.024745	0.031785	0.037789	0.029828	0.032908	0.029614	0.035527	0.034338	0.04365	0.01912	0.019147	0.019043	0.041272	0.028602
Meth__cg03750606__ESRRG	0.055156	0.064742	0.61505	0.06877	0.8472	0.086443	0.59767	0.063915	0.098483	0.078735	0.2525	0.085441	0.073398	0.076216	0.077662	0.11205	0.091936	0.097127	0.067152	0.072808	0.11071	0.06268	0.80959	0.067935	0.11177	0.12296	0.089579	0.29553	0.052479	0.089292	0.83812	0.06206	0.32474	0.089591	0.068634	0.073841	0.062603
Meth__cg18542098__FLJ36445	0.032852	0.036745	0.044937	0.031334	0.96469	0.05598	0.97776	0.88694	0.41796	0.033953	0.87443	0.10039	0.7374	0.43826	0.96699	0.31788	0.87242	0.053616	0.038608	0.035427	0.95631	0.03313	0.93541	0.035019	0.492	0.053737	0.043999	0.74378	0.029828	0.83903	0.030072	0.039215	0.021016	0.038899	0.02832	0.038541	0.033928
Meth__cg02189785__CLIC3	0.48929	0.05813	0.45974	0.5905	0.90844	0.11108	0.50997	0.23721	0.048181	0.91524	0.10806	0.60687	0.23721	0.82916	0.91513	0.091853	0.56665	0.060461	0.32003	0.10711	0.55781	0.10281	0.37939	0.22688	0.055432	0.50809	0.060488	0.15141	0.54617	0.11772	0.20102	0.12571	0.42227	0.079978	0.059846	0.3839	0.18069
Meth__cg06150468__SNFT	0.042234	0.064041	0.94646	0.05981	0.44642	0.030625	0.75969	0.025892	0.031455	0.54694	0.17176	0.96289	0.022452	0.62617	0.023958	0.16874	0.095977	0.053411	0.10849	0.7047	0.043317	0.49237	0.50287	0.028583	0.034669	0.58023	0.029073	0.02598	0.11312	0.86974	0.79059	0.037483	0.90219	0.021486	0.031668	0.18842	0.31244
Meth__cg00411097__MGC9712	0.062201	0.046784	0.060083	0.070449	0.84711	0.062746	0.23167	0.052009	0.055929	0.11714	0.059242	0.11088	0.057435	0.053678	0.87928	0.081624	0.91082	0.054827	0.063628	0.055187	0.75835	0.044654	0.17113	0.064269	0.07397	0.11693	0.099658	0.15839	0.052402	0.49591	0.040498	0.052713	0.04734	0.087792	0.05352	0.052635	0.061862
Meth__cg16731240__ZNF577	0.065407	0.067409	0.97308	0.053108	0.040916	0.97901	0.6068	0.052363	0.97583	0.94899	0.034266	0.97442	0.58254	0.08351	0.048582	0.10796	0.64957	0.53692	0.40531	0.079945	0.11767	0.048267	0.92334	0.069657	0.084606	0.08269	0.058144	0.059488	0.075453	0.087137	0.98359	0.71294	0.089254	0.92398	0.05449	0.76743	0.44583
Meth__cg02276665__CTNNA1	0.10566	0.059767	0.13676	0.12031	0.22233	0.1183	0.11619	0.17472	0.14842	0.16051	0.10586	0.2771	0.19964	0.10114	0.24355	0.14976	0.30688	0.08866	0.11502	0.33255	0.88292	0.059949	0.10907	0.1164	0.12487	0.17356	0.17764	0.061276	0.084019	0.88913	0.043488	0.065396	0.046468	0.1871	0.088487	0.12032	0.10024
Meth__cg23602533__TTPA	0.029651	0.021218	0.040209	0.056607	0.042832	0.26687	0.94989	0.024792	0.031329	0.096018	0.19075	0.13238	0.027895	0.16623	0.037507	0.074836	0.092534	0.16404	0.10015	0.31922	0.030537	0.026701	0.27555	0.062702	0.05487	0.20095	0.022027	0.029303	0.04624	0.17088	0.14	0.044171	0.096728	0.042472	0.015106	0.047317	0.10425
Meth__cg06121469__KIAA1840	0.031845	0.035177	0.38845	0.2548	0.12272	0.029418	0.32407	0.035278	0.04789	0.77762	0.13206	0.095393	0.04362	0.04982	0.19034	0.051279	0.91909	0.070963	0.09875	0.13586	0.51691	0.062951	0.092991	0.059305	0.051366	0.25811	0.055885	0.043027	0.71648	0.37277	0.10702	0.035823	0.054833	0.046445	0.037325	0.038767	0.15942
Meth__cg10362591__SLC6A2	0.57122	0.051729	0.59688	0.29628	0.91925	0.7833	0.72219	0.040084	0.09965	0.96986	0.029585	0.81515	0.47105	0.9726	0.11233	0.092183	0.08092	0.74195	0.55942	0.89769	0.078799	0.060242	0.8717	0.62879	0.40324	0.89168	0.11099	0.057239	0.2259	0.5784	0.045858	0.032911	0.85622	0.089044	0.050396	0.050068	0.080227
Meth__cg16519321__MYOD1	0.41556	0.071598	0.95214	0.3785	0.47141	0.76764	0.46709	0.084658	0.065576	0.93623	0.18547	0.51556	0.085432	0.605	0.35463	0.085793	0.19293	0.42132	0.30533	0.50483	0.089934	0.26555	0.51139	0.055371	0.10869	0.70934	0.063782	0.058109	0.090025	0.19942	0.060848	0.053731	0.31181	0.17093	0.44689	0.25805	0.34218
Meth__cg00873937__ATOH7	0.031575	0.021222	0.092145	0.038967	0.17385	0.040172	0.10974	0.037651	0.028476	0.062693	0.070791	0.10651	0.036556	0.053897	0.032147	0.093449	0.040273	0.03011	0.03855	0.15758	0.062376	0.036496	0.085501	0.040251	0.04051	0.050303	0.029361	0.038537	0.033302	0.078839	0.039632	0.030279	0.081451	0.060383	0.035868	0.038939	0.059402
Meth__cg02430692__PEX5L	0.083123	0.042468	0.74502	0.60438	0.45257	0.69856	0.88833	0.080092	0.058632	0.44078	0.55406	0.48601	0.109	0.10839	0.13236	0.21011	0.15516	0.09387	0.19981	0.20466	0.10245	0.092431	0.73765	0.12777	0.081752	0.43664	0.12434	0.043781	0.063084	0.11493	0.22032	0.051334	0.18069	0.17088	0.31478	0.10606	0.091176
Meth__cg23410627__CH25H	0.16686	0.050078	0.90113	0.33952	0.62966	0.47918	0.3827	0.053508	0.058414	0.55094	0.84985	0.79756	0.092927	0.88582	0.055145	0.25632	0.86562	0.22197	0.17741	0.42226	0.5326	0.17147	0.40902	0.21704	0.092065	0.50919	0.16451	0.19503	0.045523	0.50972	0.33364	0.037071	0.77874	0.27431	0.37751	0.27841	0.76518
Meth__cg10519140__SLC29A1	0.042044	0.18434	0.94195	0.049417	0.93723	0.1646	0.042355	0.050622	0.10035	0.039705	0.26061	0.91048	0.043026	0.89692	0.16484	0.083243	0.37197	0.54183	0.44769	0.063049	0.90788	0.048042	0.048621	0.080687	0.036911	0.068531	0.097216	0.31932	0.036225	0.93786	0.67269	0.28609	0.037887	0.055261	0.044305	0.046145	0.69178
Meth__cg00658626__CCDC63	0.72095	0.058345	0.8601	0.59416	0.89613	0.90763	0.76999	0.081958	0.062773	0.84856	0.087847	0.79862	0.21099	0.91459	0.080366	0.1781	0.38031	0.76562	0.81804	0.89956	0.281	0.35984	0.83038	0.073625	0.11164	0.83704	0.15862	0.084952	0.061702	0.31338	0.13377	0.05674	0.83426	0.66772	0.086665	0.15409	0.28387
Meth__cg15443822__ATP2A3	0.11411	0.020918	0.83824	0.03511	0.42492	0.58817	0.65203	0.026584	0.24768	0.38707	0.85906	0.61688	0.1263	0.44717	0.64477	0.053686	0.021063	0.025446	0.026281	0.10301	0.74845	0.030621	0.44131	0.025094	0.21788	0.10346	0.059711	0.022819	0.12921	0.063191	0.023694	0.022467	0.60681	0.037795	0.024403	0.039703	0.034722
Meth__cg19224837__GSC	0.02	0.019276	0.1644	0.021441	0.85176	0.02875	0.98193	0.023671	0.022954	0.027655	0.022564	0.082629	0.020639	0.051783	0.024256	0.047767	0.058909	0.015927	0.022751	0.030956	0.02445	0.016712	0.95346	0.021332	0.038482	0.2785	0.073118	0.024932	0.026849	0.056662	0.017273	0.021094	0.052714	0.11116	0.029034	0.025353	0.026633
Meth__cg03916421__LOC132321	0.40405	0.14129	0.40222	0.7987	0.067992	0.82485	0.91477	0.58828	0.20056	0.064751	0.63743	0.12794	0.5582	0.07092	0.095403	0.12179	0.047896	0.60073	0.52897	0.40041	0.21486	0.88353	0.1439	0.22643	0.40693	0.24038	0.20545	0.91544	0.48313	0.20992	0.50572	0.15491	0.08497	0.12602	0.85627	0.62423	0.56263
Meth__cg27158867__LRRC56	0.047228	0.048805	0.50374	0.10377	0.94071	0.05533	0.052334	0.036589	0.038517	0.068693	0.2363	0.36504	0.038971	0.92635	0.95764	0.39286	0.88907	0.03508	0.065666	0.05001	0.94715	0.023398	0.90834	0.1065	0.068941	0.079418	0.085114	0.13804	0.038544	0.19846	0.043848	0.037956	0.037749	0.053788	0.037748	0.056607	0.041227
Meth__cg01656853__FUT2	0.066308	0.1365	0.66314	0.31179	0.86601	0.41167	0.71885	0.75433	0.12388	0.81615	0.19134	0.47425	0.59451	0.068335	0.60996	0.1889	0.5215	0.72034	0.46292	0.076918	0.7816	0.081243	0.51226	0.29652	0.079202	0.18265	0.19463	0.50328	0.073761	0.87192	0.90646	0.14798	0.54472	0.041762	0.060721	0.058727	0.25842
Meth__cg06605933__BOLA1	0.16806	0.11106	0.038947	0.80618	0.75707	0.03593	0.1942	0.50101	0.043222	0.18517	0.16805	0.55694	0.46207	0.044658	0.64832	0.1283	0.64727	0.020406	0.03114	0.90724	0.11932	0.029323	0.94454	0.053552	0.053465	0.099984	0.08659	0.028718	0.032107	0.33653	0.77526	0.031976	0.030164	0.081081	0.030355	0.040927	0.042308
Meth__cg24453353__HIST1H4C	0.051082	0.040824	0.10364	0.04909	0.43313	0.058815	0.054567	0.032664	0.072172	0.070417	0.029209	0.11698	0.042908	0.051943	0.041933	0.11577	0.039746	0.05807	0.047736	0.053236	0.044956	0.043187	0.058577	0.059994	0.05832	0.085081	0.050218	0.039843	0.050667	0.054195	0.053766	0.043583	0.035771	0.089011	0.048801	0.048502	0.047356
Meth__cg20576597__C21orf29	0.067139	0.045441	0.055547	0.053281	0.35809	0.049082	0.31696	0.05339	0.039779	0.28866	0.095109	0.17717	0.037832	0.66102	0.12817	0.076881	0.053008	0.038113	0.045291	0.2142	0.83588	0.032569	0.40722	0.045869	0.063426	0.16555	0.080703	0.060166	0.26799	0.32285	0.13511	0.03951	0.44812	0.1437	0.045718	0.057155	0.053037
Meth__cg18988110__ATAD4	0.036188	0.04799	0.047234	0.039991	0.53088	0.039717	0.044991	0.060954	0.041471	0.20909	0.04884	0.087064	0.05277	0.098005	0.83068	0.088533	0.11386	0.031105	0.032276	0.0375	0.63678	0.032614	0.31164	0.035007	0.074065	0.15037	0.09736	0.68919	0.071502	0.09646	0.059731	0.038051	0.04614	0.057468	0.04167	0.036968	0.031184
Meth__cg16254764__HDAC11	0.054001	0.35404	0.45089	0.33949	0.58448	0.33472	0.071122	0.051738	0.41974	0.10743	0.18726	0.29733	0.053306	0.12764	0.18143	0.10093	0.41816	0.20419	0.1015	0.11679	0.53411	0.16922	0.20855	0.22976	0.15606	0.10128	0.27037	0.087496	0.049194	0.2059	0.14756	0.049529	0.042039	0.065211	0.070167	0.07984	0.065108
Meth__cg25423576__RFXDC1	0.39365	0.0176	0.64428	0.13155	0.56215	0.87674	0.71483	0.027333	0.039989	0.58258	0.10995	0.79969	0.044453	0.81693	0.02117	0.08594	0.028931	0.804	0.4377	0.93514	0.69372	0.07803	0.83154	0.56876	0.017197	0.73886	0.047023	0.017841	0.036349	0.090927	0.84681	0.024309	0.87223	0.05479	0.033197	0.12934	0.08402
Meth__cg03270204__DDR1	0.044018	0.048964	0.062368	0.040882	0.95527	0.19392	0.033428	0.038747	0.075029	0.43591	0.10019	0.088779	0.050735	0.048002	0.93738	0.087736	0.95905	0.12197	0.089284	0.085729	0.9042	0.043413	0.89823	0.052829	0.070897	0.10857	0.10077	0.93404	0.037622	0.93929	0.048499	0.040012	0.031979	0.055897	0.068538	0.043246	0.060556
Meth__cg12412075__LIN7B	0.019378	0.031262	0.038968	0.1419	0.028455	0.022231	0.38747	0.016206	0.056106	0.021103	0.64663	0.54823	0.018942	0.19133	0.18421	0.017532	0.023797	0.05031	0.028873	0.023154	0.96065	0.016863	0.915	0.04263	0.037757	0.040571	0.052665	0.016518	0.029959	0.043306	0.045624	0.01903	0.016792	0.035726	0.022361	0.021049	0.018895
Meth__cg19756611__DACH1	0.095627	0.069067	0.87363	0.075	0.44098	0.12446	0.10242	0.2628	0.14299	0.3719	0.10405	0.67561	0.15766	0.12187	0.18908	0.29304	0.11199	0.10305	0.18021	0.32505	0.22252	0.13704	0.20269	0.10914	0.16379	0.18781	0.12084	0.086326	0.10536	0.50165	0.10397	0.096503	0.62839	0.45718	0.066125	0.075395	0.087789
Meth__cg15536490__TFAP2C	0.059396	0.18763	0.90018	0.6959	0.5813	0.31737	0.097177	0.064123	0.59638	0.088887	0.14152	0.70011	0.075386	0.87556	0.085656	0.055352	0.19264	0.52182	0.4541	0.54563	0.75795	0.50407	0.58258	0.15627	0.071632	0.10173	0.22787	0.064712	0.052081	0.63587	0.18675	0.61247	0.53061	0.071436	0.050237	0.65072	0.59185
Meth__cg13843613__FAM5B	0.030571	0.021835	0.91206	0.034491	0.91804	0.91778	0.03548	0.03728	0.041696	0.90472	0.44484	0.89505	0.034728	0.036217	0.1989	0.23783	0.28448	0.039726	0.032109	0.029683	0.21321	0.02324	0.82949	0.039562	0.055537	0.50327	0.047208	0.031427	0.029866	0.044605	0.023133	0.023012	0.051284	0.051648	0.037883	0.032129	0.03503
Meth__cg04837071__NOXA1	0.046036	0.20056	0.22871	0.58455	0.94862	0.24647	0.18685	0.29297	0.90211	0.92767	0.69084	0.44603	0.26891	0.19248	0.65752	0.090034	0.64623	0.29341	0.088078	0.06823	0.38322	0.17123	0.1742	0.46871	0.074038	0.30609	0.43802	0.14681	0.059974	0.21634	0.11687	0.4535	0.14813	0.096501	0.18317	0.044165	0.032325
Meth__cg01934790__FBXL16	0.051527	0.1927	0.60033	0.27971	0.16109	0.54812	0.43969	0.078774	0.047925	0.68644	0.4825	0.78443	0.081153	0.63273	0.33832	0.28018	0.038323	0.35667	0.39315	0.61962	0.7464	0.12559	0.75061	0.11512	0.11098	0.16179	0.10304	0.053463	0.10091	0.066274	0.092326	0.13848	0.054936	0.12806	0.062885	0.15221	0.1294
Meth__cg04532229__SLC9A2	0.055949	0.94744	0.96153	0.046421	0.95686	0.60376	0.92478	0.049744	0.0599	0.62344	0.67027	0.90065	0.11746	0.86581	0.052242	0.41312	0.039778	0.033478	0.044728	0.36082	0.26427	0.03997	0.92107	0.046618	0.13376	0.25639	0.10538	0.04	0.073177	0.060583	0.1712	0.11167	0.75528	0.15628	0.044902	0.23378	0.62447
Meth__cg02537838__C20orf151	0.054806	0.058138	0.07519	0.053443	0.84168	0.063223	0.043171	0.046606	0.071374	0.05415	0.058861	0.079328	0.060522	0.074077	0.87468	0.088135	0.3752	0.0485	0.058087	0.058253	0.85475	0.056401	0.74088	0.065833	0.090438	0.11716	0.067954	0.84203	0.067186	0.48956	0.060225	0.056453	0.071691	0.044814	0.068524	0.053769	0.055417
Meth__cg11990309__HTR1E	0.038295	0.033872	0.90909	0.55549	0.81744	0.13464	0.50531	0.15149	0.58196	0.90272	0.77358	0.60507	0.15432	0.46175	0.26692	0.052868	0.18734	0.51877	0.36495	0.15769	0.21098	0.47237	0.76553	0.13106	0.069964	0.17299	0.11083	0.056185	0.084292	0.48623	0.40035	0.044346	0.54461	0.27472	0.41924	0.088472	0.20924
Meth__cg01835489__KRT8	0.06704	0.15679	0.129	0.09875	0.63088	0.16077	0.22344	0.19476	0.24175	0.29513	0.35596	0.30668	0.25224	0.15735	0.6907	0.30785	0.78666	0.30041	0.21642	0.28519	0.79819	0.11809	0.6179	0.099801	0.23408	0.17175	0.12744	0.55015	0.79709	0.27538	0.10078	0.21452	0.11894	0.074353	0.067795	0.087853	0.06684
Meth__cg24838010__SLC26A11	0.045369	0.043678	0.38366	0.080653	0.050659	0.061192	0.84472	0.036511	0.32794	0.049852	0.74233	0.31811	0.043237	0.07811	0.097455	0.72459	0.17316	0.033988	0.05	0.033958	0.14231	0.046223	0.81635	0.041175	0.062295	0.070986	0.038888	0.036295	0.75871	0.83486	0.059154	0.032342	0.034056	0.079325	0.045784	0.033385	0.031746
Meth__cg00504595__TNFRSF19	0.84773	0.10349	0.88679	0.36793	0.66939	0.17391	0.71858	0.081712	0.13642	0.54895	0.11405	0.45973	0.070509	0.29817	0.8452	0.084654	0.63305	0.076776	0.12411	0.84043	0.35073	0.18776	0.35368	0.62945	0.1437	0.2797	0.070363	0.17726	0.84055	0.10573	0.45816	0.065212	0.40501	0.17208	0.11147	0.19208	0.34924
Meth__cg25202471__TFAP2A	0.030078	0.031534	0.028187	0.030373	0.15422	0.034675	0.10213	0.030532	0.038847	0.068341	0.033752	0.073881	0.036176	0.030232	0.034938	0.14517	0.032871	0.040402	0.029881	0.034854	0.11758	0.031023	0.72783	0.030821	0.048685	0.078497	0.054195	0.031461	0.028159	0.20512	0.033828	0.03583	0.028514	0.095081	0.03927	0.034791	0.031076
Meth__cg05040429__SAMD12	0.051656	0.011538	0.051168	0.029887	0.42853	0.037337	0.02934	0.047865	0.046499	0.58447	0.015383	0.036139	0.031844	0.043676	0.033142	0.033652	0.026078	0.025699	0.032639	0.074798	0.037488	0.029036	0.20462	0.028881	0.066898	0.053871	0.02294	0.031379	0.025397	0.046949	0.043438	0.024204	0.03052	0.1014	0.04007	0.046505	0.03257
Meth__cg11027330__METRN	0.035977	0.17044	0.25765	0.57173	0.85753	0.51166	0.32589	0.14857	0.18866	0.63194	0.9183	0.82757	0.10723	0.52677	0.68417	0.24374	0.36082	0.21721	0.07408	0.20062	0.36269	0.090116	0.51115	0.24812	0.045396	0.036267	0.26737	0.052091	0.27114	0.69901	0.071844	0.057411	0.39572	0.099751	0.17845	0.097986	0.031241
Meth__cg12728032__ELF5	0.099195	0.044628	0.25314	0.055069	0.20075	0.091379	0.12335	0.06333	0.063429	0.1445	0.073974	0.39871	0.054822	0.11003	0.69142	0.3814	0.085784	0.077253	0.081201	0.60534	0.57474	0.044368	0.35253	0.078688	0.39324	0.35557	0.065063	0.12293	0.1659	0.21163	0.067462	0.048534	0.48637	0.083481	0.051311	0.15539	0.091433
Meth__cg02838492__KIF12	0.036195	0.063233	0.96731	0.61455	0.96852	0.052254	0.96362	0.92896	0.042802	0.95791	0.92256	0.94723	0.75667	0.95485	0.97149	0.51175	0.96503	0.31506	0.58426	0.2093	0.7132	0.1275	0.91032	0.05071	0.052868	0.94632	0.14717	0.6588	0.97778	0.96632	0.23819	0.051838	0.028466	0.064142	0.07434	0.74537	0.13824
Meth__cg08831594__TSPAN15	0.046048	0.020593	0.077019	0.037313	0.96431	0.053323	0.035126	0.04876	0.053385	0.7675	0.099624	0.078079	0.051595	0.042332	0.24267	0.054054	0.96724	0.037317	0.047001	0.05482	0.058512	0.043201	0.067132	0.060955	0.075117	0.10884	0.083126	0.044619	0.049299	0.3779	0.019311	0.051772	0.049541	0.11403	0.044042	0.04555	0.045496
Meth__cg15014458__LYPD3	0.022762	0.015946	0.02478	0.0206	0.9626	0.028331	0.02388	0.022456	0.018656	0.10169	0.042575	0.024098	0.019666	0.026175	0.33324	0.024142	0.075374	0.017774	0.021623	0.048363	0.29879	0.01938	0.85454	0.021726	0.038514	0.07516	0.03547	0.86683	0.020285	0.024045	0.019967	0.019013	0.016825	0.035497	0.024875	0.020836	0.020043
Meth__cg20451680__ESM1	0.037003	0.034106	0.81361	0.26275	0.65004	0.39665	0.60197	0.03539	0.040287	0.26607	0.036502	0.44458	0.039852	0.068104	0.045381	0.1974	0.030059	0.090307	0.057026	0.5887	0.050935	0.040149	0.82883	0.044645	0.048839	0.90169	0.053453	0.042288	0.042627	0.050183	0.69006	0.02386	0.50923	0.073683	0.060146	0.058981	0.15398
Meth__cg21816539__GRIK1	0.037614	0.023693	0.81503	0.033832	0.81599	0.94282	0.65967	0.066341	0.056615	0.94723	0.90416	0.74076	0.13158	0.042463	0.55839	0.072512	0.48767	0.40532	0.38703	0.48403	0.41607	0.66502	0.79924	0.057605	0.051462	0.87938	0.060328	0.4204	0.1186	0.45577	0.42489	0.037047	0.846	0.080432	0.9322	0.16571	0.052811
Meth__cg11572744__DPYSL3	0.076104	0.04979	0.85109	0.054041	0.56279	0.58536	0.78021	0.054803	0.093091	0.47803	0.069643	0.33791	0.068239	0.077069	0.051029	0.13045	0.056396	0.51721	0.06028	0.40212	0.056966	0.040958	0.36544	0.064399	0.068374	0.83261	0.11739	0.03875	0.036984	0.27018	0.030704	0.034773	0.39119	0.069014	0.072305	0.050466	0.046314
Meth__cg03626672__CMKOR1	0.08895	0.086075	0.77328	0.086877	0.10144	0.28311	0.62077	0.10828	0.075498	0.3826	0.42989	0.7402	0.09787	0.2669	0.13887	0.27741	0.14717	0.095717	0.088208	0.83706	0.11354	0.076047	0.44103	0.088677	0.14819	0.43103	0.17547	0.075482	0.45358	0.099071	0.10146	0.11467	0.64682	0.067762	0.15377	0.083063	0.19124
Meth__cg21182454__MERTK	0.036193	0.018504	0.031661	0.021275	0.035588	0.042356	0.4055	0.020805	0.030987	0.070701	0.012615	0.35592	0.01815	0.026929	0.021076	0.039661	0.0201	0.0149	0.030783	0.088003	0.042345	0.027031	0.041049	0.020716	0.054892	0.078116	0.033354	0.017152	0.015252	0.03342	0.027648	0.021334	0.13502	0.045953	0.031495	0.029215	0.029186
Meth__cg15983538__SEMA4A	0.055037	0.074217	0.10529	0.22341	0.84618	0.24595	0.15183	0.050269	0.082469	0.094494	0.10354	0.11895	0.054396	0.36339	0.8837	0.14457	0.2754	0.097663	0.1093	0.07786	0.86351	0.11403	0.81885	0.082458	0.18724	0.11087	0.074811	0.21347	0.36508	0.757	0.076965	0.04243	0.084733	0.11846	0.076692	0.066837	0.068948
Meth__cg09831553__LAMA5	0.022807	0.13601	0.70978	0.57921	0.49461	0.67954	0.80604	0.026546	0.41624	0.75993	0.93924	0.82579	0.022301	0.55471	0.92535	0.41117	0.087648	0.10095	0.23081	0.85003	0.95968	0.051867	0.035102	0.48174	0.05859	0.069262	0.2373	0.712	0.26706	0.4927	0.54192	0.21954	0.64056	0.036235	0.57449	0.23231	0.44521
Meth__cg08785534__GAL	0.1055	0.081009	0.13738	0.30548	0.40194	0.40151	0.54361	0.10039	0.086872	0.11865	0.46917	0.27501	0.085538	0.23006	0.1809	0.10602	0.073618	0.46172	0.3938	0.25457	0.66759	0.14043	0.5964	0.15616	0.13734	0.55575	0.12793	0.081558	0.079649	0.092146	0.1935	0.19688	0.19008	0.14138	0.087473	0.090697	0.085967
Meth__cg25823578__PTGER2	0.089762	0.05354	0.94502	0.85727	0.61724	0.33956	0.8466	0.0483	0.4929	0.84458	0.81435	0.79349	0.11844	0.94228	0.045986	0.056402	0.52365	0.92655	0.72142	0.31794	0.18399	0.46828	0.81805	0.84305	0.06477	0.251	0.08196	0.050728	0.037615	0.91751	0.58146	0.3563	0.51197	0.068906	0.050568	0.14639	0.28882
Meth__cg10822172__CREB5	0.29674	0.04953	0.21504	0.128	0.1405	0.15324	0.64048	0.067411	0.1457	0.23612	0.44351	0.68499	0.10202	0.2327	0.35853	0.13978	0.086753	0.091725	0.11935	0.87467	0.10404	0.1292	0.28478	0.1395	0.14243	0.17241	0.12219	0.11268	0.1568	0.17991	0.50757	0.097386	0.67446	0.19578	0.17871	0.10541	0.081254
Meth__cg20876010__CACHD1	0.084818	0.13883	0.20248	0.081795	0.71565	0.079577	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.15839	0.70968	0.24072	0.21864	0.11676	0.055412	0.07805	0.09923	0.65817	0.076453	0.19294	0.080567	0.11655	0.08649	0.12713	0.59703	0.069117	0.10954	0.56297	0.075446	0.063041	0.05982	0.10072	0.072739	0.10868
Meth__cg01761409__RAB38	0.78941	0.032149	0.82698	0.33481	0.54841	0.42468	0.94792	0.027341	0.03725	0.6054	0.024677	0.8862	0.024061	0.1142	0.014703	0.18887	0.041156	0.096237	0.32918	0.89392	0.28043	0.041208	0.20791	0.027005	0.044489	0.51521	0.051866	0.036478	0.016541	0.036345	0.30632	0.075711	0.45235	0.071111	0.093804	0.32541	0.15736
Meth__cg26985289__CLSTN1	0.035142	0.028741	0.32397	0.035519	0.97535	0.043485	0.10551	0.030727	0.035559	0.34654	0.25842	0.52603	0.036271	0.74285	0.047591	0.086114	0.03261	0.033952	0.043687	0.87805	0.31471	0.032277	0.077019	0.15974	0.060066	0.075375	0.053586	0.077656	0.027194	0.033474	0.36443	0.029197	0.026708	0.12349	0.036397	0.039186	0.39645
