Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg18632631__TNK1	0.077581	0.074345	0.30098	0.12296	0.91056	0.090107	0.89213	0.16021	0.074216	0.16496	0.055767	0.20824	0.15506	0.053027	0.063953	0.12668	0.071963	0.154	0.15037	0.57419	0.085491	0.11383	0.4706	0.092031	0.51033	0.10315	0.13565	0.31569	0.19858	0.08893	0.1639	0.074421	0.04577	0.2563	0.069572	0.053219	0.20182	0.10416	0.091175	0.076539
Meth__cg22610305__CHRAC1	0.023943	0.026413	0.031607	0.02076	0.022471	0.032849	0.058879	0.025385	0.024593	0.019957	0.029424	0.032463	0.077756	0.014487	0.030202	0.02896	0.029814	0.045825	0.019001	0.028927	0.038105	0.028451	0.02242	0.023351	0.068623	0.028035	0.05833	0.020039	0.062657	0.029515	0.042457	0.029579	0.018329	0.013833	0.016932	0.018405	0.19557	0.025187	0.029433	0.026927
Meth__cg09757107__CDC42EP4	0.050135	0.070523	0.075155	0.041806	0.039259	0.06134	0.033162	0.69383	0.036299	0.049778	0.048531	0.02545	0.073101	0.037434	0.051457	0.043028	0.047377	0.074331	0.038937	0.03173	0.055472	0.045303	0.056255	0.04199	0.079579	0.058288	0.050438	0.047479	0.098653	0.054112	0.061281	0.038885	0.044267	0.046248	0.038414	0.046724	0.062423	0.046641	0.045947	0.046675
Meth__cg16842485__C6orf47	0.04277	0.031208	0.047986	0.021219	0.029416	0.029378	0.019312	0.028608	0.027864	0.046587	0.047212	0.051212	0.10763	0.024395	0.028938	0.030015	0.023502	0.080277	0.030128	0.025638	0.042162	0.034049	0.037114	0.034013	0.10978	0.04257	0.063633	0.025505	0.089919	0.031782	0.06662	0.026189	0.028489	0.040743	0.028756	0.74195	0.10914	0.03481	0.051259	0.046892
Meth__cg24833277__FAM83A	0.035827	0.046617	0.035901	0.27057	0.8958	0.038883	0.94987	0.87476	0.026825	0.044809	0.72798	0.12895	0.086639	0.025346	0.30032	0.70175	0.94352	0.15182	0.87862	0.1939	0.20722	0.53022	0.9047	0.25579	0.2256	0.03508	0.14282	0.91464	0.053228	0.074855	0.12072	0.88668	0.38111	0.9273	0.52438	0.078579	0.083235	0.29127	0.31063	0.16265
Meth__cg16174234__MGC32020	0.032557	0.03104	0.1287	0.038119	0.026977	0.035348	0.07432	0.029007	0.051418	0.038498	0.051242	0.18259	0.051047	0.030992	0.042823	0.066501	0.023426	0.035936	0.023863	0.058231	0.043006	0.047646	0.022016	0.056945	0.07304	0.19268	0.086614	0.037983	0.041005	0.031382	0.093674	0.039303	0.032464	0.034272	0.21597	0.047863	0.049206	0.046445	0.051452	0.036292
Meth__cg15247144__PYCARD	0.045788	0.8494	0.473	0.46517	0.94772	0.38721	0.96675	0.5283	0.6656	0.056577	0.85047	0.076712	0.9023	0.55696	0.56351	0.9403	0.030097	0.4034	0.55932	0.044847	0.042971	0.035826	0.93394	0.028301	0.89516	0.089545	0.045758	0.9042	0.2289	0.14705	0.68181	0.60547	0.024029	0.188	0.17716	0.59054	0.66795	0.044565	0.38681	0.47424
Meth__cg18489434__VASH1	0.02591	0.062511	0.03072	0.019924	0.04804	0.91829	0.023013	0.017826	0.020009	0.019703	0.025068	0.023749	0.8641	0.89591	0.013975	0.018211	0.010102	0.06052	0.019013	0.9583	0.64823	0.01994	0.021631	0.024404	0.90165	0.26311	0.050081	0.016412	0.93095	0.043195	0.03111	0.014456	0.017027	0.011484	0.030802	0.30975	0.042539	0.017709	0.03902	0.02921
Meth__cg01306510__CDKN1A	0.050429	0.041296	0.042844	0.037929	0.037099	0.050295	0.077287	0.034459	0.037134	0.061931	0.046216	0.041198	0.089691	0.035296	0.046443	0.18299	0.041567	0.057913	0.033488	0.038531	0.05219	0.048237	0.045005	0.039861	0.20018	0.039354	0.073269	0.041949	0.084497	0.03551	0.076366	0.029486	0.036791	0.029002	0.034372	0.38529	0.11836	0.045323	0.048632	0.055023
U133A__SGCB	5.8037	4.345	4.5248	5.746	7.8458	4.0945	5.911	5.9386	7.1406	5.1858	7.0696	4.4416	5.602	5.0206	3.9234	7.0299	6.7798	4.7882	7.8291	5.4336	5.8159	8.2976	8.6534	5.0713	7.4406	4.5614	4.3851	8.0454	4.0615	6.1206	4.7536	6.9454	6.2714	7.184	4.3896	5.3401	5.106	5.3055	4.3728	5.1227
Meth__cg06716436__EDG5	0.02261	0.034796	0.030067	0.063404	0.24943	0.029095	0.056713	0.028869	0.022249	0.04741	0.025488	0.024052	0.073647	0.035394	0.024631	0.022356	0.026431	0.053688	0.016496	0.03571	0.028851	0.024611	0.029285	0.033315	0.065283	0.038391	0.12995	0.031167	0.035271	0.022907	0.045621	0.019075	0.019691	0.03313	0.033567	0.036588	0.095779	0.061477	0.038752	0.045031
Meth__cg19392138__ZNF449	0.063894	0.033851	0.080823	0.034817	0.020958	0.061154	0.057608	0.36651	0.03904	0.25663	0.03153	0.14364	0.05075	0.05868	0.024966	0.025068	0.1068	0.049653	0.021896	0.089095	0.099418	0.092455	0.023583	0.34476	0.049599	0.11467	0.031583	0.053	0.11754	0.029931	0.067553	0.31931	0.028155	0.067455	0.27029	0.039598	0.081348	0.38213	0.077383	0.034402
Meth__cg14060836__HBLD2	0.024364	0.016544	0.016447	0.018171	0.01125	0.024124	0.026996	0.018843	0.0077722	0.013943	0.01656	0.011217	0.024311	0.010555	0.013114	0.014795	0.0096149	0.10294	0.012132	0.010337	0.014812	0.022732	0.014176	0.0086526	0.065578	0.01929	0.035937	0.014028	0.033491	0.018027	0.040143	0.011547	0.0158	0.0084908	0.021733	0.012184	0.022152	0.01793	0.015038	0.020405
Meth__cg01141769__USP25	0.058873	0.034371	0.071926	0.047792	0.48749	0.070984	0.085998	0.037303	0.052906	0.056309	0.057324	0.092071	0.09522	0.065174	0.059077	0.045733	0.046551	0.061356	0.042341	0.058763	0.065526	0.045111	0.047229	0.038016	0.1149	0.070954	0.16174	0.03494	0.082659	0.049667	0.082255	0.030949	0.040325	0.060041	0.054826	0.047438	0.087508	0.043739	0.072503	0.060668
Meth__cg09938681__ZNF688	0.056874	0.033363	0.044164	0.029079	0.035818	0.035722	0.02485	0.050965	0.032784	0.037543	0.038728	0.030592	0.106	0.020994	0.030073	0.039232	0.032706	0.065095	0.037657	0.021754	0.047152	0.035418	0.039248	0.030973	0.10116	0.043521	0.10669	0.046264	0.063286	0.039824	0.10466	0.0285	0.028204	0.028538	0.029789	0.029219	0.047793	0.036456	0.030497	0.048178
Meth__cg16372520__NRXN3	0.55083	0.081887	0.72632	0.42532	0.088629	0.082537	0.21963	0.072677	0.071125	0.087107	0.16405	0.17063	0.1666	0.060192	0.056993	0.06429	0.044681	0.087323	0.13539	0.046332	0.079712	0.89484	0.064186	0.10753	0.089945	0.094039	0.14521	0.10194	0.18879	0.069482	0.080154	0.065153	0.10187	0.05295	0.09773	0.14425	0.063037	0.099425	0.19954	0.12073
Meth__cg19238398__DNAJC18	0.08155	0.076605	0.10704	0.066846	0.069243	0.083383	0.049326	0.059469	0.078662	0.067267	0.073422	0.075958	0.12942	0.057212	0.079654	0.059782	0.073895	0.090179	0.082761	0.077685	0.076004	0.091129	0.079402	0.091921	0.11267	0.07822	0.1237	0.067147	0.11537	0.064335	0.06888	0.082935	0.085275	0.075193	0.049356	0.056012	0.16029	0.071917	0.59022	0.93524
Meth__cg10549188__ANP32E	0.059902	0.078788	0.084028	0.19931	0.05755	0.064696	0.12678	0.040394	0.048529	0.071047	0.088268	0.16631	0.8763	0.039981	0.051043	0.067198	0.081157	0.18246	0.063738	0.19906	0.23741	0.065829	0.079531	0.065756	0.10067	0.085294	0.13799	0.048253	0.13802	0.056226	0.1754	0.053534	0.074902	0.11015	0.086307	0.066996	0.14875	0.042387	0.054227	0.043438
U133A__CDH1	9.4054	3.1026	10.1506	10.8025	2.7451	7.2616	3.7836	8.8869	7.6506	10.3047	8.1115	9.9294	9.3213	10.668	2.9912	9.3955	7.3494	9.9431	3.1604	9.7553	10.3314	4.8896	2.9383	10.1819	3.7691	10.7292	10.1856	2.9604	5.9099	7.8365	3.9307	3.1058	9.2079	3.5212	10.1757	9.7177	9.7436	10.2468	10.6202	10.3636
Meth__cg17714828__AYTL2	0.032763	0.032823	0.043854	0.03581	0.041802	0.045019	0.032602	0.054353	0.039965	0.078875	0.040266	0.029748	0.26189	0.023746	0.036948	0.034173	0.033814	0.10382	0.029996	0.032417	0.041522	0.07431	0.03903	0.025064	0.083395	0.046167	0.059312	0.035319	0.076474	0.046056	0.065456	0.035766	0.037826	0.034763	0.044138	0.035134	0.052566	0.040016	0.040471	0.0452
Meth__cg03891319__ACY1	0.043496	0.067761	0.063529	0.057028	0.1529	0.10483	0.053154	0.40392	0.048061	0.063932	0.061134	0.11928	0.19048	0.032142	0.056929	0.089607	0.041441	0.080921	0.33429	0.086526	0.051391	0.090423	0.088996	0.19994	0.15804	0.052598	0.11202	0.13245	0.080786	0.13328	0.067437	0.049142	0.037829	0.043501	0.084861	0.043111	0.065182	0.067309	0.051075	0.049409
Meth__cg10995380__TGFB1I1	0.078329	0.071068	0.11611	0.18946	0.26531	0.56675	0.10903	0.671	0.13663	0.083915	0.096771	0.39132	0.92751	0.043677	0.081529	0.81328	0.086509	0.11502	0.066738	0.59345	0.44357	0.11405	0.14042	0.061599	0.14501	0.14373	0.075651	0.12299	0.7769	0.8956	0.10542	0.055965	0.05531	0.0739	0.16484	0.21227	0.23889	0.085988	0.26861	0.090638
Meth__cg26624118__SLC43A1	0.056489	0.058664	0.1577	0.17923	0.048167	0.20732	0.080692	0.10518	0.055873	0.074709	0.070038	0.10673	0.41494	0.056206	0.1699	0.28893	0.05419	0.10832	0.042796	0.071443	0.077279	0.075353	0.065391	0.08084	0.12874	0.067129	0.063667	0.046906	0.17079	0.075503	0.13241	0.054404	0.11457	0.051943	0.081882	0.79098	0.2186	0.06995	0.25335	0.63604
Meth__cg23337382__GPR125	0.028618	0.041222	0.063581	0.017726	0.35801	0.052044	0.036727	0.026623	0.020018	0.018277	0.052917	0.059011	0.096143	0.026244	0.024993	0.01487	0.019432	0.10444	0.0084705	0.029579	0.042594	0.036096	0.047626	0.029654	0.030661	0.027649	0.032219	0.022597	0.11869	0.014637	0.037458	0.018688	0.021643	0.019993	0.015701	0.013798	0.035963	0.015279	0.018142	0.030484
Meth__cg01795122__EMP3	0.56532	0.56387	0.84134	0.17067	0.021983	0.88119	0.014154	0.037107	0.060973	0.79146	0.9192	0.39332	0.89016	0.55078	0.31491	0.57514	0.022753	0.24216	0.017227	0.79435	0.89459	0.87882	0.025554	0.905	0.050387	0.87359	0.10945	0.018453	0.93524	0.68616	0.49253	0.034537	0.022414	0.028657	0.44071	0.93105	0.073258	0.54698	0.82713	0.92521
Meth__cg02018101__SYNE2	0.018283	0.013028	0.021667	0.015608	0.016248	0.020307	0.02377	0.01535	0.54885	0.016318	0.022161	0.021761	0.028764	0.015242	0.018404	0.015574	0.011843	0.026562	0.012724	0.019526	0.020348	0.019837	0.024587	0.01489	0.024254	0.022172	0.031669	0.019013	0.030086	0.012119	0.036769	0.012738	0.014775	0.014991	0.015039	0.012869	0.036687	0.025579	0.022403	0.01968
Meth__cg21692936__SLC3A2	0.15533	0.032128	0.058824	0.065631	0.031843	0.67247	0.16179	0.051878	0.027788	0.35874	0.041935	0.073305	0.052323	0.030277	0.028199	0.038842	0.022306	0.12615	0.027367	0.029685	0.035425	0.11604	0.25857	0.32272	0.043097	0.51248	0.077021	0.056746	0.063666	0.043461	0.09378	0.033009	0.026652	0.056705	0.031058	0.06548	0.028923	0.14795	0.078467	0.05832
Meth__cg09424896__CIB3	0.065255	0.063733	0.14757	0.060012	0.63935	0.077577	0.63831	0.95004	0.1486	0.090296	0.73891	0.77515	0.26431	0.31089	0.13267	0.69546	0.7559	0.74622	0.051335	0.078989	0.066937	0.080463	0.83725	0.052947	0.48722	0.085883	0.16282	0.92383	0.18148	0.14139	0.17021	0.92619	0.33109	0.10613	0.099961	0.26824	0.12593	0.071693	0.088942	0.063621
Meth__cg10723020__CREB1	0.066085	0.32097	0.6757	0.61349	0.086396	0.68541	0.040839	0.053674	0.45341	0.59076	0.036367	0.11035	0.14913	0.26291	0.41077	0.14418	0.065094	0.064212	0.057891	0.22221	0.16694	0.37967	0.14431	0.26216	0.078582	0.25209	0.091133	0.047517	0.28372	0.36715	0.43289	0.034191	0.040189	0.041552	0.32085	0.37404	0.52607	0.49905	0.08527	0.22061
U133A__PPL	7.2713	8.6978	7.5989	7.4733	5.343	7.0375	5.1253	7.7172	7.1606	6.3943	5.6236	7.8406	6.9215	7.4366	9.0138	6.3552	6.8729	8.4826	4.9562	8.1627	7.1625	6.2894	4.9658	7.221	5.0623	8.1619	8.0623	5.8596	6.3576	4.7159	7.8424	6.0512	6.4286	4.7362	7.7004	7.1074	6.9717	8.5963	6.9001	7.5252
Meth__cg02423618__SPATA8	0.84123	0.14181	0.37424	0.03516	0.086949	0.45914	0.038567	0.84248	0.036517	0.045686	0.55982	0.53618	0.24524	0.052777	0.18975	0.61471	0.46168	0.1039	0.034927	0.081105	0.17011	0.052916	0.12945	0.46601	0.27635	0.21346	0.0967	0.18001	0.3266	0.34413	0.36264	0.4239	0.63763	0.055877	0.042837	0.087993	0.052625	0.33723	0.36104	0.30162
Meth__cg19205533__RERG	0.080034	0.071619	0.10324	0.076179	0.085362	0.089159	0.9405	0.15633	0.059321	0.083291	0.87919	0.078553	0.28746	0.067163	0.086627	0.83954	0.90528	0.10852	0.89972	0.08536	0.089117	0.079634	0.88604	0.093911	0.85054	0.087799	0.077937	0.90139	0.2185	0.076983	0.13651	0.63223	0.87596	0.87032	0.086164	0.69639	0.1022	0.089982	0.082123	0.089522
Meth__cg18328334__TNS1	0.17726	0.072396	0.099766	0.083825	0.78525	0.10077	0.75193	0.93312	0.84325	0.086103	0.89058	0.84758	0.87984	0.097941	0.69124	0.91159	0.85021	0.54273	0.90794	0.15398	0.16046	0.069532	0.57172	0.10215	0.82769	0.080907	0.11815	0.74105	0.15698	0.68575	0.082647	0.69797	0.91978	0.49813	0.087738	0.1272	0.10697	0.11128	0.11574	0.18133
Meth__cg07356753__GBE1	0.044251	0.02839	0.052791	0.047969	0.030563	0.073181	0.040065	0.058902	0.038691	0.040688	0.039414	0.03333	0.073003	0.021535	0.032271	0.067841	0.030719	0.065911	0.02848	0.023646	0.03209	0.036304	0.050849	0.028739	0.070322	0.037961	0.11892	0.028109	0.086327	0.040783	0.061752	0.032594	0.033632	0.032992	0.028057	0.064602	0.074737	0.040497	0.03789	0.04529
Meth__cg07207789__CRISPLD2	0.071852	0.0416	0.27964	0.7222	0.85604	0.31603	0.90428	0.85904	0.41265	0.25904	0.53911	0.71975	0.3778	0.10866	0.27844	0.50834	0.91253	0.087316	0.84012	0.055578	0.18647	0.84036	0.91523	0.21688	0.81184	0.5357	0.10635	0.78875	0.2125	0.11333	0.085175	0.054089	0.1055	0.86498	0.86763	0.79814	0.34204	0.35958	0.33383	0.41318
Meth__cg15910208__KLK10	0.085643	0.055867	0.50333	0.26313	0.51875	0.48264	0.3236	0.037851	0.041635	0.08114	0.13663	0.039091	0.89495	0.09518	0.04103	0.61557	0.062531	0.072841	0.042038	0.87052	0.93067	0.62154	0.66336	0.54281	0.66981	0.5322	0.34834	0.72729	0.9042	0.06248	0.12569	0.062375	0.034558	0.050064	0.11345	0.94977	0.092333	0.4356	0.27874	0.068856
Meth__cg21091679__ELL2	0.11919	0.042062	0.87698	0.76361	0.32637	0.54614	0.59936	0.047184	0.16652	0.49894	0.055378	0.13851	0.42	0.29458	0.19813	0.052538	0.034349	0.096141	0.052056	0.38767	0.39737	0.83628	0.037972	0.59342	0.0636	0.51889	0.049012	0.056213	0.81504	0.094591	0.075776	0.024916	0.055427	0.042357	0.43713	0.88641	0.093505	0.16102	0.36102	0.093006
Meth__cg22808175__PHOSPHO1	0.044606	0.21412	0.51452	0.17354	0.032492	0.68407	0.032819	0.64588	0.03365	0.38297	0.16486	0.15847	0.77411	0.1931	0.036973	0.28144	0.035195	0.064978	0.027341	0.10645	0.046801	0.034115	0.039093	0.039728	0.049558	0.31828	0.078844	0.036043	0.18418	0.59335	0.23465	0.030505	0.041983	0.028252	0.086537	0.50743	0.058119	0.030838	0.43434	0.45436
Meth__cg05385377__TMEM51	0.24074	0.27722	0.41854	0.65565	0.61868	0.62256	0.097014	0.21245	0.039417	0.45604	0.056117	0.030242	0.063114	0.48718	0.072975	0.35251	0.03409	0.096687	0.22355	0.55106	0.54275	0.080689	0.5007	0.10193	0.16517	0.60126	0.098014	0.056236	0.39074	0.077572	0.16636	0.048656	0.049815	0.21393	0.47404	0.37095	0.19448	0.10301	0.099321	0.12459
Meth__cg00067471__ATP5D	0.058818	0.061324	0.090572	0.067579	0.39372	0.096675	0.13351	0.212	0.05635	0.087782	0.085263	0.35673	0.14735	0.052491	0.061668	0.14243	0.075771	0.22115	0.057543	0.092154	0.1859	0.09698	0.31772	0.19642	0.1249	0.14487	0.13729	0.13773	0.13895	0.22099	0.084494	0.046087	0.075986	0.059031	0.10731	0.075208	0.14424	0.057761	0.067086	0.065105
Meth__cg12370791__HOXB9	0.34479	0.028534	0.17302	0.037395	0.34969	0.1054	0.018361	0.26853	0.2003	0.024994	0.094058	0.093623	0.12933	0.27199	0.17406	0.18192	0.021081	0.13737	0.031686	0.29395	0.077256	0.90628	0.068207	0.20277	0.3862	0.035321	0.076574	0.023278	0.90602	0.046114	0.083138	0.023935	0.029979	0.037506	0.031202	0.2992	0.048442	0.029315	0.10574	0.031024
Meth__cg10332700__ZNF415	0.035117	0.022465	0.041575	0.033044	0.029478	0.57692	0.92694	0.93108	0.019652	0.026517	0.038838	0.024063	0.57526	0.020916	0.030413	0.73733	0.022714	0.078255	0.030419	0.97781	0.82416	0.029339	0.032108	0.039064	0.8533	0.035206	0.1009	0.19907	0.92346	0.032494	0.061649	0.028517	0.079028	0.097376	0.026179	0.2717	0.04483	0.035901	0.34846	0.16907
U133A__LEPREL1	5.2728	5.3422	5.4569	5.0282	9.3138	5.5085	8.5248	7.9786	5.848	5.3502	6.5309	8.3214	7.2828	5.5782	5.1026	5.8493	7.0181	9.188	7.5821	5.5045	5.6844	5.199	6.6369	4.9666	7.9034	4.9339	4.9033	5.4406	5.3148	6.4193	5.5942	6.252	5.3512	7.3962	5.376	5.1657	5.3306	5.109	5.1199	4.9922
U133A__EIF4EBP1	7.9985	7.814	8.056	9.9591	10.0741	9.4622	8.4196	7.6208	7.7225	8.5358	9.1045	7.6555	7.9632	8.6916	8.3943	8.1152	8.9644	8.1909	9.1244	7.9051	8.1133	10.8575	9.238	7.6932	8.7352	8.9594	8.0511	8.5064	8.7799	9.0434	8.0964	8.4184	8.8576	8.9189	9.8338	11.8092	8.4097	8.623	9.4205	8.7757
Meth__cg05846716__PCSK2	0.13175	0.023449	0.066287	0.064383	0.074655	0.31453	0.27397	0.089041	0.040976	0.051249	0.40316	0.69231	0.17054	0.045314	0.045851	0.061774	0.034612	0.074372	0.033381	0.20158	0.12069	0.14152	0.056183	0.033704	0.14106	0.28619	0.047491	0.26732	0.8648	0.065244	0.046029	0.038593	0.024931	0.043982	0.033742	0.14054	0.16205	0.38673	0.10264	0.078771
Meth__cg14043411__SIVA	0.022474	0.019606	0.02418	0.019044	0.020233	0.02632	0.012918	0.027254	0.016263	0.022206	0.028441	0.027034	0.63854	0.014008	0.025625	0.017331	0.018272	0.11144	0.016937	0.024211	0.02988	0.021581	0.023329	0.018102	0.046099	0.020485	0.034255	0.023001	0.052551	0.024613	0.028693	0.023785	0.01514	0.016549	0.019761	0.02021	0.045972	0.02599	0.019228	0.024681
Meth__cg15980408__TMEM22	0.96982	0.022495	0.39452	0.70486	0.40434	0.9712	0.26473	0.48668	0.02381	0.025169	0.27421	0.029066	0.95776	0.98131	0.32974	0.97526	0.020192	0.064066	0.017037	0.9778	0.96607	0.50882	0.46719	0.9579	0.064795	0.44553	0.45324	0.020546	0.92311	0.049433	0.053951	0.027043	0.02751	0.0194	0.96389	0.97334	0.93237	0.66194	0.5726	0.77819
Meth__cg12995941__INSRR	0.48641	0.059086	0.80315	0.54089	0.42039	0.14437	0.94719	0.58616	0.075318	0.91853	0.84918	0.37561	0.83803	0.14667	0.085143	0.60962	0.092103	0.11824	0.079821	0.89832	0.9517	0.96074	0.95959	0.68433	0.7752	0.76997	0.12469	0.88869	0.60845	0.10402	0.10137	0.080859	0.051302	0.090709	0.15853	0.3229	0.10266	0.94709	0.57901	0.49274
Meth__cg06020352__IRF8	0.13752	0.11164	0.84838	0.54973	0.32444	0.12452	0.87455	0.70024	0.12728	0.83475	0.8331	0.8694	0.73137	0.075577	0.21042	0.5322	0.14555	0.1821	0.10249	0.50745	0.34958	0.84916	0.2716	0.52559	0.65861	0.85712	0.16219	0.91261	0.5903	0.13612	0.15913	0.0919	0.075808	0.10637	0.10267	0.81023	0.16983	0.88647	0.086334	0.13221
Meth__cg08052882__NNT	0.083595	0.061372	0.43711	0.088199	0.061314	0.14996	0.12862	0.045338	0.056063	0.062845	0.068001	0.053924	0.5782	0.056308	0.05839	0.095711	0.064379	0.1259	0.055343	0.13923	0.078642	0.057424	0.054472	0.23906	0.082957	0.083239	0.11947	0.050384	0.15829	0.062001	0.15016	0.058553	0.094441	0.039927	0.44883	0.52734	0.095033	0.29966	0.28936	0.1601
Meth__cg15839448__SFRP1	0.93665	0.040289	0.95046	0.82839	0.48204	0.88949	0.051868	0.069652	0.35486	0.41397	0.039626	0.023471	0.8973	0.97102	0.35347	0.03766	0.068033	0.094424	0.15602	0.92556	0.86369	0.82738	0.042198	0.94446	0.92812	0.81265	0.1345	0.036655	0.88663	0.050972	0.18841	0.74017	0.029358	0.56523	0.076396	0.9355	0.53521	0.93675	0.69931	0.69443
Meth__cg27574244__TBCD	0.34118	0.046897	0.24567	0.56653	0.17712	0.079214	0.056237	0.28563	0.024957	0.43485	0.064948	0.035292	0.097261	0.1478	0.040108	0.031412	0.481	0.055559	0.18957	0.10449	0.048398	0.032168	0.11866	0.023458	0.2287	0.35303	0.066742	0.034319	0.28535	0.082505	0.084697	0.030381	0.04182	0.036235	0.023388	0.025687	0.16931	0.049962	0.22718	0.21139
Meth__cg23503501__RIBC2	0.060055	0.094974	0.040833	0.027809	0.33056	0.046689	0.041254	0.48071	0.038957	0.042076	0.047087	0.090665	0.14866	0.031741	0.030672	0.33503	0.031644	0.053699	0.060678	0.50067	0.041824	0.30391	0.55301	0.36515	0.058598	0.036693	0.061182	0.034394	0.065549	0.88538	0.19894	0.03548	0.14301	0.064183	0.03631	0.02599	0.083089	0.037592	0.063898	0.5522
Meth__cg14775560__FOLH1	0.14435	0.08238	0.12793	0.13369	0.28945	0.83522	0.38538	0.20047	0.11255	0.11998	0.16373	0.33272	0.29259	0.12708	0.098285	0.14071	0.13628	0.18655	0.16279	0.14425	0.14189	0.68515	0.10202	0.54688	0.36418	0.12497	0.15829	0.10252	0.20155	0.1493	0.16854	0.12442	0.07993	0.12668	0.11784	0.42225	0.21813	0.1311	0.12928	0.12497
Meth__cg17870792__LPHN2	0.047863	0.043131	0.046851	0.038495	0.034018	0.057071	0.066399	0.044304	0.042305	0.04683	0.14499	0.061101	0.071056	0.025736	0.045833	0.043661	0.034268	0.055121	0.028634	0.12725	0.081043	0.048804	0.040527	0.033271	0.087709	0.049473	0.075397	0.044447	0.089843	0.050966	0.042698	0.0469	0.03076	0.036861	0.039933	0.035015	0.0997	0.053169	0.041688	0.044668
Meth__cg15379858__ChGn	0.034158	0.046692	0.92586	0.041229	0.59018	0.56407	0.94389	0.3365	0.029173	0.069172	0.89134	0.0633	0.079984	0.67597	0.34419	0.90874	0.925	0.058807	0.43564	0.82734	0.60529	0.077124	0.8902	0.86754	0.82727	0.86775	0.18682	0.91491	0.85081	0.050316	0.082776	0.88362	0.032444	0.49223	0.84771	0.9235	0.20654	0.059573	0.74675	0.81435
Meth__cg06233503__KCNQ1	0.50235	0.040818	0.91735	0.78747	0.22437	0.44312	0.33473	0.87218	0.38033	0.078643	0.22938	0.41458	0.30963	0.088921	0.27433	0.1798	0.64766	0.10217	0.047645	0.72299	0.74497	0.34008	0.88757	0.81495	0.14087	0.57032	0.10972	0.26382	0.41648	0.23048	0.046845	0.053277	0.062636	0.037186	0.39258	0.068347	0.2955	0.94357	0.25968	0.21335
U133A__CYB561	9.3231	8.9941	7.9717	8.632	6.2388	8.0748	6.4993	7.6969	6.9168	8.6582	8.3664	7.8981	7.7693	9.4771	7.5397	7.7448	7.7648	8.0632	6.9285	9.7372	9.1411	8.1277	7.0833	8.4517	7.3983	10.3813	8.2127	5.3051	8.7824	7.615	8.5366	5.2097	7.0984	6.7225	10.2413	9.4326	8.5092	8.6084	8.7911	9.3286
Meth__cg24170090__M-RIP	0.035817	0.0313	0.19052	0.092274	0.043595	0.071599	0.069519	0.031917	0.054953	0.045285	0.038142	0.06488	0.073655	0.047185	0.052639	0.041076	0.060625	0.064335	0.02854	0.13944	0.062084	0.26646	0.037193	0.095876	0.042868	0.42561	0.044701	0.044388	0.12571	0.048322	0.067738	0.02416	0.019501	0.037324	0.1204	0.030761	0.076762	0.044182	0.06564	0.064193
Meth__cg16387606__HIST2H4	0.076337	0.096356	0.11385	0.079338	0.097703	0.11849	0.03802	0.088944	0.047163	0.10651	0.10066	0.046053	0.12703	0.11342	0.058113	0.072939	0.048305	0.097153	0.098075	0.098202	0.10619	0.11928	0.05221	0.104	0.5018	0.15391	0.086259	0.07051	0.12559	0.055332	0.11931	0.18012	0.042064	0.10005	0.062774	0.40008	0.23079	0.10524	0.11608	0.11284
Meth__cg07811750__CAMTA2	0.033398	0.031831	0.034943	0.032316	0.031312	0.032992	0.049054	0.03511	0.029144	0.039052	0.03218	0.037874	0.051606	0.018247	0.031724	0.028936	0.027001	0.074733	0.022086	0.035725	0.031828	0.040366	0.34109	0.03957	0.02909	0.039785	0.05353	0.026874	0.055657	0.032092	0.062623	0.033799	0.015064	0.034591	0.037837	0.025007	0.03293	0.04211	0.036696	0.029039
Meth__cg06043114__TSPAN2	0.71258	0.13676	0.95392	0.44695	0.96873	0.97582	0.10704	0.026881	0.03241	0.045968	0.46418	0.060376	0.96893	0.95216	0.097996	0.034085	0.016956	0.053754	0.020559	0.60308	0.78725	0.047902	0.052542	0.03816	0.65402	0.067503	0.36795	0.047325	0.9058	0.037208	0.049238	0.030612	0.017713	0.027044	0.69646	0.5834	0.92056	0.64998	0.88526	0.96842
Meth__cg24926780__OR10H2	0.3621	0.015262	0.72881	0.61055	0.16546	0.57307	0.073828	0.37742	0.024603	0.30082	0.22224	0.43409	0.70866	0.038806	0.028894	0.087671	0.35946	0.13095	0.022378	0.35574	0.35808	0.7583	0.054816	0.73131	0.11391	0.14196	0.029368	0.16555	0.25414	0.15516	0.021129	0.43187	0.33138	0.032297	0.63239	0.59933	0.035219	0.74493	0.19598	0.31381
Meth__cg08587542__KIAA0141	0.050056	0.030186	0.24895	0.063273	0.042846	0.041942	0.12539	0.069327	0.10613	0.062808	0.035294	0.33955	0.074378	0.039765	0.1117	0.067971	0.042003	0.090825	0.029932	0.037509	0.036745	0.10041	0.038958	0.054178	0.097853	0.069145	0.056696	0.045812	0.097022	0.07412	0.075361	0.03365	0.058409	0.044285	0.048617	0.030236	0.18401	0.050012	0.054727	0.043205
